reuse_step,step_factor,panel_count,exact_objective,signed_root_defect,root_relative_mismatch,condition_number
1,1.0,320,0.003633563425658458,-0.0007947172837671639,0.0007947172837671639,189738.79029327797
1,1.0,640,0.003031355411365734,-0.0007175570791646444,0.0007175570791646444,424624.2910331047
1,1.0,1280,0.002929468858735495,-0.000683395339784466,0.000683395339784466,1020227.04783525
2,1.0,320,0.003094337017736568,-0.0008254425197514177,0.0008254425197514177,189693.9571921247
2,1.0,640,0.0024935950203788496,-0.000748346481980511,0.000748346481980511,424521.44412973925
2,1.0,1280,0.002392736689627246,-0.0007141635356033574,0.0007141635356033574,1019971.5456159181
3,1.0,320,0.0026581530690015422,-0.0008563518188059297,0.0008563518188059297,189649.1192832921
3,1.0,640,0.0020589060602420406,-0.0007793596069812649,0.0007793596069812649,424419.2389363973
3,1.0,1280,0.00195908401507593,-0.0007451853558772335,0.0007451853558772335,1019717.6212589118
4,1.0,320,0.002324987151704948,-0.0008874448271531134,0.0008874448271531134,189604.2765669862
4,1.0,640,0.0017272661630259461,-0.0008105572374330249,0.0008105572374330249,424317.0251524073
4,1.0,1280,0.0016284858294694855,-0.000776474960596604,0.000776474960596604,1019465.6689273666
5,1.0,320,0.0020948154236405704,-0.0009187210836273182,0.0009187210836273182,189559.42905698277
5,1.0,640,0.0014986418821814882,-0.0008421176545651594,0.0008421176545651594,424217.9476254283
5,1.0,1280,0.0014009303737692951,-0.0008077986664786598,0.0008077986664786598,1019210.085171299
6,1.0,320,0.001967614540025633,-0.0009501800979085427,0.0009501800979085427,189514.57675590002
6,1.0,640,0.0013730351501432029,-0.0008736084463703264,0.0008736084463703264,424114.41696613346
6,1.0,1280,0.001276384646414634,-0.0008393759266527036,0.0008393759266527036,1018956.1599811031
7,1.0,320,0.0019433593493768974,-0.0009818686297267502,0.0009818686297267502,189470.34911182214
7,1.0,640,0.0013504093284521406,-0.0009052820666857734,0.0009052820666857734,424010.8753243888
7,1.0,1280,0.0012548267035911286,-0.0008712122325227032,0.0008712122325227032,1018704.0421726645
