node_index,normal_displacement
0,3.3262099879867446e-05
1,3.33492224102905e-05
2,3.3527510671313605e-05
3,3.380351366115333e-05
4,3.4183385600270594e-05
5,3.4668954042726616e-05
6,3.525321447737928e-05
7,3.5915791248264904e-05
8,3.6618934493032416e-05
9,3.730459700915971e-05
10,3.789305508543166e-05
11,3.8283409915980567e-05
12,3.835614218176877e-05
13,3.797770612186738e-05
14,3.700695748923809e-05
15,3.5303029477685034e-05
16,3.273411849057887e-05
17,2.9186531690206675e-05
18,2.457329125971682e-05
19,1.8841592351422597e-05
20,1.197847382128055e-05
21,4.014178879201916e-06
22,-4.977152349811779e-06
23,-1.4879617858382706e-05
24,-2.5540459966363286e-05
25,-3.677747079258546e-05
26,-4.838842794770452e-05
27,-6.016192916456775e-05
28,-7.188888088341828e-05
29,-8.33738402895314e-05
30,-9.444541774750095e-05
31,-0.00010496501652091901
32,-0.00011483331342783355
33,-0.0001239940572602292
34,-0.00013243496716163882
35,-0.00014018573387357576
36,-0.0001473133448168678
37,-0.0001539151517093518
38,-0.00016011026101844057
39,-0.00016602994034754272
40,-0.00017180778940013115
41,-0.000177570418865959
42,-0.0001834293159606805
43,-0.00018947445787998764
44,-0.0001957700748738537
45,-0.0002023527771181752
46,-0.00020923206026307204
47,-0.00021639301035228636
48,-0.00022380085584650057
49,-0.00023140687671841876
50,-0.00023915508869650198
51,-0.0002469890812415126
52,-0.00025485840263274676
53,-0.0002627239517968582
54,-0.00027056194703581424
55,-0.0002783661857466953
56,-0.00028614847307914786
57,-0.00029393726634351644
58,-0.00030177474088832453
59,-0.00030971261837791936
60,-0.0003178071986145079
61,-0.0003261140933325298
62,-0.0003346831708212713
63,-0.00034355418414755553
64,-0.0003527534776471852
65,-0.0003622920543866659
66,-0.00037216515247723075
67,-0.00038235333327357995
68,-0.00039282494305285885
69,-0.00040353968458579914
70,-0.00041445293717110206
71,-0.0004255204015756473
72,-0.0004367026248491019
73,-0.0004479689802918993
74,-0.00045930073723503273
75,-0.00047069294749465087
76,-0.00048215499125283745
77,-0.0004937097535357743
78,-0.0005053915313014408
79,-0.0005172428884692905
80,-0.0005293107713420764
81,-0.0005416422613248773
82,-0.0005542803701424118
83,-0.0005672602728221078
84,-0.000580606327041976
85,-0.000594330148909927
86,-0.0006084299125960011
87,-0.0006228909243565345
88,-0.0006376874014310837
89,-0.000652785274267494
90,-0.0006681457368571514
91,-0.0006837292031280483
92,-0.000699499293239896
93,-0.0007154264750367186
94,-0.0007314910222924686
95,-0.0007476850189481253
96,-0.000764013230645409
97,-0.0007804927726677074
98,-0.0007971516166953374
99,-0.000814026086960953
100,-0.000831157589428618
101,-0.000848588887003767
102,-0.0008663602732820654
103,-0.0008845060035736054
104,-0.0009030513146321077
105,-0.000922010306534971
106,-0.0009413848771835196
107,-0.0009611647998809775
108,-0.0009813289268682571
109,-0.0010018473966448421
110,-0.0010226846301409297
111,-0.001043802828877075
112,-0.0010651656436781163
113,-0.0010867416692272223
114,-0.0011085074387376232
115,-0.0011304496422557065
116,-0.0011525663667620908
117,-0.0011748672491506268
118,-0.0011973725355375997
119,-0.0012201111425694368
120,-0.001243117908927845
121,-0.0012664302995206698
122,-0.0012900848740997261
123,-0.001314113851850249
124,-0.0013385420922119157
125,-0.0013633847710887083
126,-0.0013886459647241172
127,-0.0014143182672745002
128,-0.0014403834706836038
129,-0.0014668142360107683
130,-0.001493576593188
131,-0.001520633029832536
132,-0.0015479458762463994
133,-0.0015754806679420153
134,-0.0016032091711774706
135,-0.0016311117904947675
136,-0.0016591791368201787
137,-0.0016874126145873694
138,-0.00171582397899572
139,-0.0017444339111874793
140,-0.001773269750761097
141,-0.0018023626030998889
142,-0.0018317440962650985
143,-0.001861443093442865
144,-0.001891482669368011
145,-0.0019218776327030096
146,-0.0019526328236562347
147,-0.0019837423422480378
148,-0.002015189774598782
149,-0.002046949390730835
150,-0.002078988196463539
151,-0.0021112686425320904
152,-0.00214375173346094
153,-0.002176400242553332
154,-0.0022091817308928724
155,-0.002242071088153468
156,-0.002275052359285291
157,-0.0023081196893303462
158,-0.0023412773022321986
159,-0.0023745385206335747
160,-0.002407923923724303
161,-0.002441458820766372
162,-0.0024751702814633262
163,-0.0025090840049639606
164,-0.0025432213232731453
165,-0.0025775966209761
166,-0.0026122154128741725
167,-0.0026470732582638806
168,-0.0026821556111541038
169,-0.002717438617231416
170,-0.0027528907791981964
171,-0.0027884753306084836
172,-0.0028241530921510657
173,-0.0028598855396530947
174,-0.0028956377940377977
175,-0.002931381251781501
176,-0.0029670956092178553
177,-0.0030027700919806164
178,-0.003038403776443102
179,-0.0030740049760398175
180,-0.003109589753713985
181,-0.003145179704092404
182,-0.0031807992175979095
183,-0.0032164724871313853
184,-0.0032522205416657124
185,-0.0032880585879047136
186,-0.003323993911421711
187,-0.0033600245352566113
188,-0.00339613876189929
189,-0.0034323156407507676
190,-0.0034685263154651466
191,-0.0035047361223222795
192,-0.003540907239823865
193,-0.003577001637737387
194,-0.003612984045727714
195,-0.0036488246601524416
196,-0.0036845013326841924
197,-0.0037200010337742535
198,-0.003755320452907722
199,-0.0037904656795913314
200,-0.003825450996297847
201,-0.0038602968989006814
202,-0.003895027533483569
203,-0.003929667793850878
