iteration,residual_mode,shape_mode,value,finite_difference_step,jacobian_condition_number
1,0,0,0.83264991103318,0.00018859213667648742,439.83883726208927
1,0,1,1.7092381563507055,9.223590679815318e-05,439.83883726208927
1,0,2,2.3935352641552674,6.638746596598379e-05,439.83883726208927
1,0,3,2.8872809324526676,5.568227246175028e-05,439.83883726208927
1,0,4,3.2546142888682317,5.01553728606627e-05,439.83883726208927
1,0,5,3.5444718556766266,4.687193806536678e-05,439.83883726208927
1,0,6,3.788290095481462,4.4717141510403004e-05,439.83883726208927
1,0,7,4.002312323104573,4.319339042890372e-05,439.83883726208927
1,0,8,0.9222078453063269,0.0002895101156001986,439.83883726208927
1,1,0,-3.1807174002663636,0.00018859213667648742,439.83883726208927
1,1,1,-6.502871654392264,9.223590679815318e-05,439.83883726208927
1,1,2,-9.032969330032293,6.638746596598379e-05,439.83883726208927
1,1,3,-10.766388394715054,5.568227246175028e-05,439.83883726208927
1,1,4,-11.948269576463236,5.01553728606627e-05,439.83883726208927
1,1,5,-12.779989387829819,4.687193806536678e-05,439.83883726208927
1,1,6,-13.390139931302397,4.4717141510403004e-05,439.83883726208927
1,1,7,-13.857060081513648,4.319339042890372e-05,439.83883726208927
1,1,8,-2.1475603990006067,0.0002895101156001986,439.83883726208927
1,2,0,9.055653864269278,0.00018859213667648742,439.83883726208927
1,2,1,18.521339278627853,9.223590679815318e-05,439.83883726208927
1,2,2,25.748031868582032,6.638746596598379e-05,439.83883726208927
1,2,3,30.725577039273677,5.568227246175028e-05,439.83883726208927
1,2,4,34.15164145055006,5.01553728606627e-05,439.83883726208927
1,2,5,36.595127903668796,4.687193806536678e-05,439.83883726208927
1,2,6,38.419497286324855,4.4717141510403004e-05,439.83883726208927
1,2,7,39.842870088471685,4.319339042890372e-05,439.83883726208927
1,2,8,6.32104721322428,0.0002895101156001986,439.83883726208927
1,3,0,0.279489734919409,0.00018859213667648742,439.83883726208927
1,3,1,0.5716985657312952,9.223590679815318e-05,439.83883726208927
1,3,2,0.7949437562965823,6.638746596598379e-05,439.83883726208927
1,3,3,0.9490157529216307,5.568227246175028e-05,439.83883726208927
1,3,4,1.055568644185883,5.01553728606627e-05,439.83883726208927
1,3,5,1.132328522711871,4.687193806536678e-05,439.83883726208927
1,3,6,1.190636238774654,4.4717141510403004e-05,439.83883726208927
1,3,7,1.2373706202363506,4.319339042890372e-05,439.83883726208927
1,3,8,0.2920123859425898,0.0002895101156001986,439.83883726208927
1,4,0,1.937375766233936,0.00018859213667648742,439.83883726208927
1,4,1,3.964967316274131,9.223590679815318e-05,439.83883726208927
1,4,2,5.518987006666455,6.638746596598379e-05,439.83883726208927
1,4,3,6.597818533635471,5.568227246175028e-05,439.83883726208927
1,4,4,7.349889208197558,5.01553728606627e-05,439.83883726208927
1,4,5,7.894161182878522,4.687193806536678e-05,439.83883726208927
1,4,6,8.306615266756912,4.4717141510403004e-05,439.83883726208927
1,4,7,8.631101443153652,4.319339042890372e-05,439.83883726208927
1,4,8,0.9221599844886487,0.0002895101156001986,439.83883726208927
1,5,0,2.0521198916796193,0.00018859213667648742,439.83883726208927
1,5,1,4.196345665314237,9.223590679815318e-05,439.83883726208927
1,5,2,5.831418585038156,6.638746596598379e-05,439.83883726208927
1,5,3,6.9547976655287576,5.568227246175028e-05,439.83883726208927
1,5,4,7.724758926787051,5.01553728606627e-05,439.83883726208927
1,5,5,8.270956503577354,4.687193806536678e-05,439.83883726208927
1,5,6,8.676222087515203,4.4717141510403004e-05,439.83883726208927
1,5,7,8.990753254078058,4.319339042890372e-05,439.83883726208927
1,5,8,1.4915002422069268,0.0002895101156001986,439.83883726208927
1,6,0,-0.9300036438729039,0.00018859213667648742,439.83883726208927
1,6,1,-1.8988738114745594,9.223590679815318e-05,439.83883726208927
1,6,2,-2.6307103968234467,6.638746596598379e-05,439.83883726208927
1,6,3,-3.1238729385815733,5.568227246175028e-05,439.83883726208927
1,6,4,-3.451308276679768,5.01553728606627e-05,439.83883726208927
1,6,5,-3.6754053529775335,4.687193806536678e-05,439.83883726208927
1,6,6,-3.8360724606987264,4.4717141510403004e-05,439.83883726208927
1,6,7,-3.9597332978961037,4.319339042890372e-05,439.83883726208927
1,6,8,-1.1639930258135618,0.0002895101156001986,439.83883726208927
1,7,0,-0.40027592167031195,0.00018859213667648742,439.83883726208927
1,7,1,-0.8184260404499015,9.223590679815318e-05,439.83883726208927
1,7,2,-1.1370680037422762,6.638746596598379e-05,439.83883726208927
1,7,3,-1.3556427870177916,5.568227246175028e-05,439.83883726208927
1,7,4,-1.5049804247006802,5.01553728606627e-05,439.83883726208927
1,7,5,-1.610341318235962,4.687193806536678e-05,439.83883726208927
1,7,6,-1.6878554355179427,4.4717141510403004e-05,439.83883726208927
1,7,7,-1.7472943677004695,4.319339042890372e-05,439.83883726208927
1,7,8,-0.30847933254447535,0.0002895101156001986,439.83883726208927
1,8,0,-0.2710044824887496,0.00018859213667648742,439.83883726208927
1,8,1,-0.5518957124862783,9.223590679815318e-05,439.83883726208927
1,8,2,-0.7605326105784989,6.638746596598379e-05,439.83883726208927
1,8,3,-0.896512297892151,5.568227246175028e-05,439.83883726208927
1,8,4,-0.9822404218016046,5.01553728606627e-05,439.83883726208927
1,8,5,-1.038679393385311,4.687193806536678e-05,439.83883726208927
1,8,6,-1.0793107628644278,4.4717141510403004e-05,439.83883726208927
1,8,7,-1.1145696992920011,4.319339042890372e-05,439.83883726208927
1,8,8,-0.6692224742263564,0.0002895101156001986,439.83883726208927
1,9,0,0.027396986003571565,0.00018859213667648742,439.83883726208927
1,9,1,0.056091513254312636,9.223590679815318e-05,439.83883726208927
1,9,2,0.07813217862232479,6.638746596598379e-05,439.83883726208927
1,9,3,0.09351978960102496,5.568227246175028e-05,439.83883726208927
1,9,4,0.10438011169177092,5.01553728606627e-05,439.83883726208927
1,9,5,0.11243715335926659,4.687193806536678e-05,439.83883726208927
1,9,6,0.11879581057868423,4.4717141510403004e-05,439.83883726208927
1,9,7,0.1241148605476405,4.319339042890372e-05,439.83883726208927
1,9,8,0.004375540318175666,0.0002895101156001986,439.83883726208927
1,10,0,-0.2815091555205477,0.00018859213667648742,439.83883726208927
1,10,1,-0.5739352219918561,9.223590679815318e-05,439.83883726208927
1,10,2,-0.7926877100356754,6.638746596598379e-05,439.83883726208927
1,10,3,-0.9377243308015986,5.568227246175028e-05,439.83883726208927
1,10,4,-1.0324961004328521,5.01553728606627e-05,439.83883726208927
1,10,5,-1.0987766447028935,4.687193806536678e-05,439.83883726208927
1,10,6,-1.1505923925638182,4.4717141510403004e-05,439.83883726208927
1,10,7,-1.1987079756180723,4.319339042890372e-05,439.83883726208927
1,10,8,-0.6581657332178117,0.0002895101156001986,439.83883726208927
1,11,0,-0.02153524607496484,0.00018859213667648742,439.83883726208927
1,11,1,-0.04398016272488232,9.223590679815318e-05,439.83883726208927
1,11,2,-0.060960054253292296,6.638746596598379e-05,439.83883726208927
1,11,3,-0.0724171697276432,5.568227246175028e-05,439.83883726208927
1,11,4,-0.07999990498294675,5.01553728606627e-05,439.83883726208927
1,11,5,-0.08507456338799116,4.687193806536678e-05,439.83883726208927
1,11,6,-0.08851101669193938,4.4717141510403004e-05,439.83883726208927
1,11,7,-0.0908469189320429,4.319339042890372e-05,439.83883726208927
1,11,8,-0.027464657772668443,0.0002895101156001986,439.83883726208927
1,12,0,-0.22461923544315698,0.00018859213667648742,439.83883726208927
1,12,1,-0.458130200842823,9.223590679815318e-05,439.83883726208927
1,12,2,-0.6332099749945487,6.638746596598379e-05,439.83883726208927
1,12,3,-0.7502534412825443,5.568227246175028e-05,439.83883726208927
1,12,4,-0.8285622420599752,5.01553728606627e-05,439.83883726208927
1,12,5,-0.8864700531453972,4.687193806536678e-05,439.83883726208927
1,12,6,-0.9358275046132223,4.4717141510403004e-05,439.83883726208927
1,12,7,-0.9860774028390041,4.319339042890372e-05,439.83883726208927
1,12,8,-0.6021943157494068,0.0002895101156001986,439.83883726208927
1,13,0,-0.010350492768478513,0.00018859213667648742,439.83883726208927
1,13,1,-0.021120380357136,9.223590679815318e-05,439.83883726208927
1,13,2,-0.02922414853061637,6.638746596598379e-05,439.83883726208927
1,13,3,-0.03462148143347041,5.568227246175028e-05,439.83883726208927
1,13,4,-0.038097278201109794,5.01553728606627e-05,439.83883726208927
1,13,5,-0.04030716826618503,4.687193806536678e-05,439.83883726208927
1,13,6,-0.041667182388646765,4.4717141510403004e-05,439.83883726208927
1,13,7,-0.04243819030329261,4.319339042890372e-05,439.83883726208927
1,13,8,-0.016046094112598382,0.0002895101156001986,439.83883726208927
1,14,0,-0.18449395569915752,0.00018859213667648742,439.83883726208927
1,14,1,-0.3765909925157524,9.223590679815318e-05,439.83883726208927
1,14,2,-0.521307991436106,6.638746596598379e-05,439.83883726208927
1,14,3,-0.6194557488362754,5.568227246175028e-05,439.83883726208927
1,14,4,-0.6874854346785958,5.01553728606627e-05,439.83883726208927
1,14,5,-0.7413611673979916,4.687193806536678e-05,439.83883726208927
1,14,6,-0.7914354689441336,4.4717141510403004e-05,439.83883726208927
1,14,7,-0.8462391563250647,4.319339042890372e-05,439.83883726208927
1,14,8,-0.564250642228816,0.0002895101156001986,439.83883726208927
1,15,0,-0.009933656244179592,0.00018859213667648742,439.83883726208927
1,15,1,-0.020277485789816935,9.223590679815318e-05,439.83883726208927
1,15,2,-0.028078829058519526,6.638746596598379e-05,439.83883726208927
1,15,3,-0.03330257912202761,5.568227246175028e-05,439.83883726208927
1,15,4,-0.03670304221957673,5.01553728606627e-05,439.83883726208927
1,15,5,-0.038907643390027044,4.687193806536678e-05,439.83883726208927
1,15,6,-0.040315417287076126,4.4717141510403004e-05,439.83883726208927
1,15,7,-0.04117530458166323,4.319339042890372e-05,439.83883726208927
1,15,8,-0.01390759568169228,0.0002895101156001986,439.83883726208927
1,16,0,-0.14625309385219762,0.00018859213667648742,439.83883726208927
1,16,1,-0.2989078163533661,9.223590679815318e-05,439.83883726208927
1,16,2,-0.4147708278265104,6.638746596598379e-05,439.83883726208927
1,16,3,-0.4950687560132883,5.568227246175028e-05,439.83883726208927
1,16,4,-0.553548421492234,5.01553728606627e-05,439.83883726208927
1,16,5,-0.6039231340637089,4.687193806536678e-05,439.83883726208927
1,16,6,-0.6551153443800041,4.4717141510403004e-05,439.83883726208927
1,16,7,-0.71477825901881,4.319339042890372e-05,439.83883726208927
1,16,8,-0.5317651631367663,0.0002895101156001986,439.83883726208927
1,17,0,-0.007640832882121227,0.00018859213667648742,439.83883726208927
1,17,1,-0.015596958773823834,9.223590679815318e-05,439.83883726208927
1,17,2,-0.021596898946727266,6.638746596598379e-05,439.83883726208927
1,17,3,-0.02561482826500595,5.568227246175028e-05,439.83883726208927
1,17,4,-0.02823282278410727,5.01553728606627e-05,439.83883726208927
1,17,5,-0.029937538818186102,4.687193806536678e-05,439.83883726208927
1,17,6,-0.03103873724299983,4.4717141510403004e-05,439.83883726208927
1,17,7,-0.03173241878173297,4.319339042890372e-05,439.83883726208927
1,17,8,-0.011516820430125816,0.0002895101156001986,439.83883726208927
1,18,0,-0.11815474229910503,0.00018859213667648742,439.83883726208927
1,18,1,-0.24196582492970053,9.223590679815318e-05,439.83883726208927
1,18,2,-0.337056528287509,6.638746596598379e-05,439.83883726208927
1,18,3,-0.4050505545289696,5.568227246175028e-05,439.83883726208927
1,18,4,-0.45776151029104056,5.01553728606627e-05,439.83883726208927
1,18,5,-0.507276782688474,4.687193806536678e-05,439.83883726208927
1,18,6,-0.5614776456554879,4.4717141510403004e-05,439.83883726208927
