coefficient,point_count,median_relative_error,nrmse,median_relative_error_limit,nrmse_limit,passed
A33,5,0.08949616823384322,0.08889948782118394,0.1,0.15,True
A35,5,1.3587956905735312,1.213337443370042,0.1,0.15,False
A53,5,1.0142291188068284,1.5611239349968322,0.1,0.15,False
A55,5,0.443269913146311,0.7020280263670822,0.1,0.15,False
B33,5,0.14753427753146026,0.14545565847766306,0.1,0.15,False
B35,5,0.13506976449968952,0.1365932299434947,0.1,0.15,False
B53,5,0.5503224982666471,0.5531297413640096,0.1,0.15,False
B55,5,0.2122160040767585,0.21214933748720963,0.1,0.15,False
