source_directory,sigma,input_snapshot_sha256,identified_coefficients_sha256,run_diagnostics_sha256,restoring_source_sha256,maximum_harmonic_residual_nrmse,maximum_bvp_relative_residual,response_calibration_used
D:\Projects\20260601-Potential-flow-ship\20260717-planningvessel-code\outputs\sun2007_sigma085_complete_AB_external_fig74_body12_sub16_v1,0.85,6a05db22d8ab47f6234df7d05976c9ed067ebe63e76e27ad661395005fdbfa9f,4c6c3d67312d9ab14b6ad6bcb1941f834187df9c888484804f8b755b06ac8f31,02bf58b3bc7458a11af2e095227d678810ebab83725c66e507542e4ac9fa1311,ec96299b1ed27c871d4ba51a06e23db3c30063004c1e9dde72609ad1fcb30bab,0.04352169114157723,3.820802770469602e-15,False
D:\Projects\20260601-Potential-flow-ship\20260717-planningvessel-code\outputs\sun2007_sigma113_complete_AB_external_fig74_body12_sub16_v1,1.13,b325d7bf1b6b8c487aa8a7f483b9bb2f0ed9821bbd354891eba68d34818126ea,b966b301cd2ec3a8cf1ca9a2ed6e410b18809dfa4f27aed39e34498e763423c9,d2e9703af65e844f981ced92993b45e7e89882c62c457164e7b5fd7172ac48d4,ec96299b1ed27c871d4ba51a06e23db3c30063004c1e9dde72609ad1fcb30bab,0.04021660543372613,3.742670105051041e-15,False
D:\Projects\20260601-Potential-flow-ship\20260717-planningvessel-code\outputs\sun2007_sigma14_complete_AB_external_fig74_body12_sub16_v1,1.4,aad430167fdac25a0859edc7cd67f274fed06e642761b21b730e391a99a7ae10,d01808a459300b3e53217743b405243dc22b9f8ac7d40440a2c431fcb73be5da,8cbc660e5f100ceaa2fa2c9e795ded0aff7839fb59be797e492e61a13a5753a3,ec96299b1ed27c871d4ba51a06e23db3c30063004c1e9dde72609ad1fcb30bab,0.03831756090696913,3.830227723050567e-15,False
D:\Projects\20260601-Potential-flow-ship\20260717-planningvessel-code\outputs\sun2007_sigma170_complete_AB_external_fig74_body12_sub16_v1,1.7,b9d247f760e166f1fe3bda8c0beb8ba52b2555b54fdf89abe18b9abb806d6e72,2695c0d9f650a7b6597477e72cc7cd1f4c02b8d4eb518545cb65e91902b8215d,f44630f0c88ac5e1d5bedf9320611e00083eee8d6562bf695e4c72b72115f397,ec96299b1ed27c871d4ba51a06e23db3c30063004c1e9dde72609ad1fcb30bab,0.037637978154976534,4.0207958550367555e-15,False
D:\Projects\20260601-Potential-flow-ship\20260717-planningvessel-code\outputs\sun2007_sigma195_complete_AB_external_fig74_body12_sub16_v1,1.95,79deeee037544dd7bfe8a81774158ead1d065a610432c0526d714687e9338c61,84a5c961a0cc4f32ca0a772122bfe993371886cd418ca3520e984b269db2d46e,784d4d3e17bc0266aac5ac1b6736577061d7571d07a85212d2dbdb2705f75192,ec96299b1ed27c871d4ba51a06e23db3c30063004c1e9dde72609ad1fcb30bab,0.03349275617909558,3.983509406170052e-15,False
