iteration,pseudo_time,kinematic_rms,dipole_coefficient,root_thickness,root_s_lambda,accepted_time_step,maximum_displacement_ratio
0,0.0,1.9270045085373317,5.660808004628837,0.002997151170414856,1.6886367789497392,,
1,2.6684751317841604e-05,1.912912408263277,5.661543373384972,0.0026080071500256597,1.7015020820848146,2.6684751317841604e-05,0.020030965784840128
2,5.321756669629941e-05,1.894166109436258,5.662291368391062,0.0022201783848210736,1.7138970217138947,2.653281537845781e-05,0.020025541886069035
3,7.961987120816274e-05,1.875965491815532,5.663045813468062,0.0018336141729993162,1.725840999125765,2.6402304511863322e-05,0.020020794713520623
4,0.00010590594848613448,1.8581705708242235,5.6638066479730265,0.0014483774768194793,1.7373159226277017,2.6286077277971744e-05,0.0200151323267943
5,0.0001320923361365567,1.840651181946723,5.664573873297564,0.0010645309332584876,1.748300989128691,2.618638765042224e-05,0.02000849492982238
6,0.00015819799625970554,1.8232887471498034,5.665347574876637,0.0006821360118732829,1.7587708554461179,2.6105660123148847e-05,0.02000083363155613
7,0.000184244454142693,1.8059777625088336,5.666127943859781,0.00030125258363479843,1.7686904837475375,2.6046457882987468e-05,0.01999210603068699
8,0.00021025594012024387,1.822411101258636,5.665419146488552,0.0004687124418119554,1.7635156286790064,2.6011485977550857e-05,0.016430992510998794
9,0.0002362692787950027,1.8046289417853891,5.6662052748393075,8.834920065813555e-05,1.7731012886664117,2.6013338674758827e-05,0.019986509533263704
10,0.0002622630346788493,1.8209080632762573,5.66550056036961,0.0002529706523751526,1.7681612425882605,2.599375588384661e-05,0.016310566030034713
11,0.00028825199708658723,1.8379504720640056,5.66479172952621,0.00042057498013859756,1.7630345127363205,2.5988962407737958e-05,0.01636240117825913
12,0.0003142407643483209,1.819223144103646,5.6655815259627325,3.972549135594778e-05,1.7725381114592218,2.5988767261733635e-05,0.01998474344765999
13,0.00034021481224568394,1.8360979420867847,5.664876214297309,0.00020448405868566237,1.7676492736569314,2.597404789736304e-05,0.016243343510986108
14,0.0003661820192738032,1.8537648797089386,5.664166850312863,0.00037221031980166257,1.7625712943819547,2.5967207028119265e-05,0.016294278826005683
15,0.0003921470501566411,1.8722848729394124,5.663458086947351,0.0005429805887321385,1.7573059570108658,2.5965030882837926e-05,0.01634898867284404
16,0.0004181146682543146,1.852054840720066,5.664249661782162,0.0001606315112389721,1.767003594109571,2.596761809767346e-05,0.01998721160700182
17,0.00044406079313274413,1.8702763864435283,5.663544799081047,0.0003268154873283375,1.762014260470508,2.5946124878429532e-05,0.016130529067545335
18,0.00047000290514936466,1.8893765494197088,5.662835769335598,0.0004959885307843012,1.756840019821111,2.594211201662052e-05,0.016183376668953604
19,0.000495945627284893,1.8680943371333676,5.663630963386701,0.00011317524175633975,1.766460832965342,2.5942722135528326e-05,0.0199854988289487
20,0.0005218715605817065,1.886986022262569,5.662925530406414,0.0002794698517559656,1.7615201241742704,2.592593329681355e-05,0.01606380711932893
