panel_shift,outer_root_xi,outer_root_eta,outer_panel_count,status,termination_reason,iteration_count,initial_s_lambda,final_s_lambda,measured_s_lambda,relative_mismatch,root_thickness,root_s_tau,delta_lambda,reason
1.875,2.1309018185149857,0.18083081635157797,80,ROOT_NOT_CONSISTENT,NO_BRACKET_IN_PHYSICAL_DOMAIN,3.0,0.054651705866929835,2.1336384550817247,2.191223075810865,0.026988930852830325,0.042821424725508955,-2.124435932020976,0.009202549903151573,
1.90625,2.1314622647393566,0.18069924547668081,80,ROOT_NOT_CONSISTENT,NO_BRACKET_IN_PHYSICAL_DOMAIN,3.0,0.0404785724123389,2.1342135078497595,2.18533064333357,0.023951275397610744,0.0432155915577534,-2.1250112246094623,0.009202253745358713,
1.9375,2.132022710963727,0.1805676746017837,80,ROOT_NOT_CONSISTENT,NO_BRACKET_IN_PHYSICAL_DOMAIN,3.0,0.026459324084966183,2.134788355181956,2.1794636659396254,0.02092727864531626,0.04360975838999784,-2.1255864861161093,0.009201957603837971,
1.96875,2.1325831571880984,0.1804361037268865,80,ROOT_NOT_CONSISTENT,NO_BRACKET_IN_PHYSICAL_DOMAIN,3.0,0.012592692233204786,2.135363300526264,2.1736226698672336,0.017917030479797192,0.04400392522224249,-2.126161716538629,0.009201661478542312,
2.0,2.133143603412469,0.18030453285198939,80,INELIGIBLE,,,,,,,,,,"The jet root requires thickness>0, S_lambda>0, S_tau<0 and delta_lambda>0."
