reuse_step,step_factor,source_objective,source_curvature_energy,source_maximum_turning_angle_deg,candidate_objective,relative_decrease,maximum_displacement_ratio,condition_number,root_relative_mismatch,curvature_energy,curvature_energy_ratio,maximum_turning_angle_deg,accepted,rejection_reason,outer_shape_dipole_coefficient
1,0.5,0.05391298239815008,21.641977348989478,15.961191429315939,0.04978982108302843,0.07647807878020729,0.125088046506734,96822.45032656367,0.001846751225408176,21.63350703142536,0.9996086162817968,15.959733412604749,True,,7.941443882999762
2,0.5,0.04978982108302843,21.63350703142536,15.959733412604749,0.04585017105010751,0.07912561136444422,0.12508763800814363,96802.49241850564,0.0017618703901304937,21.625042874655932,0.9996087478208164,15.95808636456834,True,,7.939451533762358
3,0.5,0.04585017105010751,21.625042874655932,15.95808636456834,0.04209407534756243,0.0819210837499432,0.12508720845783278,96782.53305782657,0.0016769691520826884,21.616584969573264,0.9996088837774014,15.956436519244331,True,,7.937431898487033
4,0.5,0.04209407534756243,21.616584969573264,15.956436519244331,0.03852149915963315,0.08487123564138732,0.12508677216152506,96762.57228078935,0.0015920471158235028,21.60813332981119,0.9996090205842425,15.954784606778158,True,,7.935368254751328
5,0.5,0.03852149915963315,21.60813332981119,15.954784606778158,0.0351324052462072,0.08797928396767578,0.12508632916124424,96742.61008998081,0.001507104224252996,21.599687959105264,0.9996091577843852,15.95313062728278,True,,7.933259847584312
6,0.5,0.0351324052462072,21.599687959105264,15.95313062728278,0.03192675633907092,0.0912447890963103,0.12508587945419958,96722.64648928828,0.001422140437147978,21.5912488612085,0.999609295379047,15.951474578242973,True,,7.9311066590865265
7,0.5,0.03192675633907092,21.5912488612085,15.951474578242973,0.028904515247545774,0.09466170191008799,0.12508542303703984,96702.68148129187,0.0013371557137012739,21.582816039997436,0.9996094333743606,15.949816457147467,True,,7.928908705336795
8,0.5,0.028904515247545774,21.582816039997436,15.949816457147467,0.026065644859863155,0.09821546437882786,0.12508495990627166,96682.71506884058,0.0012521500170109606,21.574389499475345,0.9996095717766174,15.94815626149038,True,,7.926666003864519
9,0.5,0.026065644859863155,21.574389499475345,15.94815626149038,0.023410108147027757,0.10187880357890136,0.12508449005808514,96662.7472543072,0.0011671233047268997,21.565969243771118,0.9996097105920688,15.946493988749479,True,,7.924378571779072
10,0.5,0.023410108147027757,21.565969243771118,15.946493988749479,0.020937868163582434,0.10560566264445935,0.12508401348847378,96642.77804151516,0.0010820755407810031,21.557555277141546,0.9996098498270833,15.944829636416307,True,,7.922046426262981
11,0.5,0.020937868163582434,21.557555277141546,15.944829636416307,0.01864888804678331,0.10932250116945452,0.12508353019314225,96622.80743290043,0.0009970066809102045,21.5491476039718,0.9996099894880631,15.943163201992942,True,,7.919669584440353
12,0.5,0.01864888804678331,21.5491476039718,15.943163201992942,0.016543131021348013,0.11291595617672828,0.12508304016755362,96602.83543135619,0.0009119166887483813,21.54074622877598,0.999610129581447,15.94149468295578,True,,7.917248062711689
13,0.5,0.016543131021348013,21.54074622877598,15.94149468295578,0.014620560397065024,0.1162156439311286,0.125082543406934,96582.86203986632,0.0008268055223558292,21.53235115619895,0.9996102701137709,15.93982407680753,True,,7.914781877677883
14,0.5,0.014620560397065024,21.53235115619895,15.93982407680753,0.012881139572967028,0.11897087230987215,0.12508203990623906,96562.8872609693,0.0007416731402589304,21.523962391016195,0.9996104110915756,15.938151381024607,True,,7.912271045450979
15,0.5,0.012881139572967028,21.523962391016195,15.938151381024607,0.011324832036954901,0.1208206406891412,0.12508152966018754,96542.91109796401,0.0006565195014237427,21.515579938136902,0.9996105525215566,15.936476593115708,True,,7.909715581959837
16,0.5,0.011324832036954901,21.515579938136902,15.936476593115708,0.009951601367294763,0.12125836967639314,0.12508101266319158,96522.93355353955,0.0005713445635448697,21.507203802603197,0.999610694410386,15.93479971057372,True,,7.907115502909921
17,0.5,0.009951601367294763,21.507203802603197,15.93479971057372,0.008761411236161804,0.1195978503564698,0.1250804889094997,96502.95463053147,0.0004861482887538919,21.498833989593535,0.9996108367649054,15.933120730904951,True,,7.904470823995523
18,0.5,0.008761411236161804,21.498833989593535,15.933120730904951,0.007754225407383214,0.1149570316505104,0.1250799583930042,96482.97433166321,0.00040093063244213385,21.49047050442056,0.9996109795918688,15.931439651592669,True,,7.90178156017047
19,0.5,0.007754225407383214,21.49047050442056,15.931439651592669,0.006930007741705992,0.10629271427839074,0.12507942110738998,96462.99266036441,0.0003156915515268839,21.482113352536246,0.999611122898282,15.929756470138186,True,,7.8990477266468
20,0.5,0.006930007741705992,21.482113352536246,15.929756470138186,0.006288722194260204,0.09253749365767944,0.12507887704605264,96443.00961883852,0.00023043100750240906,21.473762539531336,0.9996112666911366,15.928071184032735,True,,7.896269338120322
21,0.5,0.006288722194260204,21.473762539531336,15.928071184032735,0.005830332825267404,0.0728907009775656,0.12507832620216924,96423.02521070791,0.00014514895653521372,21.465418071137123,0.9996114109775196,15.926383790791478,True,,7.893446409330142
22,0.5,0.005830332825267404,21.465418071137123,15.926383790791478,0.005554803787108771,0.047257857555669754,0.12507776856857472,96403.03943765913,5.984535297698107e-05,21.45707995322679,0.999611555764593,15.924694287903959,True,,7.890578954112957
23,0.5,0.005554803787108771,21.45707995322679,15.924694287903959,0.005462080082244302,0.016692525680143074,0.12507720413791454,96396.00979818255,2.4573145703162887e-05,21.448748191817963,0.9996117010596508,15.92300267288041,True,,7.887666986919698
