lambda,thickness,s_lambda,s_tau,subiterations,body_xi,body_eta,free_xi,free_eta
0.0,0.08043426964300854,3.2897816318452535,-4.366035018403998,0,4.545974889796313,0.00781836957666937,4.563384052065239,-0.07070928671140793
0.0007480704257386383,0.07979330071147807,3.3147058700350454,-4.3650499039268675,5,4.546705227966006,0.007980281650814753,4.563975659166846,-0.06992159922872142
0.0014961408514772767,0.07916399512212892,3.339553678481105,-4.364072338130284,5,4.547435566135699,0.008142193724960136,4.564569790677731,-0.06914529862043621
0.002244211277215915,0.07854626431520154,3.364315732088763,-4.3631021831366406,5,4.548165904305392,0.00830410579910552,4.5651664274300545,-0.06838029842601265
0.0029922817029545534,0.07794002116751508,3.388982526580773,-4.362139301983029,5,4.548896242475085,0.008466017873250903,4.56576555056691,-0.06762651358743715
0.0037403521286931917,0.07734517997185718,3.413544374981093,-4.361183558602242,5,4.549626580644779,0.008627929947396286,4.566367141537861,-0.06688386042910052
0.00448842255443183,0.07676165645727343,3.4379915041843234,-4.360234817829461,5,4.550356918814472,0.00878984202154167,4.566971182103334,-0.06615225667760644
0.005236492980170468,0.07618936772340812,3.4623138699770273,-4.35929294535573,6,4.551087256984165,0.008951754095687053,4.567577654320408,-0.06543162139766863
0.005984563405909107,0.07562823226159418,3.486501356556491,-4.358357807735714,6,4.551817595153858,0.009113666169832436,4.568186540547379,-0.0647218750127009
0.0067326338316477455,0.07507816993207668,3.5105436862240365,-4.3574292723684716,6,4.5525479333235515,0.009275578243977818,4.568797823438829,-0.06402293928258049
0.007480704257386384,0.07453910194961313,3.5344304457753832,-4.356507207483779,6,4.5532782714932445,0.009437490318123203,4.569411485942512,-0.06333473728958974
0.008228774683125023,0.07401095086884521,3.5581510943399026,-4.355591482128675,6,4.5540086096629375,0.009599402392268586,4.570027511296182,-0.06265719342413456
0.008976845108863662,0.07349364056954394,3.58169497203851,-4.354681966154309,6,4.554738947832631,0.009761314466413968,4.570645883024408,-0.06199023337033932
0.0097249155346023,0.07298709624190435,3.605051309633963,-4.353778530203215,6,4.5554692860023245,0.009923226540559351,4.571266584935385,-0.06133378409169016
0.01047298596034094,0.07249124437217032,3.628209239409266,-4.352881045697174,6,4.5561996241720175,0.010085138614704735,4.571889601117823,-0.06068777381700048
0.011221056386079578,0.07200601267541629,3.6511576881244245,-4.3519893847967195,6,4.5569299623417105,0.010247050688850118,4.5725149159264,-0.060052131974786115
0.011969126811818217,0.07153133016611138,3.6738856962376745,-4.351103420437107,7,4.557660300511404,0.010408962762995501,4.573142513997036,-0.05942678926215667
0.012717197237556856,0.0710671270846444,3.696382108275265,-4.350223026285202,7,4.558390638681097,0.010570874837140885,4.573772380230987,-0.058811677573082304
0.013465267663295494,0.07061333488810545,3.718635729306692,-4.349348076732654,7,4.55912097685079,0.010732786911286268,4.574404499792853,-0.05820672998939377
0.014213338089034133,0.07016988622949155,3.740635312729665,-4.348478446883413,7,4.559851315020483,0.01089469898543165,4.575038858106074,-0.057611880760480946
0.014961408514772772,0.06973671493579824,3.7623695721849213,-4.347614012541461,7,4.560581653190176,0.011056611059577035,4.575675440848191,-0.05702706528190381
0.01570947894051141,0.06931375598487481,3.7838271939899775,-4.346754650198773,7,4.56131199135987,0.011218523133722418,4.576314233945836,-0.05645222007279625
0.01645754936625005,0.06890094548090861,3.8049968500976377,-4.345900237023518,7,4.562042329529563,0.0113804352078678,4.576955223569421,-0.055887282751931486
0.01720561979198869,0.06849822062839192,3.8258672115901016,-4.345050650848548,7,4.562772667699256,0.011542347282013185,4.577598396127512,-0.0553321920123061
0.017953690217727327,0.06810551970441558,3.8464269627278216,-4.344205770160192,7,4.563503005868949,0.011704259356158568,4.578243738260826,-0.05478688759409031
0.018701760643465966,0.06772278202912807,3.8666648155860233,-4.343365474087401,7,4.564233344038642,0.01186617143030395,4.57889123683584,-0.05425131025578736
0.019449831069204605,0.06734994793420217,3.8865695253328987,-4.342529642391302,7,4.564963682208335,0.012028083504449335,4.579540878937965,-0.05372540174344764
0.020197901494943243,0.06698695872916977,3.9061299062360284,-4.341698155455244,7,4.565694020378028,0.012189995578594716,4.580192651864257,-0.05320910475780149
0.020945971920681882,0.06663375665114225,3.9253348193819066,-4.3408708942692895,8,4.566424358547721,0.0123519076527401,4.58084654311254,-0.05270236290517138
0.02169404234642052,0.06629028484406095,3.944173256053443,-4.3400477404294,8,4.567154696717414,0.012513819726885485,4.581502540376909,-0.05220512067721426
0.02244211277215916,0.06595648730712339,3.962634298222635,-4.339228576125044,8,4.567885034887108,0.012675731801030866,4.582160631536575,-0.05171732340057027
0.0231901831978978,0.0656323088472624,3.980707152568552,-4.338413284130907,8,4.568615373056801,0.01283764387517625,4.582820804645569,-0.05123891719046832
0.023938253623636437,0.0653176950273086,3.9983811687222524,-4.337601747799268,8,4.569345711226494,0.012999555949321633,4.583483047921531,-0.05076984890011728
0.024686324049375076,0.06501259210937804,4.015645858298955,-4.336793851053146,8,4.570076049396187,0.013161468023467016,4.584147349733456,-0.05031006606543566
0.025434394475113715,0.06471694699236472,4.032490913656896,-4.3359894783801405,8,4.57080638756588,0.0133233800976124,4.58481369858816,-0.04985951684402565
0.026182464900852354,0.06443070714554516,4.048906232367244,-4.335188514828054,8,4.571536725735573,0.013485292171757783,4.585482083115914,-0.04941814995035172
0.026930535326590992,0.06415382048192544,4.0648818436549305,-4.334390845983009,8,4.572267063905266,0.013647204245903165,4.586152492043029,-0.04898591453208964
0.02767860575232963,0.06388623535992753,4.08040817603882,-4.333596357997336,8,4.572997402074959,0.01380911632004855,4.586824914192221,-0.048562760171772995
0.02842667617806827,0.06362790043049295,4.095475817716098,-4.332804937566951,9,4.573727740244653,0.013971028394193933,4.587499338449521,-0.048148636737521025
0.02917474660380691,0.06337876454023406,4.1100756618535605,-4.332016471934422,9,4.574458078414346,0.014132940468339315,4.588175753743308,-0.047743494288485615
0.029922817029545547,0.06313877660910427,4.124198908640877,-4.331230848889347,9,4.575188416584039,0.0142948525424847,4.588854149017838,-0.04734728295542125
0.030670887455284186,0.0629078854919037,4.137837089392945,-4.330447956770427,9,4.575918754753732,0.014456764616630082,4.5895345132032626,-0.04695995280547348
0.03141895788102282,0.06268603982079765,4.150982091792864,-4.329667684469462,9,4.576649092923425,0.014618676690775465,4.590216835181547,-0.04658145368843042
0.03216702830676146,0.06247318782542802,4.16362618646833,-4.328889921437558,9,4.577379431093118,0.014780588764920846,4.5909011037475365,-0.04621173506109816
0.03291509873250009,0.06226927712652526,4.175762055253198,-4.328114557693891,9,4.578109769262811,0.01494250083906623,4.591587307564281,-0.04585074578580498
0.03366316915823873,0.062074254497723365,4.187382821055182,-4.327341483837388,9,4.578840107432504,0.015104412913211612,4.592275435111487,-0.045498433897862275
0.03441123958397736,0.06188806558952149,4.198482080358897,-4.326570591061833,9,4.579570445602198,0.015266324987356996,4.59296547462577,-0.045154746336069376
0.035159310009716,0.06171065460749755,4.209053938375316,-4.325801771174988,396,4.580300783771891,0.015428237061502377,4.593657414031005,-0.0448196286285548
0.03590738043545463,0.061541963935009256,4.219093047600815,-4.325034916622384,120,4.581031121941584,0.01559014913564776,4.59435124085667,-0.044493024524420714
0.03665545086119327,0.061381933688186216,4.22859465070796,-4.324269920516667,78,4.581761460111277,0.015752061209793142,4.595046942141523,-0.04417487555928358
0.037403521286931904,0.061230501187429835,4.237554628456968,-4.323506676673488,56,4.58249179828097,0.015913973283938523,4.595744504319214,-0.04386512053930156
0.03815159171267054,0.061087600325977064,4.245969554757517,-4.322745079655329,42,4.583222136450663,0.016075885358083908,4.596443913081623,-0.04356369492470584
0.038899662138409175,0.06095316080957648,4.253836759695738,-4.321985024824784,33,4.583952474620356,0.016237797432229292,4.597145153214289,-0.04327053008749943
0.03964773256414781,0.06082710723442369,4.261154403654551,-4.3212264084094105,27,4.584682812790049,0.01639970950637467,4.597848208396839,-0.04298555241124919
0.040395802989886445,0.060709357959501636,4.267921564773294,-4.320469127580649,22,4.5854131509597424,0.016561621580520054,4.598553060958927,-0.04270868219015614
0.04114387341562508,0.06059982371610922,4.274138344361453,-4.319713080550141,17,4.586143489129436,0.01672353365466544,4.5992596915792685,-0.04243983227154383
0.041891943841363716,0.060498405878456396,4.279805995596139,-4.318958166687731,13,4.586873827299129,0.01688544572881082,4.599968078911333,-0.04217890636744727
0.04264001426710235,0.06040499429269268,4.284927082193803,-4.318204286666627,12,4.587604165468822,0.0170473578029562,4.600678199113466,-0.041925796935102025
0.043388084692840986,0.06031946452707112,4.2895056774112374,-4.317451342643029,8,4.5883345036385155,0.017209269877101585,4.601390025253708,-0.041680382492290405
0.04413615511857962,0.060241674357395844,4.293547616069914,-4.316699238479789,11,4.5890648418082085,0.01737118195124697,4.602103526549108,-0.04144252418609787
0.04488422554431826,0.060171459238170286,4.297060817461071,-4.31594788002683,14,4.5897951799779015,0.017533094025392347,4.602818667385503,-0.04121206137141313
0.04563229597005689,0.0601086264284366,4.300055702577192,-4.315197175475196,17,4.590525518147595,0.01769500609953773,4.603535406046115,-0.040988805876008616
0.04638036639579553,0.0600529473476278,4.302545735740726,-4.314447035806931,20,4.591255856317288,0.017856918173683116,4.6042536930570535,-0.04077253453758949
0.04712843682153416,0.06000414765659684,4.304548126364169,-4.313697375369326,23,4.5919861944869815,0.018018830247828497,4.60497346904046,-0.04056297951994191
0.0478765072472728,0.059961894571043624,4.306084725531003,-4.312948112608272,26,4.592716532656675,0.018180742321973878,4.605694661968628,-0.04035981592708242
0.04862457767301143,0.0599257812213372,4.3071831296679175,-4.312199170997802,30,4.593446870826368,0.018342654396119262,4.606417183778853,-0.04016264653381493
0.04937264809875007,0.05989530892894563,4.307877927602031,-4.31145048019215,35,4.594177208996061,0.018504566470264647,4.607140926537345,-0.03997098448227986
0.050120718524488704,0.059869870894948427,4.308211837885388,-4.310701977382911,40,4.594907547165754,0.018666478544410028,4.607865758908781,-0.03978423735711403
0.05086878895022734,0.059848745837164964,4.308236120449669,-4.309953608737168,45,4.595637885335447,0.01882839061855541,4.608591524779122,-0.03960170097340448
0.051616859375965975,0.059831116374081283,4.3080091974234715,-4.3092053306071705,50,4.59636822350514,0.018990302692700793,4.609318047234631,-0.03942257732484283
0.05236492980170461,0.05981612680033078,4.30759243160277,-4.308457110018583,54,4.597098561674833,0.019152214766846174,4.610045141066769,-0.039246030989696395
0.053113000227443245,0.05980297560436275,4.307043403823048,-4.307708924001727,58,4.597828899844526,0.019314126840991555,4.610772632796684,-0.03907127945543858
0.05386107065318188,0.05979100487396323,4.306409424977938,-4.306960757803445,60,4.59855923801422,0.01947603891513694,4.611500380026111,-0.038897680405001835
0.054609141078920516,0.059779741236381495,4.305724552940768,-4.306212602584659,62,4.599289576183913,0.019637950989282324,4.612228280298435,-0.038724771686459755
0.05535721150465915,0.05976887993335975,4.305010720442017,-4.305464453314949,62,4.600019914353606,0.019799863063427705,4.612956267651895,-0.03855225576554212
0.056105281930397786,0.05975823998933352,4.304280953397416,-4.304716307226091,63,4.600750252523299,0.019961775137573086,4.6136843029162105,-0.03837995595652796
0.05685335235613642,0.059747719402999416,4.303542594246105,-4.303968162825188,63,4.601480590692992,0.02012368721171847,4.614412364014259,-0.03820777267595203
0.05760142278187506,0.05973726244177052,4.302799654905905,-4.303220019316292,63,4.602210928862685,0.02028559928586385,4.615140438883301,-0.038035651512312266
0.05834949320761369,0.05972683918328704,4.302054289385427,-4.302471876277708,63,4.602941267032378,0.020447511360009232,4.615868521046952,-0.037863563252528286
0.05909756363335233,0.059716433716272915,4.301307643095283,-4.301723733486786,63,4.603671605202071,0.020609423434154617,4.616596607061381,-0.03769149236248479
0.05984563405909096,0.059706037622781274,4.30056032187404,-4.300975590826176,64,4.604401943371765,0.0207713355083,4.617324695104614,-0.03751943062377387
0.0605937044848296,0.05969564646323425,4.299812645467733,-4.300227448234111,64,4.605132281541458,0.020933247582445382,4.618052784215746,-0.03734737370205339
0.061341774910568234,0.059685257899266,4.299064782211003,-4.2994793056780924,64,4.605862619711151,0.021095159656590763,4.618780873888665,-0.03717531931438609
0.06208984533630687,0.059674870700274454,4.298316820692696,-4.298731163141026,64,4.606592957880844,0.021257071730736148,4.619508963857018,-0.037003266259340105
0.0628379157620455,0.059664484218948106,4.297568807511629,-4.297983020613923,64,4.607323296050537,0.02141898380488153,4.620237053980702,-0.036831213904947785
0.06358598618778415,0.05965409811489302,4.296820767172166,-4.297234878092058,64,4.60805363422023,0.021580895879026913,4.6209651441860435,-0.03665916191888388
