route,configuration,frequency_index,omega_0_rad_s,omega_e_rad_s,total_mass_determinant,total_mass_condition_number,symmetric_mass_min_eigenvalue,symmetric_mass_max_eigenvalue,symmetric_mass_positive_definite,harmonic_operator_condition_number,harmonic_operator_min_singular_value,system_max_pole_real_1_s,system_asymptotically_stable,response_calibration_used,pole_index,pole_real_1_s,pole_imag_rad_s,damped_natural_frequency_rad_s,pole_magnitude_rad_s,modal_damping_ratio,pole_stable
faltinsen_ch9,FnB=2.26,0,5.653511546225572,20.645999999999997,2309.914829596756,5.185070734215822,21.106714749479515,109.4398089429677,True,6.259045470212824,7238.9179684033,-0.9644810654977728,True,False,0,-0.9644810654977728,-10.137278513401482,10.137278513401482,10.183056485357188,0.09471429986513936,True
faltinsen_ch9,FnB=2.26,0,5.653511546225572,20.645999999999997,2309.914829596756,5.185070734215822,21.106714749479515,109.4398089429677,True,6.259045470212824,7238.9179684033,-0.9644810654977728,True,False,1,-4.261949157207651,-2.868497587477805,2.868497587477805,5.137362068998932,0.8295987512591526,True
faltinsen_ch9,FnB=2.26,0,5.653511546225572,20.645999999999997,2309.914829596756,5.185070734215822,21.106714749479515,109.4398089429677,True,6.259045470212824,7238.9179684033,-0.9644810654977728,True,False,2,-4.261949157207651,2.868497587477805,2.868497587477805,5.137362068998932,0.8295987512591526,True
faltinsen_ch9,FnB=2.26,0,5.653511546225572,20.645999999999997,2309.914829596756,5.185070734215822,21.106714749479515,109.4398089429677,True,6.259045470212824,7238.9179684033,-0.9644810654977728,True,False,3,-0.9644810654977728,10.137278513401482,10.137278513401482,10.183056485357188,0.09471429986513936,True
faltinsen_ch9,FnB=2.26,1,5.026802804762901,16.879600000000003,2309.914829596756,5.185070734215822,21.106714749479515,109.4398089429677,True,7.14047896619417,4198.013750034013,-0.9644810654977728,True,False,0,-0.9644810654977728,-10.137278513401482,10.137278513401482,10.183056485357188,0.09471429986513936,True
faltinsen_ch9,FnB=2.26,1,5.026802804762901,16.879600000000003,2309.914829596756,5.185070734215822,21.106714749479515,109.4398089429677,True,7.14047896619417,4198.013750034013,-0.9644810654977728,True,False,1,-4.261949157207651,-2.868497587477805,2.868497587477805,5.137362068998932,0.8295987512591526,True
faltinsen_ch9,FnB=2.26,1,5.026802804762901,16.879600000000003,2309.914829596756,5.185070734215822,21.106714749479515,109.4398089429677,True,7.14047896619417,4198.013750034013,-0.9644810654977728,True,False,2,-4.261949157207651,2.868497587477805,2.868497587477805,5.137362068998932,0.8295987512591526,True
faltinsen_ch9,FnB=2.26,1,5.026802804762901,16.879600000000003,2309.914829596756,5.185070734215822,21.106714749479515,109.4398089429677,True,7.14047896619417,4198.013750034013,-0.9644810654977728,True,False,3,-0.9644810654977728,10.137278513401482,10.137278513401482,10.183056485357188,0.09471429986513936,True
faltinsen_ch9,FnB=2.26,2,4.398052485760458,13.471200000000003,2309.914829596756,5.185070734215822,21.106714749479515,109.4398089429677,True,9.757542435406405,1935.4660725721792,-0.9644810654977728,True,False,0,-0.9644810654977728,-10.137278513401482,10.137278513401482,10.183056485357188,0.09471429986513936,True
faltinsen_ch9,FnB=2.26,2,4.398052485760458,13.471200000000003,2309.914829596756,5.185070734215822,21.106714749479515,109.4398089429677,True,9.757542435406405,1935.4660725721792,-0.9644810654977728,True,False,1,-4.261949157207651,-2.868497587477805,2.868497587477805,5.137362068998932,0.8295987512591526,True
faltinsen_ch9,FnB=2.26,2,4.398052485760458,13.471200000000003,2309.914829596756,5.185070734215822,21.106714749479515,109.4398089429677,True,9.757542435406405,1935.4660725721792,-0.9644810654977728,True,False,2,-4.261949157207651,2.868497587477805,2.868497587477805,5.137362068998932,0.8295987512591526,True
faltinsen_ch9,FnB=2.26,2,4.398052485760458,13.471200000000003,2309.914829596756,5.185070734215822,21.106714749479515,109.4398089429677,True,9.757542435406405,1935.4660725721792,-0.9644810654977728,True,False,3,-0.9644810654977728,10.137278513401482,10.137278513401482,10.183056485357188,0.09471429986513936,True
faltinsen_ch9,FnB=2.26,3,4.082419300063287,11.900000000000002,2309.914829596756,5.185070734215822,21.106714749479515,109.4398089429677,True,13.747976397380068,1069.1862836753337,-0.9644810654977728,True,False,0,-0.9644810654977728,-10.137278513401482,10.137278513401482,10.183056485357188,0.09471429986513936,True
faltinsen_ch9,FnB=2.26,3,4.082419300063287,11.900000000000002,2309.914829596756,5.185070734215822,21.106714749479515,109.4398089429677,True,13.747976397380068,1069.1862836753337,-0.9644810654977728,True,False,1,-4.261949157207651,-2.868497587477805,2.868497587477805,5.137362068998932,0.8295987512591526,True
faltinsen_ch9,FnB=2.26,3,4.082419300063287,11.900000000000002,2309.914829596756,5.185070734215822,21.106714749479515,109.4398089429677,True,13.747976397380068,1069.1862836753337,-0.9644810654977728,True,False,2,-4.261949157207651,2.868497587477805,2.868497587477805,5.137362068998932,0.8295987512591526,True
faltinsen_ch9,FnB=2.26,3,4.082419300063287,11.900000000000002,2309.914829596756,5.185070734215822,21.106714749479515,109.4398089429677,True,13.747976397380068,1069.1862836753337,-0.9644810654977728,True,False,3,-0.9644810654977728,10.137278513401482,10.137278513401482,10.183056485357188,0.09471429986513936,True
faltinsen_ch9,FnB=2.26,4,3.7696831794607144,10.4354,2309.914829596756,5.185070734215822,21.106714749479515,109.4398089429677,True,22.127601265328707,513.145102646388,-0.9644810654977728,True,False,0,-0.9644810654977728,-10.137278513401482,10.137278513401482,10.183056485357188,0.09471429986513936,True
faltinsen_ch9,FnB=2.26,4,3.7696831794607144,10.4354,2309.914829596756,5.185070734215822,21.106714749479515,109.4398089429677,True,22.127601265328707,513.145102646388,-0.9644810654977728,True,False,1,-4.261949157207651,-2.868497587477805,2.868497587477805,5.137362068998932,0.8295987512591526,True
faltinsen_ch9,FnB=2.26,4,3.7696831794607144,10.4354,2309.914829596756,5.185070734215822,21.106714749479515,109.4398089429677,True,22.127601265328707,513.145102646388,-0.9644810654977728,True,False,2,-4.261949157207651,2.868497587477805,2.868497587477805,5.137362068998932,0.8295987512591526,True
