component,sigma,damping_center_from_cg_m,damping_center_from_transom_m,damping_center_from_transom_over_beam,response_calibration_used
bem,1.4,0.07347854430378241,0.5409385443037824,1.7010646047288756,False
front,1.4,0.6216450647803198,1.0891050647803198,3.4248586942777353,False
longitudinal_bin_aft_post_chine,1.4,-0.346757929606437,0.12070207039356301,0.37956625909925473,False
longitudinal_bin_forward_post_chine,1.4,0.12240364937534622,0.5898636493753462,1.8549171364004597,False
longitudinal_bin_middle_post_chine,1.4,-0.11291984265518651,0.3545401573448135,1.1149061551723694,False
longitudinal_bin_pre_chine,1.4,0.37054885876650506,0.8380088587665051,2.635247983542469,False
post_chine_bem,1.4,-0.07201350729783065,0.39544649270216936,1.2435424298810358,False
pre_chine_bem,1.4,0.37054885876650506,0.8380088587665051,2.635247983542469,False
raw_bem,1.4,0.07347854430378241,0.5409385443037824,1.7010646047288756,False
resolved_station_bem,1.4,0.09059446788561377,0.5580544678856137,1.7548882637912382,False
total,1.4,0.12763093413929702,0.595090934139297,1.871355138802821,False
transom,1.4,nan,nan,nan,False
transom_extrapolation,1.4,-0.43215495733774845,0.03530504266225154,0.11102214673664006,False
