Time [s];TipDxc1 [m];TipDyc1 [m];TipDxc2 [m];TipDyc2 [m];TipDxc3 [m];TipDyc3 [m];BldPitch1 [deg];BldPitch2 [deg];BldPitch3 [deg];PtfmSurge [m];PtfmSway [m];PtfmHeave [m];PtfmRoll [deg];PtfmPitch [deg];PtfmYaw [deg];Azimuth [deg];RotSpeed [rpm];RotAccel [deg/s^2];LSSGagP [deg];LSSGagV [rpm];LSSGagA [deg/s^2];GenSpeed [rpm];GenAccel [deg/s^2];YawPos [deg];YawRate [deg/s];YawAccel [deg/s^2];YawBrTDxp [m];YawBrTDyp [m];YawBrTDzp [m];YawBrTDxt [m];YawBrTDyt [m];YawBrTDzt [m];YawBrTAxp [m/s^2];YawBrTAyp [m/s^2];YawBrTAzp [m/s^2];RootFxc1 [kN];RootFyc1 [kN];RootFzc1 [kN];RootFxb1 [kN];RootFyb1 [kN];RootMxc1 [kN-m];RootMyc1 [kN-m];RootMzc1 [kN-m];RootMxb1 [kN-m];RootMyb1 [kN-m];RootFxc2 [kN];RootFyc2 [kN];RootFzc2 [kN];RootFxb2 [kN];RootFyb2 [kN];RootMxc2 [kN-m];RootMyc2 [kN-m];RootMzc2 [kN-m];RootMxb2 [kN-m];RootMyb2 [kN-m];RootFxc3 [kN];RootFyc3 [kN];RootFzc3 [kN];RootFxb3 [kN];RootFyb3 [kN];RootMxc3 [kN-m];RootMyc3 [kN-m];RootMzc3 [kN-m];RootMxb3 [kN-m];RootMyb3 [kN-m];RotThrust [kN];LSShftFya [kN];LSShftFza [kN];LSShftFys [kN];LSShftFzs [kN];LSShftTq [kN-m];LSSTipMya [kN-m];LSSTipMza [kN-m];LSSTipMys [kN-m];LSSTipMzs [kN-m];LSSGagMya [kN-m];LSSGagMza [kN-m];LSSGagMys [kN-m];LSSGagMzs [kN-m];HSShftTq [kN-m];HSShftPwr [kW];HSSBrTq [kN-m];YawBrFxn [kN];YawBrFyn [kN];YawBrFzn [kN];YawBrFxp [kN];YawBrFyp [kN];YawBrMxn [kN-m];YawBrMyn [kN-m];YawBrMzn [kN-m];YawBrMxp [kN-m];YawBrMyp [kN-m];TwrBsFxt [kN];TwrBsFyt [kN];TwrBsFzt [kN];TwrBsMxt [kN-m];TwrBsMyt [kN-m];TwrBsMzt [kN-m];NcIMUTAxs [m/s^2];NcIMUTAys [m/s^2];Wave1Elev [m];WRPSurge [m];WRPSway [m];WRPHeave [m];WRPRoll [rad];WRPPitch [rad];WRPYaw [rad];HydroFxi [N];HydroFyi [N];HydroFzi [N];HydroMxi [N-m];HydroMyi [N-m];HydroMzi [N-m];HdrStcFxi [N];HdrStcFyi [N];HdrStcFzi [N];HdrStcMxi [N-m];HdrStcMyi [N-m];HdrStcMzi [N-m];RdtnFxi [N];RdtnFyi [N];RdtnFzi [N];RdtnMxi [N-m];RdtnMyi [N-m];RdtnMzi [N-m];FAIRTEN1 [N];FAIRTEN2 [N];FAIRTEN3 [N];ANCHTEN1 [N];ANCHTEN2 [N];ANCHTEN3 [N];PtfmTilt [deg];PtfmShift [m];TwrBsShear [kN];TwrBsBend [kN-m];YawBrShear [kN];YawBrBend [kN-m];RootShear1 [kN];RootShear2 [kN];RootShear3 [kN];RootBend1 [kN-m];RootBend2 [kN-m];RootBend3 [kN-m];FAIRTEN1_t [t];FAIRTEN2_t [t];FAIRTEN3_t [t]
     0.325;0.10037552;-1.1774E-3;5.43851E-2;-0.7641708; 6.9838E-2;0.76728457;         0;         0;         0;7.46805E-3;2.10887E-5;-0.6418364;-6.1985E-6;5.48089E-3;-2.4538E-5;360.000031;-8.8743E-4;-4.7603E-2;         0;         0;         0;         0;         0;         0;         0;         0;-2.2914E-2; -3.224E-7;8.15814E-6;-2.2914E-2;-3.2056E-7;-3.7252E-6; 1.5275E-2; 2.0295E-3;-6.4989E-2;26.9600315;-6.6363E-2;-401.71295;26.9600315;-6.6363E-2;-9.1473341;729.756836;2.20182E-2;-9.1473341;729.756836;40.4006691;-393.26147; 198.72847;40.4006691;-393.26147;11555.3213; 834.80011;-5.9625273;11555.3213; 834.80011;49.0521011;392.809753;198.518234;49.0521011;392.809753;-11575.397;1389.60266;0.10499903;-11575.397;1389.60266;208.332306;7.28132E-2;-2294.0112;4.63942E-2;-2294.0115;-27.369877;-1383.8315;-498.48639;-1383.8302;-498.46964;-9527.5566;-498.77075;-9527.5781;-498.65894;-0.5473993;         0;         0;15.1538181;-0.8794196;-6666.0527;15.1538181;-0.8794196; -68.62114;-5909.5869;-496.94266; -68.62114;-5909.5869; -155.0881;-1.6722276;-15232.869;71.7466431;-12798.341;-496.92819;-8.1063E-3;2.18928E-3;-0.2356395;7.46805E-3;2.10887E-5;-0.6418364;-1.0818E-7;9.56621E-5;-4.2828E-7; 1054613.5;  462.2099; 124212376;-93386.188;-5.13631E9;174266.359;         0;         0; 125203560;-24910.354;-5.20701E9;         0;-509788.84;829.915649;4165250.75;-18945.738;-193598928;196826.625;1287780.62;1261909.12;1262001.12;1048468.69;1047665.12;1047666.75;5.48089E-3;7.46808E-3;155.097119;12798.5419;15.1793143;5909.98531;26.9601132;395.331255;395.860595;729.814164;11585.4366;11658.5086;131.406186;128.766237;128.775625
      0.35;0.11632091;-1.8752E-3;8.17103E-2;-0.8367431;8.47733E-2; 0.8385337;         0;         0;         0;8.61304E-3;2.50654E-5;-0.6422961;-6.8309E-6;6.34314E-3;-2.9457E-5;360.000031;-1.0842E-3;-4.5448E-2;         0;         0;         0;         0;         0;         0;         0;         0;-2.6226E-2;2.31268E-6;1.06732E-5;-2.6226E-2;2.31452E-6; -4.876E-6;3.05154E-2; 2.0449E-3;-6.6009E-2;24.5265255;-9.1767E-2;-403.20969;24.5265255;-9.1767E-2;-7.1020012;716.145142;2.53292E-2;-7.1020012;716.145142;38.7757187;-408.25684;199.334061;38.7757187;-408.25684;  12332.29;798.142151; -7.315835;  12332.29;798.142151;49.1502113;408.098755;199.128525;49.1502113;408.098755;-12359.862; 1419.3103;0.11369266;-12359.862; 1419.3103;201.265823;-2.2898E-3;-2326.3323;-3.4885E-2;-2326.3325;-33.554356; -1459.731;-559.21252; -1459.728;-559.14972;-9718.1729;-559.16956;-9718.1904;-559.03253;-0.6710889;         0;         0;-7.2309489; -0.880327;-6691.1758;-7.2309489; -0.880327;-79.970169;-6290.0957;-556.07184;-79.970169;-6290.0957;-148.85173;-2.1102612;-15257.111;88.7250824;-13901.558;-556.05786; 1.6972E-2;2.03966E-3;-0.2457651;8.61304E-3;2.50654E-5;-0.6422961;-1.1922E-7;1.10711E-4;-5.1413E-7;1012606.19;582.027405; 124236456;-109172.69;-5.13484E9;195455.906;         0;         0; 125206424;-25382.719;-5.20713E9;         0;-493131.47;949.408875;   4178367;-36162.613;-193325728;216055.172;1288573.62;1261487.88;1261585.62;1049227.62; 1048058.5; 1048060.5;6.34314E-3;8.61308E-3;148.866688;13901.8408;7.28433923;6290.60404;24.5266972;410.094136;411.047852;716.180356;12358.0908;12441.0867;131.487105;128.723253;128.733227
     0.375; 0.1320044;-2.6394E-3;0.11224081;-0.9021978;9.99629E-2;0.90228808;         0;         0;         0;9.75804E-3;2.94564E-5;-0.6428266;-7.3229E-6;7.28037E-3;-3.5087E-5;360.000031;-1.2531E-3;-3.4125E-2;         0;         0;         0;         0;         0;         0;         0;         0;-2.9696E-2;5.88886E-6;1.37509E-5;-2.9696E-2; 5.8907E-6;-6.2679E-6;4.75293E-2; 2.0218E-3;-6.6772E-2;21.5095425; -9.909E-2; -405.2272;21.5095425; -9.909E-2;-4.7565374; 697.64563;2.91684E-2;-4.7565374; 697.64563;36.8832397;-422.06262;200.206833;36.8832397;-422.06262;13033.7383;753.473877;-8.7683544;13033.7383;753.473877;48.9034195;422.325714;200.005493;48.9034195;422.325714;-13069.904;1432.93872;0.12547737;-13069.904;1432.93872;192.327194;-0.1319415;-2358.8496;-0.1724342;-2358.8496;-40.831581;-1523.1863;-612.60034;-1523.1821; -612.5896;-9897.0508;-612.16565;-9897.0645;-612.00043;-0.8166334;         0;         0; -34.13847;-0.9529237;-6714.4292; -34.13847;-0.9529237;-91.574486;-6676.3662;-607.51221;-91.574486;-6676.3662;-137.55524;-2.4452848;-15279.711;101.715302;-14889.814;-607.49866; 4.7062E-2;1.91834E-3;-0.2558907;9.75804E-3;2.94564E-5;-0.6428266;-1.2781E-7;1.27069E-4;-6.1239E-7;968637.875;666.223511; 124258632;-121284.02;-5.13352E9;214099.203;         0;         0; 125209464;-25918.066;-5.20727E9;         0;-478400.88;1033.21631;   4189297; -49654.68;-193197648;232743.062; 1289297.5;1261114.88;1261218.12; 1050234.5;1048118.75;1048124.75;7.28037E-3;9.75808E-3; 137.57697;14890.1619;34.1517668;6676.99421;21.5097707;423.671135;425.147684;697.661845;13055.4991;13148.2209;131.560969;128.685191;128.695727
       0.4;0.14704081;-3.4699E-3;0.14508551;-0.9590229;0.11481344; 0.9571628;         0;         0;         0;1.10071E-2;3.43445E-5;-0.6433924;-7.7445E-6;8.25508E-3;-4.1427E-5;360.000031; -1.357E-3;-1.4409E-2;         0;         0;         0;         0;         0;         0;         0;         0;-3.3307E-2;1.05944E-5;1.73584E-5;-3.3307E-2;1.05962E-5;-7.8999E-6;6.60633E-2;1.98714E-3;-6.7469E-2;18.4364529;   -7.3E-2;-407.27243;18.4364529;   -7.3E-2;-2.4777694; 677.90863;3.26082E-2;-2.4777694; 677.90863;34.8686295;-434.08905;201.102798;34.8686295;-434.08905; 13640.209;708.694397;-10.282882; 13640.209;708.694397;48.3157654;434.859589;  200.9048;48.3157654;434.859589;-13685.226;1433.05005; 0.1484672;-13685.226;1433.05005; 182.68837;-0.2908438;-2388.4731;-0.3396816;-2388.4734;-48.899303;-1572.9152;-653.92169;  -1572.91;-653.86383;-10051.984;-652.85638;-10051.996; -652.6582;-0.9779878;         0;         0;-62.276867;-1.0854126;-6734.6953;-62.276867;-1.0854126;-102.71463; -7031.563;-646.65051;-102.71463; -7031.563;-127.50158;-2.6599693;-15299.355;109.919647;-15986.981;-646.63733;7.88158E-2;1.85364E-3;-0.2660164;1.10071E-2;3.43445E-5;-0.6433924;-1.3517E-7;1.44081E-4;-7.2304E-7;924979.188;713.179016; 124278680;-129219.04;-5.13212E9;228609.234;         0;         0; 125212728;-26526.893;-5.20742E9;         0; -463359.5;1079.17529;   4198041;-58759.758;-192967136;245300.109;1289967.38;1260785.88; 1260898.5;1051597.62;1047685.19;1047698.88;8.25509E-3;1.10072E-2;127.529323;15987.3593;62.2863249;7032.31316;18.4365974;435.487227;437.535456;677.913159;13658.6071; 13760.052;131.629324; 128.65162;128.663112
     0.425;0.16099881;-4.3553E-3;0.17931627;-1.0059196;0.12870066;1.00195217;         0;         0;         0;1.22562E-2;3.97297E-5;-0.6439582;-7.9553E-6;9.26729E-3;-4.8532E-5;360.000031;-1.3653E-3;1.10584E-2;         0;         0;         0;         0;         0;         0;         0;         0;-3.7044E-2; 1.6241E-5;2.14103E-5;-3.7044E-2;1.62428E-5;-9.7562E-6;8.60005E-2;1.95634E-3;-6.8286E-2;15.7925596;-4.5688E-3;-408.88226;15.7925596;-4.5688E-3;-0.5547115;660.089722;3.44892E-2;-0.5547115;660.089722;32.8947296;-443.81006; 201.79303;32.8947296;-443.81006;14134.3701;672.036377; -11.81601;14134.3701;672.036377;47.4135513;445.123535;201.599609;47.4135513;445.123535;-14187.846;1422.87524;0.19212857;-14187.846;1422.87524;173.481598;-0.4430264;-2412.3574;-0.5014583;-2412.3577;-57.199524;-1609.1075;-678.35004;-1609.1016;-678.34277;-10172.971;-676.78058;-10172.979;-676.54285;-1.1439923;         0;         0;-88.526009;-1.2360508;-6750.9429;-88.526009;-1.2360508;-112.62472;-7323.1694;-669.12158;-112.62472;-7323.1694;-124.50546;-2.7764575;-15314.883;113.907875;-17400.795;-669.10858;0.10912625;1.83746E-3;-0.2747305;1.22562E-2;3.97297E-5;-0.6439582;-1.3885E-7;1.61747E-4;-8.4705E-7;    882043;736.386963; 124298040;-133395.36;-5.13049E9;237398.969;         0;         0; 125216280;-27209.199;-5.20757E9;         0;-444961.78;1101.34375;   4200883;-64222.805;-192224352;252282.328;1290560.25;1260509.12;1260626.75;1053340.25;1046721.88;1046746.69; 9.2673E-3;1.22563E-2;124.536409;17401.1677;88.5346374;7324.03542;15.7925603; 445.02745;447.641605;660.089955;14150.3375;14259.0161;131.689821; 128.62338;128.635383
      0.45;0.17355484;-5.2662E-3;0.21394305;-1.0417701;0.14100803;1.03576005;         0;         0;         0;1.36094E-2;4.56949E-5;-0.6445947;-7.9553E-6;1.03545E-2;-5.6512E-5;360.000031;-1.2621E-3;3.84878E-2;         0;         0;         0;         0;         0;         0;         0;         0;-4.0891E-2;2.30169E-5;2.57985E-5;-4.0891E-2;2.30187E-5;-1.1816E-5;  0.107224;1.92682E-3;-6.9351E-2;13.9116783;0.10460012;-409.74014;13.9116783;0.10460012;0.85701305;646.106812;3.38966E-2;0.85701305;646.106812;31.1453228;-450.85034; 202.12384;31.1453228;-450.85034; 14502.958;651.565735;-13.314648; 14502.958;651.565735;46.2554398; 452.67981;201.940903;46.2554398; 452.67981;-14563.876;1405.90479;0.26264361;-14563.876;1405.90479;165.580841;-0.5560762;-2428.5012; -0.623377;-2428.5012;-65.127747;-1633.8533;-681.89612;-1633.8943;-681.88898;-10255.073;-679.91821; -10255.08;-679.63263;-1.3025568;         0;         0;-110.63884; -1.351298;-6762.4546;-110.63884; -1.351298;-120.42282;-7529.8872;-671.05621;-120.42282;-7529.8872;-132.60608;-2.8342202; -15325.46;114.933418;-19274.449;-671.04315;0.13592856;1.82264E-3;-0.2833833;1.36094E-2;4.56949E-5;-0.6445947;-1.3885E-7;1.80722E-4;-9.8633E-7;843028.875;759.594849; 124314952;-134982.38;-5.12841E9;239265.047;         0;         0; 125219952;-27964.984;-5.20774E9;         0;-422772.66;1123.51208;   4201320;-67037.102;-191029056;252300.609;1291091.62; 1260284.5;   1260407;1055377.25;1045345.06;1045380.69;1.03545E-2;1.36094E-2;132.636364;19274.7919;110.647092;7530.85009;13.9120715;451.924841;455.036895; 646.10738;14517.5869;14631.5772;131.744043;128.600459;128.612959
     0.475;0.18430835; -6.158E-3;0.24800055;-1.0657526; 0.1511884;1.05785334;         0;         0;         0;1.49625E-2;5.20743E-5; -0.645302;-7.8148E-6;1.14792E-2;-6.5257E-5;360.000031;-1.0474E-3;6.38331E-2;         0;         0;         0;         0;         0;         0;         0;         0;-4.4829E-2;3.09221E-5; 3.0419E-5;-4.4829E-2; 3.0924E-5;-1.4057E-5; 0.1298507;1.87933E-3;-7.0712E-2;12.9172373;0.24260615;-409.73477;12.9172373;0.24260615; 1.7462883;636.702332;3.05469E-2; 1.7462883;636.702332;29.8030243;-455.00882;202.048798;29.8030243;-455.00882;14736.7734;  653.9021;-14.717949;14736.7734;  653.9021;44.9284134;457.277374;201.886154;44.9284134;457.277374; -14803.88; 1385.4436;0.36097825; -14803.88; 1385.4436;159.477737;-0.6082531;-2436.0793;-0.6827732;-2436.0796;-71.986473;-1650.8094;-661.30927;-1650.8027;-661.30109;-10298.893; -659.1806;-10298.898;-658.83783;-1.4397312;         0;         0;-127.71367;-1.3812442;-6768.8447;-127.71367;-1.3812442;-125.34306;-7646.2622;-649.42841;-125.34306;-7646.2622;-153.15727;-2.8669522;-15330.681;114.249725;-21646.266;-649.46484;0.15860127;1.75524E-3;-0.2920975;1.49625E-2;5.20743E-5; -0.645302;-1.3639E-7;2.00352E-4; -1.139E-6;808349.625;802.232605; 124329432;-134982.38;-5.12586E9;233143.625;         0;         0; 125223904;-28799.496;-5.20792E9;         0;-396232.72;1165.14551; 4198915.5; -68195.93;-189347120;244349.641;1291538.25;   1260120;1260247.25;   1057569;1043735.44;1043781.69;1.14792E-2;1.49626E-2;153.184103;21646.5671;127.721138;7647.28949;12.9195153;455.983822;459.479226;636.704726;14751.2738; 14868.568;131.789617;128.583673;128.596658
       0.5;0.19298202;-6.9745E-3;0.28067198;-1.0772426;0.15879478;1.06775939;         0;         0;         0;1.64198E-2;5.89508E-5;-0.6460093;-7.4634E-6;1.26788E-2;-7.4767E-5;360.000031;-7.3776E-4;8.36424E-2;         0;         0;         0;         0;         0;         0;         0;         0;-4.8839E-2;3.99567E-5;3.52006E-5;-4.8839E-2;3.99585E-5;-1.6469E-5;0.15415345;1.78692E-3;-7.2303E-2;12.7152634;0.38747814;-408.97397;12.7152634;0.38747814;2.25762153;631.505127;2.48912E-2;2.25762153;631.505127;29.0411472;-456.27881;201.634796;29.0411472;-456.27881;14831.9268;684.107361;-15.957706;14831.9268;684.107361;43.5326118;458.868683;201.504456;43.5326118;458.868683;-14903.229;1364.16553;0.47998446;-14903.229;1364.16553;155.216995;-0.5948136;-2435.5115;-0.6753487;-2435.5117;-77.147957;-1664.4409;-614.57037;-1664.4814;-614.51044;-10310.563;-612.45978;-10310.569;-612.09851;-1.5429609;         0;         0;-140.25142;-1.2986654;-6770.1631;-140.25142;-1.2986654;-126.59632;-7681.7612;-602.25409;-126.59632;-7681.7612;-184.67206;-2.8842812;-15330.639;111.970734;-24453.721;-602.24048;0.17812665; 1.5854E-3;-0.3008117;1.64198E-2;5.89508E-5;-0.6460093;-1.3026E-7;2.21289E-4;-1.3049E-6;777386.062;871.316589; 124341096;-133562.42;-5.12289E9;218354.547;         0;         0; 125228032;-29707.488; -5.2081E9;         0;-365901.38;1233.27283;   4193669;-67864.836;-187229744;227753.141;1291907.75;1260015.62;1260147.38;1059799.62;1042045.56;1042102.31;1.26788E-2;1.64199E-2;184.694581;24453.9771;140.257431;7682.80432;12.7211659;457.202077;460.929014;631.509162;14847.6952;14965.5327;131.827321;128.573023;128.586467
     0.525;0.19931397;-7.6494E-3;0.31126434;-1.0759441;0.16349576;1.06526661;         0;         0;         0;1.79811E-2;6.62415E-5;-0.6467873;-6.9715E-6;1.39159E-2;-8.4933E-5;360.000031;-3.6143E-4;9.56956E-2;         0;         0;         0;         0;         0;         0;         0;         0;-5.2897E-2;5.01205E-5; 4.0133E-5;-5.2897E-2;5.01224E-5;-1.9055E-5;0.18054152;1.61622E-3;-7.3993E-2;13.0378609;0.51358312;-407.73932;13.0378609;0.51358312;2.62444782;629.277771;1.82048E-2;2.62444782;629.277771;28.9957829;-454.81445;201.037186;28.9957829;-454.81445;14788.2412;744.796143;-16.964935;14788.2412;744.796143;42.1732216;457.586121;200.950516;42.1732216;457.586121;-14862.101;1343.89014;0.60594553;-14862.101;1343.89014;152.470856;-0.5299878;-2428.2239;-0.6136079;-2428.2241;-80.147194;-1679.5448;-540.79279; -1679.585;  -540.729;-10299.759;-538.92224;-10299.766;-538.53198;-1.6029457;         0;         0;-149.88374;-1.1071917;-6766.7456;-149.88374;-1.1071917;-123.67203;-7658.4038;-528.59064;-123.67203;-7658.4038;-223.28876;-2.8640642;-15325.803;107.184868; -27547.57;-528.62604;0.19666976;1.28885E-3;-0.3082985;1.79811E-2;6.62415E-5;-0.6467873;-1.2168E-7;2.42882E-4;-1.4824E-6;747144.938;958.750977; 124351384;-129803.73;-5.11971E9;194496.703;         0;         0; 125232384;-30683.711;-5.20829E9;         0;-332275.81;1318.16174; 4181864.5;-65133.312;-184617184;202255.219;1292192.75; 1259975.5;1260107.38;1061983.62;1040363.75;1040426.94; 1.3916E-2;1.79813E-2;223.307125;27547.7788;149.887833; 7659.4023;13.0479724;  455.7378;459.525449;629.283244;14806.9848;14922.7368;131.856403;128.568929;128.582385
      0.55;0.20307307;-8.1252E-3;0.33928257;-1.0618734;0.16512185;1.05040741;         0;         0;         0;1.94384E-2;7.38636E-5;-0.6476007;-6.1985E-6;1.51906E-2;-9.5755E-5;360.000031;4.77612E-5;9.92049E-2;         0;         0;         0;         0;         0;         0;         0;         0;-5.6977E-2;6.12255E-5; 4.5261E-5;-5.6977E-2;6.12274E-5;-2.1822E-5;0.20934622;1.34284E-3;-7.5595E-2; 13.513341;0.59483045;-406.41174; 13.513341;0.59483045; 3.1024332;627.916626;1.21497E-2; 3.1024332;627.916626;29.7530079;-450.88721;200.459152;29.7530079;-450.88721;14609.9609;836.079529;-17.676081;14609.9609;836.079529;40.9432945;453.687531;200.424591;40.9432945;453.687531;-14684.412;1325.47144;0.72186071;-14684.412;1325.47144;150.648361;-0.4406547;-2416.2583;-0.5249042;-2416.2583;-80.705193;-1700.3484;-440.61679;-1700.3881; -440.5477;-10278.083;-439.05829; -10278.09;-438.67767;-1.6141056;         0;         0;-158.90063; -0.836769;-6759.1812;-158.90063; -0.836769;-116.26848;-7604.3838; -428.9342;-116.26848;-7604.3838;  -264.147;-2.7562406;-15316.911;97.8410263;-30736.211;-428.91919;0.21697697;8.72339E-4; -0.315724;1.94384E-2;7.38636E-5;-0.6476007;-1.0818E-7;2.65128E-4;-1.6713E-6; 717626.25;1041.32788; 124358704;-122035.77;-5.11645E9;161849.125;         0;         0; 125236968;-31717.666; -5.2085E9;         0;-297966.59;1398.72498;   4166781;-58428.664;-181910704;168020.359;1292392.88;1259995.62;1260127.38;1064082.62;1038730.06;1038803.81;1.51906E-2;1.94386E-2;264.161383;30736.3667;158.902838;7605.27259;13.5264262;451.867807; 455.53126; 627.92429;14633.8644;14744.1118;131.876824;128.570982;128.584426
     0.575; 0.2041669;-8.3587E-3;0.36444205;-1.0353429; 0.1636422;1.02347517;         0;         0;         0;2.09998E-2;8.16514E-5;-0.6484847;-5.3552E-6;1.65402E-2;-1.0696E-4;360.000031;4.54295E-4; 9.4736E-2;         0;         0;         0;         0;         0;         0;         0;         0; -6.105E-2;7.30834E-5;5.06785E-5;-6.1047E-2;7.30852E-5;-2.4783E-5;0.24074297;9.51374E-4;-7.6929E-2;13.7686129; 0.6119954;-405.36456;13.7686129; 0.6119954;3.89166498;625.256165;8.32333E-3;3.89166498;625.256165; 31.330267;-444.80527;200.095001; 31.330267;-444.80527;14303.8076;955.843811;-18.040375;14303.8076;955.843811;39.9015007;447.495239;200.116776;39.9015007;447.495239;-14377.463;1308.68665;0.81111532;-14377.463;1308.68665;149.079132;-0.3580413;-2401.6965;-0.4401082;-2401.6965;-78.775452;-1729.7012;-315.91397;-1729.6927;-315.83829; -10255.74;-314.63278;-10255.747;-314.25214;-1.5755107;         0;         0;-169.53482;-0.5309554;-6748.1201;-169.53482;-0.5309554;-104.29282;-7546.8647; -304.8721;-104.29282;-7546.8647;-302.27545;-2.5030475;-15304.764;81.8881302;-33821.992;-304.85605; 0.2415541;3.60121E-4;-0.3232108;2.09998E-2;8.16514E-5;-0.6484847;-9.3465E-8;2.88683E-4;-1.8668E-6;686972.312;1091.52173; 124362816;-108337.42; -5.1133E9;121039.656;         0;         0; 125241728;-32793.609;-5.20871E9;         0;-264713.97;1446.30603;4148418.25;-45764.332;-179306688; 125596.93;1292508.38;1260079.88;1260211.25;1066049.75;1037168.62;   1037253;1.65402E-2;2.09999E-2;302.285815;33822.0913;169.535652;7547.58534;13.7822073; 445.90729;449.270652;625.268276;14335.7089;14436.9006; 131.88861;128.579579;128.592985
       0.6;0.20256467;-8.3293E-3; 0.3866438;-0.9969939;0.15920322;0.98510522;         0;         0;         0;2.26652E-2; 8.9605E-5;-0.6494042;-4.3713E-6;1.78898E-2;-1.1844E-4;360.000031;8.28305E-4;8.37785E-2;         0;         0;         0;         0;         0;         0;         0;         0;-6.5089E-2;8.58823E-5;5.64771E-5;-6.5089E-2;8.58842E-5;-2.7941E-5;0.27467328;4.41833E-4;-7.7862E-2;13.5147429;0.55615216;-404.87656;13.5147429;0.55615216; 5.0810709;619.130859;7.70493E-3; 5.0810709;619.130859;33.6670761;-436.87366;200.082489;33.6670761;-436.87366;13879.5078;1099.52759;-18.027586;13879.5078;1099.52759;39.0650291;439.331604;200.160736;39.0650291;439.331604;-13950.868;1292.49597;0.86308396;-13950.868;1292.49597;  147.1772;-0.3078408;-2386.2356;-0.3854011;-2386.2356;-74.497467;-1768.5533;-169.73781;-1768.5442;-169.70367;-10239.666;-168.63629;-10239.674;-168.34515; -1.489951;         0;         0;-183.53246;-0.2369389; -6734.165;-183.53246;-0.2369389;-88.069984;-7506.0151;-159.43027;-88.069984;-7506.0151;-333.90121;-2.0582747;-15290.068;57.8448334;-36659.703;-159.41299;0.27212515;-2.0601E-4;-0.3306362;2.26652E-2; 8.9605E-5;-0.6494042;-7.6294E-8;3.12238E-4;-2.0671E-6;653944.438;1084.50537; 124363880;-87372.281; -5.1104E9;73079.8047;         0;         0; 125246712;-33895.797;-5.20893E9;         0;-233885.38;1437.11426; 4126776.5;-25815.934;-176941728;76008.4844;1292554.62;1260216.25;1260343.12;1067869.88;1035683.44;1035778.56;1.78898E-2;2.26654E-2;333.907558;36659.7488;183.532608;7506.53179;13.5261813;438.168991;441.065001;619.151709;13922.9917;14010.6127;131.893329;128.593495;128.606441
     0.625;0.19831257;-8.0474E-3;0.40599912;-0.9477959;0.15209778;0.93617749;         0;         0;         0;2.42266E-2;9.74756E-5; -0.650359;-3.2469E-6;1.93144E-2;-1.3002E-4;360.000031;1.14623E-3;6.82949E-2;         0;         0;         0;         0;         0;         0;         0;         0;-6.9065E-2;9.90577E-5; 6.2722E-5;-6.9065E-2;9.90596E-5;-3.1287E-5;0.31070837; -1.691E-4;-7.8333E-2;12.5988483;0.43142036;-405.06998;12.5988483;0.43142036;6.68176651;607.499084;1.03331E-2;6.68176651;607.499084;36.6238556;-427.34366;200.471115;36.6238556;-427.34366;13348.0273; 1260.9563;-17.631514;13348.0273; 1260.9563;38.4025307;429.481628;200.602493;38.4025307;429.481628;-13416.022;1275.07996;0.87390268;-13416.022;1275.07996;144.550232;-0.3042833; -2370.822;-0.3748505;-2370.8223;-68.173485;-1815.9073;-6.3239083;-1815.8972;-6.2811456; -10232.33;-5.2359099;-10232.337;-4.9293413;-1.3634715;         0;         0;-201.59485;1.53346E-2;-6717.7749;-201.59485;1.53346E-2;-68.156967;-7490.7866;3.37333345;-68.156967;-7490.7866;-357.09341; -1.407482;-15273.336;25.2553425;-39164.633;3.39196372;0.30903095;-7.8698E-4;-0.3370798;2.42266E-2;9.74756E-5; -0.650359;-5.6669E-8;3.37102E-4;-2.2694E-6;616065.625;1007.86536; 124363504;-58722.699;-5.10792E9;19103.1777;         0;         0; 125251872; -35008.48;-5.20916E9;         0;-205170.03; 1356.5509; 4098795.5;1664.84534;-174696288;20735.5586;1292539.25;1260408.75;1260526.88;   1069504;1034282.56;1034388.44;1.93144E-2;2.42267E-2;357.096188; 39164.641;201.594849;7491.09669;12.6062327;428.910141;431.195111;607.535829;13407.4548; 13476.479; 131.89176;128.613138;128.625191
