case_name,coefficient,mode_name,station_rows,pass_rows,fail_rows,max_update_relative_residual,max_transfer_relative_residual,max_state_relative_residual,max_potential_growth_ratio,median_potential_growth_ratio,max_elevation_growth_ratio,median_elevation_growth_ratio,median_vertical_velocity_to_elevation_increment_ratio,median_potential_increment_to_gravity_elevation_ratio,median_velocity_elevation_increment_real_alignment,median_velocity_elevation_increment_phase_deg,median_elevation_potential_increment_real_alignment,median_elevation_potential_increment_phase_deg,first_update_kind,last_update_kind,first_history_dt_s,first_free_surface_panel_count,relative_tolerance,a1_grid_recommendation_status,error_rows,a1_inner_free_surface_state_status,diagnostic_conclusion,gate_role
a1_inner_free_surface_state_recommended,A33,heave,39,39,0,0.0,0.0,0.0,4.503941222407739,1.0630976902065097,3.6242235211481826,1.07913034364271,1.0,1.0,1.0,0.0,1.0,0.0,initialize_eq21_22,advance_eq19_20,0.03456848184522294,12,1e-10,A1_GRID_RECOMMENDED,0,diagnostic_a1_inner_free_surface_state_scale_marching_not_hard_gate,inner_free_surface_state_updates_and_transfers_reconstruct_eq19_22,diagnostic_a1_inner_free_surface_state_scale_marching_not_hard_gate
a1_inner_free_surface_state_recommended,A33,pitch,39,39,0,0.0,0.0,0.0,4.4223210134824695,1.046499298421605,3.520965017977692,1.0345250050724726,1.0,1.0,1.0,0.0,1.0,-1.8356289883607616e-15,initialize_eq21_22,advance_eq19_20,0.03456848184522294,12,1e-10,A1_GRID_RECOMMENDED,0,diagnostic_a1_inner_free_surface_state_scale_marching_not_hard_gate,inner_free_surface_state_updates_and_transfers_reconstruct_eq19_22,diagnostic_a1_inner_free_surface_state_scale_marching_not_hard_gate
a1_inner_free_surface_state_recommended,A53,heave,39,39,0,0.0,0.0,0.0,4.503941222407739,1.0630976902065097,3.6242235211481826,1.07913034364271,1.0,1.0,1.0,0.0,1.0,0.0,initialize_eq21_22,advance_eq19_20,0.03456848184522294,12,1e-10,A1_GRID_RECOMMENDED,0,diagnostic_a1_inner_free_surface_state_scale_marching_not_hard_gate,inner_free_surface_state_updates_and_transfers_reconstruct_eq19_22,diagnostic_a1_inner_free_surface_state_scale_marching_not_hard_gate
a1_inner_free_surface_state_recommended,A53,pitch,39,39,0,0.0,0.0,0.0,4.384949705676708,1.0616399187090804,3.469857946533442,1.042169480346796,1.0,1.0,1.0,0.0,1.0,-1.2601700116264793e-15,initialize_eq21_22,advance_eq19_20,0.03456848184522294,12,1e-10,A1_GRID_RECOMMENDED,0,diagnostic_a1_inner_free_surface_state_scale_marching_not_hard_gate,inner_free_surface_state_updates_and_transfers_reconstruct_eq19_22,diagnostic_a1_inner_free_surface_state_scale_marching_not_hard_gate
