row,case_name,coefficient,hull,speed_case,fn_l,speed_mps,omega_e_sqrt_l_over_g,omega_rad_s,mode_name,station_local_index,active_station_index,solve_order_rank,previous_station_local_index,free_surface_update_kind,free_surface_panel_count,history_dt_s,free_surface_velocity_scale,gravity_m_s2,y_min_m,y_max_m,potential_before_norm,elevation_before_norm,vertical_velocity_norm,potential_after_norm,elevation_after_norm,expected_potential_after_norm,expected_elevation_after_norm,potential_update_increment_norm,elevation_update_increment_norm,update_residual_norm,update_relative_residual,update_max_abs_residual,transfer_residual_norm,transfer_relative_residual,transfer_max_abs_residual,max_state_relative_residual,potential_growth_ratio,elevation_growth_ratio,vertical_velocity_to_elevation_increment_ratio,potential_increment_to_gravity_elevation_ratio,velocity_elevation_increment_real_alignment,velocity_elevation_increment_phase_deg,elevation_potential_increment_real_alignment,elevation_potential_increment_phase_deg,before_after_potential_real_alignment,before_after_potential_phase_deg,a1_inner_free_surface_state_status,a1_inner_free_surface_state_validity_status,relative_tolerance,diagnostic_status,gate_role,is_hard_gate,a1_recommended_control_radius_beams,a1_min_inner_free_surface_panels,a1_min_outer_or_control_panels,a1_min_station_count_for_fn,a1_control_radius_ok,a1_inner_free_surface_panels_ok,a1_outer_or_control_panels_ok,a1_station_count_ok,a1_grid_recommendation_status,a1_grid_recommendation_note
0,a1_inner_free_surface_state_recommended,A33,wigley_iii,Fn0.4,0.4,2.1696064159197173,1.0,1.808005346599764,heave,38,39,0,-1,initialize_eq21_22,12,0.03456848184522294,1.0,9.80665,-0.8262187499999999,0.82621875,0.0,0.0,0.17727566704541306,0.0010387246115942156,0.0030640753389295735,0.0010387246115942156,0.0030640753389295735,0.0010387246115942156,0.0030640753389295735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.5,1.0,1.0,0.0,1.0,0.0,,,diagnostic_a1_inner_free_surface_state_scale_marching_not_hard_gate,a1_inner_free_surface_state_scale_marching_diagnostic_not_hard_gate,1e-10,PASS,diagnostic_a1_inner_free_surface_state_scale_marching_not_hard_gate,False,3.0,11,9,40,True,True,True,True,A1_GRID_RECOMMENDED,"A1 Section 3.3 recommends control radius about 3B, inner free-surface panels greater than 10, outer/free-surface proxy panels greater than 8, and roughly 60 stations at Fn=0.2 or 40 at Fn=0.3."
0,a1_inner_free_surface_state_recommended,A33,wigley_iii,Fn0.4,0.4,2.1696064159197173,1.0,1.808005346599764,heave,37,38,1,38,advance_eq19_20,12,0.03456848184522294,1.0,9.80665,-0.827375,0.827375,0.0009573208093047093,0.0028239468387416767,0.2187442457554847,0.004311716656096218,0.01007470780855963,0.004311716656096218,0.01007470780855963,0.0034153360468699104,0.007561656488145458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.503941222407739,3.567598253035394,1.0,1.0,1.0000000000000002,0.0,0.9999999999999999,0.0,0.9500267451611746,0.0,diagnostic_a1_inner_free_surface_state_scale_marching_not_hard_gate,a1_inner_free_surface_state_scale_marching_diagnostic_not_hard_gate,1e-10,PASS,diagnostic_a1_inner_free_surface_state_scale_marching_not_hard_gate,False,3.0,11,9,40,True,True,True,True,A1_GRID_RECOMMENDED,"A1 Section 3.3 recommends control radius about 3B, inner free-surface panels greater than 10, outer/free-surface proxy panels greater than 8, and roughly 60 stations at Fn=0.2 or 40 at Fn=0.3."
0,a1_inner_free_surface_state_recommended,A33,wigley_iii,Fn0.4,0.4,2.1696064159197173,1.0,1.808005346599764,heave,36,37,2,37,advance_eq19_20,12,0.03456848184522294,1.0,9.80665,-0.8284687499999999,0.8284687499999999,0.004111934407943836,0.009682827992104027,0.7685700636189368,0.0158324422361267,0.03509273296021544,0.0158324422361267,0.03509273296021544,0.011896471653537605,0.026568300290993052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.850363518819766,3.6242235211481826,1.0,1.0,1.0,0.0,1.0,0.0,0.9680828826192869,0.0,diagnostic_a1_inner_free_surface_state_scale_marching_not_hard_gate,a1_inner_free_surface_state_scale_marching_diagnostic_not_hard_gate,1e-10,PASS,diagnostic_a1_inner_free_surface_state_scale_marching_not_hard_gate,False,3.0,11,9,40,True,True,True,True,A1_GRID_RECOMMENDED,"A1 Section 3.3 recommends control radius about 3B, inner free-surface panels greater than 10, outer/free-surface proxy panels greater than 8, and roughly 60 stations at Fn=0.2 or 40 at Fn=0.3."
0,a1_inner_free_surface_state_recommended,A33,wigley_iii,Fn0.4,0.4,2.1696064159197173,1.0,1.808005346599764,heave,35,36,3,36,advance_eq19_20,12,0.03456848184522294,1.0,9.80665,-0.8294999999999999,0.8294999999999999,0.014813370222503877,0.03260372455440262,0.7129145305663506,0.03418788271270816,0.05724015991031877,0.03418788271270816,0.05724015991031877,0.019404471592140326,0.024644373007078522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3079071270878857,1.7556325448280536,1.0,1.0,0.9999999999999998,0.0,0.9999999999999999,0.0,0.9988529848875175,0.0,diagnostic_a1_inner_free_surface_state_scale_marching_not_hard_gate,a1_inner_free_surface_state_scale_marching_diagnostic_not_hard_gate,1e-10,PASS,diagnostic_a1_inner_free_surface_state_scale_marching_not_hard_gate,False,3.0,11,9,40,True,True,True,True,A1_GRID_RECOMMENDED,"A1 Section 3.3 recommends control radius about 3B, inner free-surface panels greater than 10, outer/free-surface proxy panels greater than 8, and roughly 60 stations at Fn=0.2 or 40 at Fn=0.3."
0,a1_inner_free_surface_state_recommended,A33,wigley_iii,Fn0.4,0.4,2.1696064159197173,1.0,1.808005346599764,heave,34,35,4,35,advance_eq19_20,12,0.03456848184522294,1.0,9.80665,-0.8304687499999999,0.8304687499999999,0.03200032991252788,0.05344529902339336,0.7305732746336675,0.058616765879587064,0.07852791563229701,0.058616765879587064,0.07852791563229701,0.026621042122599012,0.025254808980779,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8317550487702645,1.4693138043427323,0.9999999999999999,0.9999999999999999,1.0,0.0,1.0,0.0,0.999934634322191,0.0,diagnostic_a1_inner_free_surface_state_scale_marching_not_hard_gate,a1_inner_free_surface_state_scale_marching_diagnostic_not_hard_gate,1e-10,PASS,diagnostic_a1_inner_free_surface_state_scale_marching_not_hard_gate,False,3.0,11,9,40,True,True,True,True,A1_GRID_RECOMMENDED,"A1 Section 3.3 recommends control radius about 3B, inner free-surface panels greater than 10, outer/free-surface proxy panels greater than 8, and roughly 60 stations at Fn=0.2 or 40 at Fn=0.3."
0,a1_inner_free_surface_state_recommended,A33,wigley_iii,Fn0.4,0.4,2.1696064159197173,1.0,1.808005346599764,heave,33,34,5,34,advance_eq19_20,12,0.03456848184522294,1.0,9.80665,-0.831375,0.831375,0.05511260259294966,0.07388282321744755,0.7307776486752742,0.08849550141431928,0.09861437035293187,0.08849550141431928,0.09861437035293187,0.03343037040931312,0.02526187388112592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6057216906980214,1.3347401474182423,1.0,1.0,1.0,0.0,1.0,0.0,0.9996748420538301,0.0,diagnostic_a1_inner_free_surface_state_scale_marching_not_hard_gate,a1_inner_free_surface_state_scale_marching_diagnostic_not_hard_gate,1e-10,PASS,diagnostic_a1_inner_free_surface_state_scale_marching_not_hard_gate,False,3.0,11,9,40,True,True,True,True,A1_GRID_RECOMMENDED,"A1 Section 3.3 recommends control radius about 3B, inner free-surface panels greater than 10, outer/free-surface proxy panels greater than 8, and roughly 60 stations at Fn=0.2 or 40 at Fn=0.3."
0,a1_inner_free_surface_state_recommended,A33,wigley_iii,Fn0.4,0.4,2.1696064159197173,1.0,1.808005346599764,heave,32,33,6,33,advance_eq19_20,12,0.03456848184522294,1.0,9.80665,-0.8322187499999999,0.83221875,0.08369701043250058,0.09356522782333422,0.7143931988335381,0.12324062131402531,0.11713892426301319,0.12324062131402531,0.11713892426301319,0.0397102127554636,0.0246954883242279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4724614496645088,1.2519493297679967,0.9999999999999997,1.0000000000000002,0.9999999999999998,0.0,1.0000000000000002,0.0,0.9993599612245331,0.0,diagnostic_a1_inner_free_surface_state_scale_marching_not_hard_gate,a1_inner_free_surface_state_scale_marching_diagnostic_not_hard_gate,1e-10,PASS,diagnostic_a1_inner_free_surface_state_scale_marching_not_hard_gate,False,3.0,11,9,40,True,True,True,True,A1_GRID_RECOMMENDED,"A1 Section 3.3 recommends control radius about 3B, inner free-surface panels greater than 10, outer/free-surface proxy panels greater than 8, and roughly 60 stations at Fn=0.2 or 40 at Fn=0.3."
0,a1_inner_free_surface_state_recommended,A33,wigley_iii,Fn0.4,0.4,2.1696064159197173,1.0,1.808005346599764,heave,31,32,7,32,advance_eq19_20,12,0.03456848184522294,1.0,9.80665,-0.833,0.833,0.11731015087060866,0.11209430694606859,0.6892419234667039,0.16233512898001437,0.1339329762884496,0.16233512898001437,0.1339329762884496,0.04540341322791302,0.02382604691832529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3838114415100156,1.194824072134976,1.0,1.0,1.0,0.0,1.0,0.0,0.9991014998840146,0.0,diagnostic_a1_inner_free_surface_state_scale_marching_not_hard_gate,a1_inner_free_surface_state_scale_marching_diagnostic_not_hard_gate,1e-10,PASS,diagnostic_a1_inner_free_surface_state_scale_marching_not_hard_gate,False,3.0,11,9,40,True,True,True,True,A1_GRID_RECOMMENDED,"A1 Section 3.3 recommends control radius about 3B, inner free-surface panels greater than 10, outer/free-surface proxy panels greater than 8, and roughly 60 stations at Fn=0.2 or 40 at Fn=0.3."
0,a1_inner_free_surface_state_recommended,A33,wigley_iii,Fn0.4,0.4,2.1696064159197173,1.0,1.808005346599764,heave,30,31,8,31,advance_eq19_20,12,0.03456848184522294,1.0,9.80665,-0.83371875,0.8337187499999998,0.15553516196140268,0.12922059227541574,0.661591882205856,0.20533971286080813,0.14896488065878463,0.20533971286080813,0.14896488065878463,0.05049924387875217,0.02287022696898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.320214093529313,1.1527952165803936,1.0,1.0,1.0,0.0,1.0000000000000002,0.0,0.9989091155730649,0.0,diagnostic_a1_inner_free_surface_state_scale_marching_not_hard_gate,a1_inner_free_surface_state_scale_marching_diagnostic_not_hard_gate,1e-10,PASS,diagnostic_a1_inner_free_surface_state_scale_marching_not_hard_gate,False,3.0,11,9,40,True,True,True,True,A1_GRID_RECOMMENDED,"A1 Section 3.3 recommends control radius about 3B, inner free-surface panels greater than 10, outer/free-surface proxy panels greater than 8, and roughly 60 stations at Fn=0.2 or 40 at Fn=0.3."
0,a1_inner_free_surface_state_recommended,A33,wigley_iii,Fn0.4,0.4,2.1696064159197173,1.0,1.808005346599764,heave,29,30,9,30,advance_eq19_20,12,0.03456848184522294,1.0,9.80665,-0.8343749999999999,0.8343749999999999,0.19798932064724156,0.14480690141637023,0.6342725130807333,0.25187274197892034,0.16224111658159981,0.25187274197892034,0.16224111658159981,0.054999901165846486,0.021925837853355258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.272153170461568,1.12039630013973,1.0,1.0000000000000002,1.0,0.0,0.9999999999999999,0.0,0.9987811245869143,0.0,diagnostic_a1_inner_free_surface_state_scale_marching_not_hard_gate,a1_inner_free_surface_state_scale_marching_diagnostic_not_hard_gate,1e-10,PASS,diagnostic_a1_inner_free_surface_state_scale_marching_not_hard_gate,False,3.0,11,9,40,True,True,True,True,A1_GRID_RECOMMENDED,"A1 Section 3.3 recommends control radius about 3B, inner free-surface panels greater than 10, outer/free-surface proxy panels greater than 8, and roughly 60 stations at Fn=0.2 or 40 at Fn=0.3."
