row,case_name,coefficient,hull,speed_case,fn_l,speed_mps,omega_e_sqrt_l_over_g,omega_rad_s,mode_name,station_local_index,active_station_index,solve_order_rank,previous_station_local_index,free_surface_update_kind,free_surface_panel_count,history_dt_s,free_surface_velocity_scale,gravity_m_s2,y_min_m,y_max_m,potential_before_norm,elevation_before_norm,vertical_velocity_norm,potential_after_norm,elevation_after_norm,expected_potential_after_norm,expected_elevation_after_norm,potential_update_increment_norm,elevation_update_increment_norm,update_residual_norm,update_relative_residual,update_max_abs_residual,transfer_residual_norm,transfer_relative_residual,transfer_max_abs_residual,max_state_relative_residual,potential_growth_ratio,elevation_growth_ratio,vertical_velocity_to_elevation_increment_ratio,potential_increment_to_gravity_elevation_ratio,velocity_elevation_increment_real_alignment,velocity_elevation_increment_phase_deg,elevation_potential_increment_real_alignment,elevation_potential_increment_phase_deg,before_after_potential_real_alignment,before_after_potential_phase_deg,a1_inner_free_surface_state_status,a1_inner_free_surface_state_validity_status,relative_tolerance,diagnostic_status,gate_role,is_hard_gate,a1_recommended_control_radius_beams,a1_min_inner_free_surface_panels,a1_min_outer_or_control_panels,a1_min_station_count_for_fn,a1_control_radius_ok,a1_inner_free_surface_panels_ok,a1_outer_or_control_panels_ok,a1_station_count_ok,a1_grid_recommendation_status,a1_grid_recommendation_note
0,a1_inner_free_surface_state_recommended,A33,wigley_iii,Fn0.4,0.4,2.1696064159197173,1.0,1.808005346599764,heave,28,29,10,29,advance_eq19_20,12,0.03456848184522294,1.0,9.80665,-0.8349687499999999,0.8349687499999999,0.24430743651038647,0.1587530857827029,0.6075376970398272,0.30156815738761905,0.17372857801792127,0.30156815738761905,0.17372857801792127,0.05889416210879543,0.021001655850409813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2343797704037478,1.0943319757306416,0.9999999999999997,0.9999999999999999,1.0000000000000002,0.0,1.0000000000000002,0.0,0.9987123767179445,0.0,diagnostic_a1_inner_free_surface_state_scale_marching_not_hard_gate,a1_inner_free_surface_state_scale_marching_diagnostic_not_hard_gate,1e-10,PASS,diagnostic_a1_inner_free_surface_state_scale_marching_not_hard_gate,False,3.0,11,9,40,True,True,True,True,A1_GRID_RECOMMENDED,"A1 Section 3.3 recommends control radius about 3B, inner free-surface panels greater than 10, outer/free-surface proxy panels greater than 8, and roughly 60 stations at Fn=0.2 or 40 at Fn=0.3."
0,a1_inner_free_surface_state_recommended,A33,wigley_iii,Fn0.4,0.4,2.1696064159197173,1.0,1.808005346599764,heave,27,28,11,28,advance_eq19_20,12,0.03456848184522294,1.0,9.80665,-0.8354999999999999,0.8354999999999999,0.29410811551741256,0.17093665955249626,0.5812685370774422,0.3540271769638024,0.18332319005320083,0.3540271769638024,0.18332319005320083,0.0621467452072334,0.02009357087116086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2037314112906292,1.072462691930051,1.0,0.9999999999999998,0.9999999999999999,0.0,1.0000000000000002,0.0,0.998694208136013,0.0,diagnostic_a1_inner_free_surface_state_scale_marching_not_hard_gate,a1_inner_free_surface_state_scale_marching_diagnostic_not_hard_gate,1e-10,PASS,diagnostic_a1_inner_free_surface_state_scale_marching_not_hard_gate,False,3.0,11,9,40,True,True,True,True,A1_GRID_RECOMMENDED,"A1 Section 3.3 recommends control radius about 3B, inner free-surface panels greater than 10, outer/free-surface proxy panels greater than 8, and roughly 60 stations at Fn=0.2 or 40 at Fn=0.3."
0,a1_inner_free_surface_state_recommended,A33,wigley_iii,Fn0.4,0.4,2.1696064159197173,1.0,1.808005346599764,heave,26,27,12,27,advance_eq19_20,12,0.03456848184522294,1.0,9.80665,-0.8359687499999999,0.8359687499999999,0.3469558431884973,0.18119003300575853,0.5569158827700825,0.4087783708398223,0.19086400828269073,0.4087783708398223,0.19086400828269073,0.06470309014660619,0.019251736582853902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1781855785542643,1.0533913213461623,1.0,1.0000000000000002,1.0,0.0,1.0000000000000002,0.0,0.9987151167773705,0.0,diagnostic_a1_inner_free_surface_state_scale_marching_not_hard_gate,a1_inner_free_surface_state_scale_marching_diagnostic_not_hard_gate,1e-10,PASS,diagnostic_a1_inner_free_surface_state_scale_marching_not_hard_gate,False,3.0,11,9,40,True,True,True,True,A1_GRID_RECOMMENDED,"A1 Section 3.3 recommends control radius about 3B, inner free-surface panels greater than 10, outer/free-surface proxy panels greater than 8, and roughly 60 stations at Fn=0.2 or 40 at Fn=0.3."
0,a1_inner_free_surface_state_recommended,A33,wigley_iii,Fn0.4,0.4,2.1696064159197173,1.0,1.808005346599764,heave,25,26,13,26,advance_eq19_20,12,0.03456848184522294,1.0,9.80665,-0.8363749999999999,0.8363749999999999,0.4023308044350664,0.1893140304830444,0.5380181240912819,0.4652549075587143,0.19617475401608217,0.4652549075587143,0.19617475401608217,0.06650343827418184,0.01859846975505038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1563989195706823,1.036239910563059,1.0,1.0,1.0,0.0,1.0000000000000002,0.0,0.9987625580842485,0.0,diagnostic_a1_inner_free_surface_state_scale_marching_not_hard_gate,a1_inner_free_surface_state_scale_marching_diagnostic_not_hard_gate,1e-10,PASS,diagnostic_a1_inner_free_surface_state_scale_marching_not_hard_gate,False,3.0,11,9,40,True,True,True,True,A1_GRID_RECOMMENDED,"A1 Section 3.3 recommends control radius about 3B, inner free-surface panels greater than 10, outer/free-surface proxy panels greater than 8, and roughly 60 stations at Fn=0.2 or 40 at Fn=0.3."
0,a1_inner_free_surface_state_recommended,A33,wigley_iii,Fn0.4,0.4,2.1696064159197173,1.0,1.808005346599764,heave,24,25,14,25,advance_eq19_20,12,0.03456848184522294,1.0,9.80665,-0.83671875,0.83671875,0.45961368335598085,0.1951135640780592,0.5289621559151917,0.5227909427260842,0.19910967131646204,0.5227909427260842,0.19910967131646204,0.06749837818122839,0.018285418683564286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1374573074256606,1.0204809299511546,0.9999999999999998,0.9999999999999998,0.9999999999999997,0.0,1.0,0.0,0.9988249946746466,0.0,diagnostic_a1_inner_free_surface_state_scale_marching_not_hard_gate,a1_inner_free_surface_state_scale_marching_diagnostic_not_hard_gate,1e-10,PASS,diagnostic_a1_inner_free_surface_state_scale_marching_not_hard_gate,False,3.0,11,9,40,True,True,True,True,A1_GRID_RECOMMENDED,"A1 Section 3.3 recommends control radius about 3B, inner free-surface panels greater than 10, outer/free-surface proxy panels greater than 8, and roughly 60 stations at Fn=0.2 or 40 at Fn=0.3."
0,a1_inner_free_surface_state_recommended,A33,wigley_iii,Fn0.4,0.4,2.1696064159197173,1.0,1.808005346599764,heave,23,24,15,24,advance_eq19_20,12,0.03456848184522294,1.0,9.80665,-0.837,0.837,0.5180870723300864,0.19843680332648883,0.5326321573573055,0.5806337589436941,0.19958569666297363,0.5806337589436941,0.19958569666297363,0.06765975125090526,0.01841228506178795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1207262059875478,1.0057897190300658,1.0000000000000004,1.0,0.9999999999999999,0.0,1.0,0.0,0.9988934304720578,0.0,diagnostic_a1_inner_free_surface_state_scale_marching_not_hard_gate,a1_inner_free_surface_state_scale_marching_diagnostic_not_hard_gate,1e-10,PASS,diagnostic_a1_inner_free_surface_state_scale_marching_not_hard_gate,False,3.0,11,9,40,True,True,True,True,A1_GRID_RECOMMENDED,"A1 Section 3.3 recommends control radius about 3B, inner free-surface panels greater than 10, outer/free-surface proxy panels greater than 8, and roughly 60 stations at Fn=0.2 or 40 at Fn=0.3."
0,a1_inner_free_surface_state_recommended,A33,wigley_iii,Fn0.4,0.4,2.1696064159197173,1.0,1.808005346599764,heave,22,23,16,23,advance_eq19_20,12,0.03456848184522294,1.0,9.80665,-0.8372187499999999,0.8372187499999999,0.5769505918918499,0.19920257275713496,0.5486284879428345,0.6379655133398344,0.1975927050700717,0.6379655133398344,0.1975927050700717,0.06698412510296246,0.018965253925223982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1057541534846398,0.9919184392812739,1.0,1.0000000000000002,1.0,0.0,1.0,0.0,0.998962095704341,0.0,diagnostic_a1_inner_free_surface_state_scale_marching_not_hard_gate,a1_inner_free_surface_state_scale_marching_diagnostic_not_hard_gate,1e-10,PASS,diagnostic_a1_inner_free_surface_state_scale_marching_not_hard_gate,False,3.0,11,9,40,True,True,True,True,A1_GRID_RECOMMENDED,"A1 Section 3.3 recommends control radius about 3B, inner free-surface panels greater than 10, outer/free-surface proxy panels greater than 8, and roughly 60 stations at Fn=0.2 or 40 at Fn=0.3."
0,a1_inner_free_surface_state_recommended,A33,wigley_iii,Fn0.4,0.4,2.1696064159197173,1.0,1.808005346599764,heave,21,22,17,22,advance_eq19_20,12,0.03456848184522294,1.0,9.80665,-0.837375,0.837375,0.6353443431694805,0.1974082042730456,0.5735762440021941,0.693928166869023,0.19318307755145375,0.693928166869023,0.19318307755145375,0.06548925695355466,0.019827659977641007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0922079882025724,0.9785970054428547,0.9999999999999998,0.9999999999999996,0.9999999999999999,0.0,0.9999999999999998,0.0,0.9990283388956865,0.0,diagnostic_a1_inner_free_surface_state_scale_marching_not_hard_gate,a1_inner_free_surface_state_scale_marching_diagnostic_not_hard_gate,1e-10,PASS,diagnostic_a1_inner_free_surface_state_scale_marching_not_hard_gate,False,3.0,11,9,40,True,True,True,True,A1_GRID_RECOMMENDED,"A1 Section 3.3 recommends control radius about 3B, inner free-surface panels greater than 10, outer/free-surface proxy panels greater than 8, and roughly 60 stations at Fn=0.2 or 40 at Fn=0.3."
0,a1_inner_free_surface_state_recommended,A33,wigley_iii,Fn0.4,0.4,2.1696064159197173,1.0,1.808005346599764,heave,20,21,18,21,advance_eq19_20,12,0.03456848184522294,1.0,9.80665,-0.83746875,0.83746875,0.6923748697510559,0.193118048028541,0.6031328139109774,0.7476465270697126,0.18644848739197442,0.7476465270697126,0.18644848739197442,0.06320622413814904,0.020849385727939842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0798290922062634,0.965463814984393,0.9999999999999999,1.0,1.0000000000000002,0.0,1.0,0.0,0.9990919852795388,0.0,diagnostic_a1_inner_free_surface_state_scale_marching_not_hard_gate,a1_inner_free_surface_state_scale_marching_diagnostic_not_hard_gate,1e-10,PASS,diagnostic_a1_inner_free_surface_state_scale_marching_not_hard_gate,False,3.0,11,9,40,True,True,True,True,A1_GRID_RECOMMENDED,"A1 Section 3.3 recommends control radius about 3B, inner free-surface panels greater than 10, outer/free-surface proxy panels greater than 8, and roughly 60 stations at Fn=0.2 or 40 at Fn=0.3."
0,a1_inner_free_surface_state_recommended,A33,wigley_iii,Fn0.4,0.4,2.1696064159197173,1.0,1.808005346599764,heave,19,20,19,20,advance_eq19_20,12,0.03456848184522294,1.0,9.80665,-0.8374999999999999,0.8374999999999999,0.7471388283306474,0.1864391919277956,0.6340029501325495,0.7982464116678677,0.17749514964199656,0.7982464116678677,0.17749514964199656,0.06017103366529776,0.021916519471474816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0684044000917625,0.9520270271860924,0.9999999999999999,1.0,1.0,0.0,1.0000000000000002,0.0,0.9991544544644102,0.0,diagnostic_a1_inner_free_surface_state_scale_marching_not_hard_gate,a1_inner_free_surface_state_scale_marching_diagnostic_not_hard_gate,1e-10,PASS,diagnostic_a1_inner_free_surface_state_scale_marching_not_hard_gate,False,3.0,11,9,40,True,True,True,True,A1_GRID_RECOMMENDED,"A1 Section 3.3 recommends control radius about 3B, inner free-surface panels greater than 10, outer/free-surface proxy panels greater than 8, and roughly 60 stations at Fn=0.2 or 40 at Fn=0.3."
0,a1_inner_free_surface_state_recommended,A33,wigley_iii,Fn0.4,0.4,2.1696064159197173,1.0,1.808005346599764,heave,18,19,20,19,advance_eq19_20,12,0.03456848184522294,1.0,9.80665,-0.83746875,0.83746875,0.7985240989986507,0.17747529076582524,0.6646515175666257,0.8446715894899313,0.1664092994794351,0.8446715894899313,0.1664092994794351,0.05641291934676371,0.02297599391840177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.057790980321257,0.9376477072462359,1.0,0.9999999999999998,1.0,0.0,0.9999999999999999,0.0,0.9992195394869509,0.0,diagnostic_a1_inner_free_surface_state_scale_marching_not_hard_gate,a1_inner_free_surface_state_scale_marching_diagnostic_not_hard_gate,1e-10,PASS,diagnostic_a1_inner_free_surface_state_scale_marching_not_hard_gate,False,3.0,11,9,40,True,True,True,True,A1_GRID_RECOMMENDED,"A1 Section 3.3 recommends control radius about 3B, inner free-surface panels greater than 10, outer/free-surface proxy panels greater than 8, and roughly 60 stations at Fn=0.2 or 40 at Fn=0.3."
0,a1_inner_free_surface_state_recommended,A33,wigley_iii,Fn0.4,0.4,2.1696064159197173,1.0,1.808005346599764,heave,17,18,21,18,advance_eq19_20,12,0.03456848184522294,1.0,9.80665,-0.837375,0.837375,0.8454940010082708,0.16633237286177965,0.6955900836900262,0.8859457327998269,0.15328920875703161,0.8859457327998269,0.15328920875703161,0.051965195439142575,0.024045493179755774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0478439016046437,0.9215837309338046,1.0,1.0000000000000004,1.0,0.0,1.0,0.0,0.9992897522415216,0.0,diagnostic_a1_inner_free_surface_state_scale_marching_not_hard_gate,a1_inner_free_surface_state_scale_marching_diagnostic_not_hard_gate,1e-10,PASS,diagnostic_a1_inner_free_surface_state_scale_marching_not_hard_gate,False,3.0,11,9,40,True,True,True,True,A1_GRID_RECOMMENDED,"A1 Section 3.3 recommends control radius about 3B, inner free-surface panels greater than 10, outer/free-surface proxy panels greater than 8, and roughly 60 stations at Fn=0.2 or 40 at Fn=0.3."
0,a1_inner_free_surface_state_recommended,A33,wigley_iii,Fn0.4,0.4,2.1696064159197173,1.0,1.808005346599764,heave,16,17,22,17,advance_eq19_20,12,0.03456848184522294,1.0,9.80665,-0.8372187499999999,0.8372187499999999,0.8872867917572428,0.153140385896363,0.7278354643635404,0.9213484823491112,0.1382981971773086,0.9213484823491112,0.1382981971773086,0.046883227485315405,0.025160167036160457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0383885919505353,0.9030811589498098,1.0,1.0,1.0,0.0,1.0,0.0,0.9993652368054422,0.0,diagnostic_a1_inner_free_surface_state_scale_marching_not_hard_gate,a1_inner_free_surface_state_scale_marching_diagnostic_not_hard_gate,1e-10,PASS,diagnostic_a1_inner_free_surface_state_scale_marching_not_hard_gate,False,3.0,11,9,40,True,True,True,True,A1_GRID_RECOMMENDED,"A1 Section 3.3 recommends control radius about 3B, inner free-surface panels greater than 10, outer/free-surface proxy panels greater than 8, and roughly 60 stations at Fn=0.2 or 40 at Fn=0.3."
0,a1_inner_free_surface_state_recommended,A33,wigley_iii,Fn0.4,0.4,2.1696064159197173,1.0,1.808005346599764,heave,15,16,23,16,advance_eq19_20,12,0.03456848184522294,1.0,9.80665,-0.837,0.837,0.9231728591219407,0.13807177006316662,0.7621438085649238,0.9501895882122268,0.12171671763543841,0.9501895882122268,0.12171671763543841,0.041262089297896175,0.02634615440982564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.029265081640271,0.8815467316726228,1.0000000000000002,0.9999999999999998,1.0,0.0,0.9999999999999999,0.0,0.9994455835072964,0.0,diagnostic_a1_inner_free_surface_state_scale_marching_not_hard_gate,a1_inner_free_surface_state_scale_marching_diagnostic_not_hard_gate,1e-10,PASS,diagnostic_a1_inner_free_surface_state_scale_marching_not_hard_gate,False,3.0,11,9,40,True,True,True,True,A1_GRID_RECOMMENDED,"A1 Section 3.3 recommends control radius about 3B, inner free-surface panels greater than 10, outer/free-surface proxy panels greater than 8, and roughly 60 stations at Fn=0.2 or 40 at Fn=0.3."
