outer_iteration,node_index,normal_displacement
1,0,0.0001250312335348046
1,1,0.0001301456372617145
1,2,0.00013966448235064598
1,3,0.00015238680304794145
1,4,0.00016698828174143077
1,5,0.0001824200976357673
1,6,0.0001982128015914561
1,7,0.00021459182785779214
1,8,0.0002323747756869052
1,9,0.00025269393429149407
1,10,0.0002766463131056609
1,11,0.00030499779749714384
1,12,0.0003380491607298769
1,13,0.0003757148390821161
1,14,0.0004177886063335556
1,15,0.0004642986617990171
1,16,0.0005158124243796719
1,17,0.0005735540763143287
1,18,0.0006392472859596841
1,19,0.0007146783695737657
1,20,0.000801067094816706
1,21,0.0008984051663868437
1,22,0.0010049526668504546
1,23,0.0011170588744851087
1,24,0.001229400242333388
1,25,0.0013356240089822252
1,26,0.0014292794328098057
1,27,0.001504839668995837
1,28,0.0015585880749243906
1,29,0.0015891716287934957
1,30,0.0015977034083292819
1,31,0.0015874041480607307
1,32,0.0015628807464258486
1,33,0.0015292190351084145
1,34,0.0014910996345500515
1,35,0.0014521235648240496
1,36,0.0014144674914642742
1,37,0.0013788976057179873
1,38,0.0013450818574677484
1,39,0.001312075928236461
1,40,0.0012788335977027996
1,41,0.0012446094990642897
1,42,0.0012091722634172992
1,43,0.0011728111063384282
1,44,0.0011361789810720425
1,45,0.001100054089400318
1,46,0.0010651104386943176
1,47,0.0010317686244419536
1,48,0.0010001597973023646
1,49,0.0009701930839227664
1,50,0.0009416835326080613
1,51,0.0009144833356833995
1,52,0.0008885659783231914
1,53,0.0008640363323450618
1,54,0.0008410699325680455
1,55,0.0008198108183897693
1,56,0.0008002708446493121
1,57,0.0007822706864980314
1,58,0.0007654460416783685
1,59,0.0007493184889586359
1,60,0.0007334077876833458
1,61,0.0007173487285509243
1,62,0.0007009750652844054
1,63,0.0006843450137233504
1,64,0.0006677025912970808
1,65,0.000651389673051739
1,66,0.000635738228475841
1,67,0.0006209763830413341
1,68,0.0006071750594762876
1,69,0.0005942470336930583
1,70,0.0005819927589310551
1,71,0.0005701731813699974
1,72,0.0005585833449997139
1,73,0.0005471033179799652
1,74,0.0005357131504975017
1,75,0.0005244721217225049
1,76,0.0005134745747526993
1,77,0.000502801211865156
1,78,0.0004924840656669841
1,79,0.0004824963532866198
1,80,0.00047276808149112546
1,81,0.00046321855781047787
1,82,0.0004537913178219719
1,83,0.00044447714864717365
1,84,0.0004353164155403084
1,85,0.0004263804173322576
1,86,0.00041773969197866955
1,87,0.0004094320420138329
1,88,0.00040144289460973564
1,89,0.0003937056969457662
1,90,0.000386122350842526
1,91,0.00037859613533267
1,92,0.0003710649323475644
1,93,0.00036352249571058436
1,94,0.0003560199254271175
1,95,0.00034864673930030065
1,96,0.00034149830802480486
1,97,0.00033464127874237206
1,98,0.0003280892519904649
1,99,0.0003217972352990421
1,100,0.0003156766739430028
1,101,0.0003096255871449532
1,102,0.00030356309541566947
1,103,0.0002974562244982267
1,104,0.00029132973868872315
1,105,0.00028525581037540523
1,106,0.00027932739976153665
1,107,0.0002736248176256872
1,108,0.0002681871587391489
1,109,0.00026299842696824534
1,110,0.00025799295820707474
1,111,0.00025307805615696965
1,112,0.0002481659210522225
1,113,0.00024320394700599217
1,114,0.00023819323564847959
1,115,0.0002331893459647478
1,116,0.00022828534694605603
1,117,0.0002235830492937032
1,118,0.00021916191406649908
1,119,0.0002150554436032291
1,120,0.0002112419058573762
1,121,0.00020765119154736634
1,122,0.0002041842802142466
1,123,0.00020073802324656472
1,124,0.0001972269332201329
1,125,0.0001935955746017611
1,126,0.00018981912406081087
1,127,0.0001858941703414861
1,128,0.0001818252084969177
1,129,0.0001776133890400792
1,130,0.00017325262443061097
1,131,0.00016873479231882318
1,132,0.00016406183657044813
1,133,0.00015925954918546317
1,134,0.00015438683406321382
1,135,0.00014953564862311424
1,136,0.0001448200559598041
1,137,0.00014035670093630315
1,138,0.00013624213644141477
1,139,0.00013253365799933682
1,140,0.0001292392357166648
1,141,0.00012631917055001894
1,142,0.00012369832017551495
1,143,0.0001212844782050478
1,144,0.00011898687164205442
1,145,0.00011672927527962223
1,146,0.00011445465853122262
1,147,0.00011212164599664528
1,148,0.00010969613994191643
1,149,0.00010714311355879832
1,150,0.00010442326624145983
1,151,0.00010149709370607204
1,152,9.833578316047398e-05
1,153,9.493536748247513e-05
1,154,9.132886119016869e-05
1,155,8.759128926759941e-05
1,156,8.383455778727914e-05
1,157,8.019229605628381e-05
1,158,7.679802017868966e-05
1,159,7.376212264535755e-05
1,160,7.115356368063091e-05
1,161,6.899063928960734e-05
1,162,6.7242385377951e-05
1,163,6.583903734673245e-05
1,164,6.46875646492794e-05
1,165,6.368740315522878e-05
1,166,6.274231891988429e-05
1,167,6.176644821035172e-05
1,168,6.068511958062104e-05
1,169,5.943310049221428e-05
1,170,5.795368234863618e-05
1,171,5.6201278293437434e-05
1,172,5.4148285095251386e-05
1,173,5.179462258989479e-05
1,174,4.917653241226122e-05
1,175,4.6370625866945805e-05
1,176,4.349009831658184e-05
1,177,4.0672199939267955e-05
1,178,3.805874196362578e-05
1,179,3.577370317042161e-05
1,180,3.390309775556025e-05
1,181,3.248179606384032e-05
1,182,3.149011308724464e-05
1,183,3.0860325870520644e-05
1,184,3.0490722918872677e-05
1,185,3.0263134570305313e-05
1,186,3.005961021555255e-05
1,187,2.9774973922081433e-05
1,188,2.9323921529262042e-05
1,189,2.8643366893805654e-05
1,190,2.7692160292867e-05
1,191,2.6450622800326874e-05
1,192,2.4921536647421482e-05
1,193,2.313270332531623e-05
1,194,2.1139596908613644e-05
1,195,1.90256796554472e-05
1,196,1.6898045357983333e-05
1,197,1.487724067367603e-05
1,198,1.3081994708519633e-05
1,199,1.1611495391786886e-05
1,200,1.05290873453969e-05
1,201,9.851350508898515e-06
1,202,9.545366862078562e-06
1,203,9.534935855376193e-06
1,204,9.714205958058817e-06
1,205,9.965378054720643e-06
1,206,1.0176361861498413e-05
1,207,1.0254725032278749e-05
1,208,1.0135745066900792e-05
1,209,9.78430847298835e-06
1,210,9.192127252807212e-06
1,211,8.37270250540169e-06
1,212,7.356408238342479e-06
1,213,6.1871268921226505e-06
1,214,4.92049059791284e-06
1,215,3.6225576324901783e-06
1,216,2.367186760604255e-06
1,217,1.230696560998131e-06
1,218,2.834908271578994e-07
1,219,-4.202325758088986e-07
1,220,-8.523642019553894e-07
1,221,-1.0175520786117698e-06
1,222,-9.543420957164783e-07
1,223,-7.298225901976443e-07
1,224,-4.285861514842054e-07
1,225,-1.3844215513207864e-07
1,226,6.377235790197544e-08
1,227,1.2303562606931333e-07
1,228,1.1464077680374812e-08
1,229,-2.723813686934882e-07
1,230,-7.089901637906751e-07
1,231,-1.2658001858834646e-06
1,232,-1.9048103828961784e-06
1,233,-2.5878584010797715e-06
1,234,-3.278790844961436e-06
1,235,-3.943161820416197e-06
1,236,-4.547099612476913e-06
1,237,-5.057215528685288e-06
1,238,-5.4428265516183206e-06
1,239,-5.6805778552814065e-06
1,240,-5.760258528017867e-06
1,241,-5.689724317759219e-06
1,242,-5.496744999504487e-06
1,243,-5.226361510459474e-06
1,244,-4.933726280085919e-06
1,245,-4.673927073188793e-06
1,246,-4.491411283572623e-06
1,247,-4.411916710498888e-06
1,248,-4.439143793836121e-06
1,249,-4.5569774192565765e-06
1,250,-4.736357368311569e-06
1,251,-4.944483991562565e-06
1,252,-5.153410713063883e-06
1,253,-5.3454312364903075e-06
1,254,-5.513887114262054e-06
1,255,-5.659672056787589e-06
1,256,-5.7852152207925084e-06
1,257,-5.888562148974921e-06
1,258,-5.9600515357763285e-06
1,259,-5.983058833034378e-06
1,260,-5.938714033207543e-06
1,261,-5.8129605860375295e-06
1,262,-5.603357904663717e-06
1,263,-5.322992141019772e-06
1,264,-4.9997739449494396e-06
1,265,-4.670957057561261e-06
1,266,-4.374368839973398e-06
1,267,-4.1390235669572055e-06
1,268,-3.978073592142764e-06
1,269,-3.8863326926704875e-06
1,270,-3.843118456112334e-06
1,271,-3.819411907650741e-06
1,272,-3.786921192905357e-06
1,273,-3.7260469331308957e-06
1,274,-3.6301831618187376e-06
1,275,-3.5051000140492354e-06
1,276,-3.3638904675396993e-06
1,277,-3.2195233627464216e-06
1,278,-3.077886662663468e-06
1,279,-2.9340313400326294e-06
1,280,-2.7731887281187673e-06
1,281,-2.576417100015073e-06
1,282,-2.3290250154479083e-06
1,283,-2.0288124475544922e-06
1,284,-1.6910611849101738e-06
1,285,-1.3481550703041737e-06
1,286,-1.043421962742359e-06
1,287,-8.207049243844446e-07
1,288,-7.126549845465693e-07
1,289,-7.312909502641156e-07
1,290,-8.637935515966484e-07
1,291,-1.074961362531354e-06
1,292,-1.3157391564719203e-06
1,293,-1.5353776339794168e-06
1,294,-1.6936868777719851e-06
1,295,-1.769851098886669e-06
1,296,-1.7653713271386685e-06
1,297,-1.7005381841537505e-06
1,298,-1.6058201483175414e-06
1,299,-1.5110561466359445e-06
1,300,-1.4359005781330522e-06
1,301,-1.384429631420066e-06
1,302,-1.3453796847272162e-06
1,303,-1.2976342082337655e-06
1,304,-1.218908964214485e-06
1,305,-1.094634463382968e-06
1,306,-9.240828836095554e-07
1,307,-7.217868698301941e-07
1,308,-5.138958939161276e-07
1,309,-3.3077439022467965e-07
1,310,-1.983231077861596e-07
1,311,-1.3083265903995759e-07
1,312,-1.275770323780909e-07
1,313,-1.740534527785824e-07
1,314,-2.472262379290386e-07
1,315,-3.2285768024767976e-07
1,316,-3.824237262265752e-07
1,317,-4.173894394724029e-07
1,318,-4.296374829796312e-07
1,319,0.0
1,320,0.0
