phase,outer_iteration,source_shape_dipole_coefficient,target_shape_dipole_coefficient,source_formal_exact_objective,rebased_formal_exact_objective,formal_exact_relative_change,maximum_displacement_ratio,rebased_root_relative_mismatch,rebased_condition_number
pre_linearization,1,8.095902025266998,8.095907434093498,0.0010003514929499714,0.001000351575582109,8.260310305227061e-08,2.2371527017695943e-08,4.835259378801619e-09,253064.06189705012
final_synchronization,1,8.095907434093498,8.095864763300924,0.0010001385246153523,0.001000138287484552,-2.3709795633564726e-07,1.348864177939594e-06,4.774842043171737e-07,253063.35713584267
