outer_iteration,node_index,normal_displacement
1,0,2.643656771877681e-05
1,1,2.6411891665144764e-05
1,2,2.6333914208898485e-05
1,3,2.6196432045986082e-05
1,4,2.5992883158297793e-05
1,5,2.571637264027886e-05
1,6,2.535971052934986e-05
1,7,2.4915463737707626e-05
1,8,2.4376024340682686e-05
1,9,2.373369659658994e-05
1,10,2.298080513614774e-05
1,11,2.21098267433761e-05
1,12,2.1113548022700657e-05
1,13,1.998525097892018e-05
1,14,1.8718928087266506e-05
1,15,1.7309527757456934e-05
1,16,1.575323015355324e-05
1,17,1.4047752072881862e-05
1,18,1.2192677968244185e-05
1,19,1.0189812180093072e-05
1,20,8.043545002946013e-06
1,21,5.761222340335128e-06
1,22,3.353505427857607e-06
1,23,8.34703494787722e-07
1,24,-1.7769415879681054e-06
1,25,-4.45904346794983e-06
1,26,-7.184960659891591e-06
1,27,-9.923818422656448e-06
1,28,-1.264069636080698e-05
1,29,-1.5297015127849253e-05
1,30,-1.785115344917089e-05
1,31,-2.0259321466227343e-05
1,32,-2.2476707411151138e-05
1,33,-2.4458901218333787e-05
1,34,-2.616358043216131e-05
1,35,-2.7552420594666554e-05
1,36,-2.859316463774591e-05
1,37,-2.9261754830262927e-05
1,38,-2.9544398619443633e-05
1,39,-2.9439409393261493e-05
1,40,-2.8958639016693424e-05
1,41,-2.8128306201495527e-05
1,42,-2.698902926380354e-05
1,43,-2.5594899548408455e-05
1,44,-2.401148775107266e-05
1,45,-2.2312762281605407e-05
1,46,-2.0577015547055498e-05
1,47,-1.8882033922061052e-05
1,48,-1.7299896568375888e-05
1,49,-1.589192586233147e-05
1,50,-1.4704409662230005e-05
1,51,-1.3765740286482103e-05
1,52,-1.3085534914046816e-05
1,53,-1.2656093743649074e-05
1,54,-1.2456210714105507e-05
1,55,-1.2456900985406292e-05
1,56,-1.2628111303065868e-05
1,57,-1.2945035464414597e-05
1,58,-1.3392401245194715e-05
1,59,-1.3965171304940342e-05
1,60,-1.4664624914222102e-05
1,61,-1.5489797507305238e-05
1,62,-1.6425656844726867e-05
1,63,-1.7430923354777896e-05
1,64,-1.842966312658443e-05
1,65,-1.9311152886080757e-05
1,66,-1.9941527982915327e-05
1,67,-2.0188109876353984e-05
1,68,-1.995327689429294e-05
1,69,-1.9210146187946416e-05
1,70,-1.8028674017923127e-05
1,71,-1.6579910021719457e-05
1,72,-1.5109656978423953e-05
1,73,-1.3881188033695456e-05
1,74,-1.3098550415664446e-05
1,75,-1.2833691595883798e-05
1,76,-1.2986890128227532e-05
1,77,-1.3305590892255497e-05
1,78,-1.3469361146809738e-05
1,79,-1.322134960552862e-05
1,80,-1.2498867985553483e-05
1,81,-1.150147191815301e-05
1,82,-1.064689776074191e-05
1,83,-1.0407021586919219e-05
1,84,-1.107587135771843e-05
1,85,-1.257263727601748e-05
1,86,-1.4392252422108274e-05
1,87,-1.5764819404452558e-05
1,88,-1.59838545311384e-05
1,89,-1.4758482300430701e-05
1,90,-1.2400760996759128e-05
1,91,-9.720879113442475e-06
1,92,-7.656450728984815e-06
1,93,-6.826173915581254e-06
1,94,-7.262485223353047e-06
1,95,-8.47894369002695e-06
1,96,-9.81188911242832e-06
1,97,-1.0789559265985481e-05
1,98,-1.127533864414711e-05
1,99,-1.1328430673985455e-05
1,100,-1.0972151454252618e-05
