component,sigma,omega_rad_s,coefficient,value_dimensional,value_nondimensional,harmonic_fit_residual_nrmse,restoring_subtraction,diagnostic_zero_restoring_component,response_calibration_used
raw_bem,1.4,7.774541989381373,A33,-22.799721914426968,-0.7090031913750752,0.03186180868606067,zero_diagnostic_only,False,False
raw_bem,1.4,7.774541989381373,A53,-9.803939115205,-0.9587207466574379,0.048336031259545956,zero_diagnostic_only,False,False
raw_bem,1.4,7.774541989381373,B33,327.76594414056797,1.8354209702147481,0.03186180868606067,zero_diagnostic_only,False,False
raw_bem,1.4,7.774541989381373,B53,6.176116724894595,0.10875775584244034,0.048336031259545956,zero_diagnostic_only,False,False
resolved_station_bem,1.4,7.774541989381373,A33,-18.912290764873536,-0.5881157041667238,0.07898739001014916,zero_diagnostic_only,False,False
resolved_station_bem,1.4,7.774541989381373,A53,-11.366363275197248,-1.1115091758450732,0.09217333872906903,zero_diagnostic_only,False,False
resolved_station_bem,1.4,7.774541989381373,B33,318.24621200396393,1.7821124544683509,0.07898739001014916,zero_diagnostic_only,False,False
resolved_station_bem,1.4,7.774541989381373,B53,10.332724812259283,0.18195316124599295,0.09217333872906903,zero_diagnostic_only,False,False
transom_extrapolation,1.4,7.774541989381373,A33,-3.8874311495534126,-0.12088748720835087,0.22925571215675666,zero_diagnostic_only,False,False
transom_extrapolation,1.4,7.774541989381373,A53,1.5624241599922406,0.1527884291876347,0.23318739467407773,zero_diagnostic_only,False,False
transom_extrapolation,1.4,7.774541989381373,B33,9.519732136603945,0.05330851574639695,0.22925571215675666,zero_diagnostic_only,False,False
transom_extrapolation,1.4,7.774541989381373,B53,-4.156608087364682,-0.07319540540355253,0.23318739467407773,zero_diagnostic_only,False,False
pre_chine_bem,1.4,7.774541989381373,A33,-21.48755965110463,-0.6681988677175662,0.04986019351838621,zero_diagnostic_only,False,False
pre_chine_bem,1.4,7.774541989381373,A53,-8.798375327598967,-0.8603873263927018,0.0515564439517701,zero_diagnostic_only,False,False
pre_chine_bem,1.4,7.774541989381373,B33,72.91785150564992,0.4083247700044076,0.04986019351838621,zero_diagnostic_only,False,False
pre_chine_bem,1.4,7.774541989381373,B53,24.74315297734916,0.4357122622757128,0.0515564439517701,zero_diagnostic_only,False,False
post_chine_bem,1.4,7.774541989381373,A33,-1.3121622633223105,-0.040804323657508176,0.014673403108751058,zero_diagnostic_only,False,False
post_chine_bem,1.4,7.774541989381373,A53,-1.00556378760604,-0.09833342026473667,0.020454847006672532,zero_diagnostic_only,False,False
post_chine_bem,1.4,7.774541989381373,B33,254.84809263491798,1.4270962002103402,0.014673403108751058,zero_diagnostic_only,False,False
post_chine_bem,1.4,7.774541989381373,B53,-18.567036252454585,-0.3269545064332729,0.020454847006672532,zero_diagnostic_only,False,False
longitudinal_bin_aft_post_chine,1.4,7.774541989381373,A33,0.7963614845433766,0.024764461432846274,0.00407982733996452,zero_diagnostic_only,False,False
longitudinal_bin_aft_post_chine,1.4,7.774541989381373,A53,-0.24959444864518,-0.024407676685337606,0.0049183421655879175,zero_diagnostic_only,False,False
