time_s,draft_m,jet_cut_count,contact_y_over_Vt,pressure_reference_nrmse,pressure_peak_z_over_Vt,pressure_peak_cp,vertical_force_coefficient
0.0011250000000000001,0.011125,0,4.765833956149941,4.5310789743663085,0.6247139588100687,203.62106269546013,708.8006704888653
0.0012500000000000002,0.01125,0,4.72484349427128,5.868644491957422,0.6109839816933638,209.30625317398489,937.5015670825372
0.0013750000000000004,0.011375,0,4.696136308331723,6.500535391681013,0.6018306636155606,207.59842450227194,1050.8249699605267
0.0015000000000000005,0.0115,0,4.683701541996134,7.430185060251254,0.597254004576659,226.05448635179835,1197.361127804612
0.0016250000000000006,0.011625,0,4.690696873798138,8.798075439141693,0.597254004576659,262.31160108054434,1412.2959564999226
0.0017500000000000007,0.01175,0,4.724660417337543,10.475588083682215,0.6109839816933638,307.2086090073456,1677.0538033444827
0.0018750000000000008,0.011875,0,4.788918484509224,11.84904897893436,0.6338672768878719,333.98358074070325,1923.239097754737
0.002000000000000001,0.012,0,4.88117372494588,12.375535947048293,0.5560640732265447,323.8227659981548,2081.4954391678284
0.002125000000000001,0.012125,0,4.995887764767489,13.495241362443583,0.5881006864988558,330.29079812335596,2327.953679922794
0.002250000000000001,0.01225,0,5.132073730620981,16.753227866301565,0.5194508009153318,410.32091462552495,2880.304934614097
0.0023750000000000012,0.012375,0,5.310514269220399,28.098844633575595,0.5743707093821511,712.0930727919656,4755.370988902539
0.0025000000000000014,0.0125,0,5.561492130121555,43.3529114438147,0.77116704805492,1264.8541284178684,7207.222856766105
