coarse_panel_count,fine_panel_count,pseudo_time_relative_difference,kinematic_rms_relative_change,root_body_eta_relative_change,interface_s_lambda_relative_change,measured_s_lambda_relative_change,solved_dipole_coefficient_relative_change,body_vertical_force_coefficient_relative_change,computed_pressure_peak_relative_change,computed_peak_eta_relative_change,free_surface_nrmse_relative_change,pressure_nrmse_relative_change,kinematic_rms_trajectory_relative_l2,root_body_eta_trajectory_relative_l2,free_surface_eta_relative_l2,body_pressure_curve_relative_l2,full_body_pressure_curve_relative_l2,shallow_jet_pressure_curve_relative_l2_diagnostic
80,120,0.025502104936824522,0.009857586321697445,0.0008684999258978611,0.013512968269202816,0.028684351440778286,0.00042933427719894334,0.001954310578465926,0.0010226136600684538,0.0009539064559471521,1.574274246303237e-05,0.0032055381011581877,0.008203327525503974,0.0006131767282932817,0.0003764796105777709,0.0024529893704370526,0.009023507577606308,0.11275587851773955
