run,outer_panel_count,pseudo_cfl,root_state_recovery,accepted_steps,added_pseudo_time,root_relative_mismatch,kinematic_rms,root_body_eta,interface_s_lambda,measured_s_lambda,solved_dipole_coefficient,body_vertical_force_coefficient,computed_pressure_peak,computed_peak_eta,free_surface_nrmse,pressure_nrmse,regrid_geometry_relative_l2,regrid_maximum_selected_state_change
self_similar_wedge_20deg_grid80_quadratic_root_cfl010_8steps_v71,80,0.1,quadratic_root_extrapolation,8,0.003272749974413289,0.001631266844164407,0.34441752655467567,0.3599777583345933,2.5682371932077532,2.5640477130265236,6.758700872783769,32.04022252607228,13.966348451706315,0.31747845338663727,0.2746903740343434,0.3516376434023046,0.0,0.0
self_similar_wedge_20deg_grid120_quadratic_root_cfl010_13steps_v72,120,0.1,quadratic_root_extrapolation,13,0.0033583961453309457,0.016985381100134613,0.347846452991738,0.3602906707554461,2.5335326855081504,2.490499667315147,6.7557991308297485,32.1029616836908,13.980645250516064,0.3177815872943385,0.27469469848223754,0.350510455538577,5.339001281828382e-06,0.0015229120819404973
