case,x,panel,chain_real,chain_imag,pressure_delta_real,pressure_delta_imag
fn167,1.7902623815836317e-05,0,-3.8995979264984016e-14,-1.0266192117843489e-14,1.3258632950094564e-10,3.4905053200667864e-11
fn167,1.7902623815836317e-05,1,-3.2759973231778134e-14,-1.5257027789576344e-14,1.1138390898804566e-10,5.187389448455957e-11
fn167,1.7902623815836317e-05,2,-1.1963595593620059e-14,-1.2247517605446894e-14,4.06762250183082e-11,4.164155985851944e-11
fn167,1.7902623815836317e-05,3,-6.3288310780615665e-15,-1.0885759333531654e-14,2.1518025665409328e-11,3.7011581734007626e-11
fn167,1.7902623815836317e-05,4,-3.02759944404118e-15,-8.177821276420756e-15,1.0293838109740013e-11,2.780459233983057e-11
fn167,1.7902623815836317e-05,5,-1.3188986831624493e-15,-5.975877218093117e-15,4.484255522752328e-12,2.0317982541516598e-11
fn167,1.7902623815836317e-05,6,5.05129627531577e-16,-3.5427857963725092e-15,-1.7174407336073618e-12,1.2045471707666531e-11
fn167,1.7902623815836317e-05,7,2.641707415137869e-16,-4.523366923292177e-15,-8.981805211468754e-13,1.53794475391934e-11
fn167,1.7902623815836317e-05,8,1.529536164830291e-15,-4.312803077488118e-15,-5.200422960422989e-12,1.4663530463459604e-11
fn167,1.7902623815836317e-05,9,2.2705411890076207e-15,-2.678777371962455e-15,-7.719840042625911e-12,9.107843064672347e-12
fn167,1.7902623815836317e-05,10,1.675663521252781e-15,-3.739693423931186e-15,-5.697255972259456e-12,1.2714957641366032e-11
fn167,1.7902623815836317e-05,11,2.8858655817689418e-15,-3.4362861133573076e-15,-9.811942978014402e-12,1.1683372785414845e-11
fn167,1.7902623815836317e-05,12,2.4660877191823404e-15,2.5450054328015345e-16,-8.384698245219956e-12,-8.653018471525217e-13
fn167,1.7902623815836317e-05,13,2.84197722845882e-15,-1.3018111251572444e-16,-9.662722576759988e-12,4.426157825534631e-13
fn167,1.7902623815836317e-05,14,2.9891483817375186e-15,-6.123259575833853e-16,-1.0163104497907563e-11,2.08190825578351e-12
fn167,1.7902623815836317e-05,15,3.249134823949492e-15,6.584820116379788e-16,-1.1047058401428273e-11,-2.238838839569128e-12
fn167,1.7902623815836317e-05,16,3.787229294524632e-15,4.876415744694598e-16,-1.287657960138375e-11,-1.6579813531961632e-12
fn167,1.7902623815836317e-05,17,5.0588706276584155e-15,8.799999602732148e-16,-1.7200160134038613e-11,-2.9919998649289303e-12
fn167,1.7902623815836317e-05,18,4.132461131620214e-15,1.1886806810730694e-15,-1.4050367847508726e-11,-4.041514315648436e-12
fn167,1.7902623815836317e-05,19,4.936428524914643e-15,2.338892410052701e-15,-1.6783856984709786e-11,-7.952234194179183e-12
fn167,1.7902623815836317e-05,20,3.1107177076211456e-15,6.352129087504071e-16,-1.0576440205911894e-11,-2.1597238897513843e-12
fn167,1.7902623815836317e-05,21,5.140060738953803e-15,1.6193925592612641e-15,-1.747620651244293e-11,-5.505934701488298e-12
fn167,1.7902623815836317e-05,22,3.880346354102582e-15,1.7438681382247514e-15,-1.319317760394878e-11,-5.929151669964155e-12
fn167,1.7902623815836317e-05,23,4.18325963208479e-15,2.198322163994883e-15,-1.4223082749088285e-11,-7.474295357582602e-12
fn167,1.7902623815836317e-05,24,6.232234499583324e-15,3.212189546058843e-15,-2.11895972985833e-11,-1.0921444456600066e-11
