coefficient,reference_value,computed_value,computed_body_integral_value,computed_end_term_value,gate_error_ratio,time_step_scale,free_surface_velocity_scale,history_rhs_scale,case_name
A53,0.15,0.1362970101693546,0.1362970101693546,0.0,0.3045108851254524,1.0,0.1,0.0,st5_bp8_fs4_cp4_r2p0_h2_fsm_noend_pr1p0_pl1p0_pf1p0_pm1p0_dt1p0_fv0p1_hr0p0
