case_name,coefficient,total_rows,pass_rows,fail_rows,error_rows,finite_gate_rows,median_gate_error_ratio,max_gate_error_ratio,median_abs_error,median_rel_error,max_heave_residual,max_pitch_residual,max_heave_condition_number,max_pitch_condition_number,pass_fraction,diagnostic_conclusion,gate_role
st5_bp8_fs4_cp4_r2p0_h2_fsm_noend_pr1p0_pl1p0_pf1p0_pm1p0_dt1p0_fv0p1_hr0p0,A53,1,1,0,0,1,0.3045108851254524,0.3045108851254524,0.013702989830645357,0.09135326553763572,5.86230138325563e-16,4.385277412078186e-16,26.83718311049982,26.83718311049982,1.0,selected_rows_within_tolerance,diagnostic_matched_wigley_sensitivity_not_hard_gate
st5_bp8_fs4_cp4_r2p0_h2_fsm_noend_pr1p0_pl1p0_pf1p0_pm1p0_dt1p0_fv0p1_hr0p25,A53,1,1,0,0,1,0.30609562345205854,0.30609562345205854,0.013774303055342635,0.09182868703561757,3.8515366434207466e-16,4.598569652049609e-16,26.83718311049982,26.83718311049982,1.0,selected_rows_within_tolerance,diagnostic_matched_wigley_sensitivity_not_hard_gate
st5_bp8_fs4_cp4_r2p0_h2_fsm_noend_pr1p0_pl1p0_pf1p0_pm1p0_dt1p0_fv0p1_hr0p5,A53,1,1,0,0,1,0.307235631024518,0.307235631024518,0.013825603396103309,0.09217068930735539,4.480091812986155e-16,4.385277412078186e-16,26.83718311049982,26.83718311049982,1.0,selected_rows_within_tolerance,diagnostic_matched_wigley_sensitivity_not_hard_gate
st5_bp8_fs4_cp4_r2p0_h2_fsm_noend_pr1p0_pl1p0_pf1p0_pm1p0_dt1p0_fv0p1_hr1p0,A53,1,1,0,0,1,0.30818145390698853,0.30818145390698853,0.013868165425814483,0.09245443617209656,3.2597116105011107e-16,4.385277412078186e-16,26.83718311049982,26.83718311049982,1.0,selected_rows_within_tolerance,diagnostic_matched_wigley_sensitivity_not_hard_gate
st5_bp8_fs4_cp4_r2p0_h2_fsm_noend_pr1p0_pl1p0_pf1p0_pm1p0_dt0p5_fv0p5_hr1p0,A53,1,1,0,0,1,0.4464556760327982,0.4464556760327982,0.020090505421475918,0.13393670280983946,4.304601078276832e-16,4.388620633461146e-16,26.83718311049982,26.83718311049982,1.0,selected_rows_within_tolerance,diagnostic_matched_wigley_sensitivity_not_hard_gate
st5_bp8_fs4_cp4_r2p0_h2_fsm_noend_pr1p0_pl1p0_pf1p0_pm1p0_dt0p5_fv0p5_hr0p5,A53,1,1,0,0,1,0.4473792686589188,0.4473792686589188,0.020132067089651345,0.13421378059767564,5.526542247523852e-16,5.830778308780993e-16,26.83718311049982,26.83718311049982,1.0,selected_rows_within_tolerance,diagnostic_matched_wigley_sensitivity_not_hard_gate
st5_bp8_fs4_cp4_r2p0_h2_fsm_noend_pr1p0_pl1p0_pf1p0_pm1p0_dt0p5_fv0p5_hr0p25,A53,1,1,0,0,1,0.44789627980775487,0.44789627980775487,0.020155332591348968,0.13436888394232646,3.0654766776700195e-16,5.794019946991664e-16,26.83718311049982,26.83718311049982,1.0,selected_rows_within_tolerance,diagnostic_matched_wigley_sensitivity_not_hard_gate
st5_bp8_fs4_cp4_r2p0_h2_fsm_noend_pr1p0_pl1p0_pf1p0_pm1p0_dt0p5_fv0p5_hr0p0,A53,1,1,0,0,1,0.4484501008471124,0.4484501008471124,0.020180254538120057,0.13453503025413371,4.055581306631748e-16,5.332019380825036e-16,26.83718311049982,26.83718311049982,1.0,selected_rows_within_tolerance,diagnostic_matched_wigley_sensitivity_not_hard_gate
st5_bp8_fs4_cp4_r2p0_h2_fsm_noend_pr1p0_pl1p0_pf1p0_pm1p0_dt0p75_fv0p25_hr1p0,A53,1,1,0,0,1,0.9141432633354257,0.9141432633354257,0.041136446850094155,0.2742429790006277,6.328692299312509e-16,4.661729887214324e-16,26.83718311049982,26.83718311049982,1.0,selected_rows_within_tolerance,diagnostic_matched_wigley_sensitivity_not_hard_gate
st5_bp8_fs4_cp4_r2p0_h2_fsm_noend_pr1p0_pl1p0_pf1p0_pm1p0_dt0p75_fv0p25_hr0p5,A53,1,1,0,0,1,0.9158354442573525,0.9158354442573525,0.041212594991580864,0.2747506332772058,4.0161880129720275e-16,5.265408712691268e-16,26.83718311049982,26.83718311049982,1.0,selected_rows_within_tolerance,diagnostic_matched_wigley_sensitivity_not_hard_gate
st5_bp8_fs4_cp4_r2p0_h2_fsm_noend_pr1p0_pl1p0_pf1p0_pm1p0_dt0p75_fv0p25_hr0p25,A53,1,1,0,0,1,0.9169293730539313,0.9169293730539313,0.041261821787426906,0.2750788119161794,4.935368001520511e-16,5.817572843425985e-16,26.83718311049982,26.83718311049982,1.0,selected_rows_within_tolerance,diagnostic_matched_wigley_sensitivity_not_hard_gate
st5_bp8_fs4_cp4_r2p0_h2_fsm_noend_pr1p0_pl1p0_pf1p0_pm1p0_dt0p75_fv0p25_hr0p0,A53,1,1,0,0,1,0.9181885274075874,0.9181885274075874,0.04131848373334143,0.2754565582222762,4.848445226680571e-16,4.93341154732236e-16,26.83718311049982,26.83718311049982,1.0,selected_rows_within_tolerance,diagnostic_matched_wigley_sensitivity_not_hard_gate
st5_bp8_fs4_cp4_r2p0_h2_fsm_noend_pr1p0_pl1p0_pf1p0_pm1p0_dt0p25_fv1p0_hr0p0,A53,1,0,1,0,1,1.4371358336438549,1.4371358336438549,0.06467111251397346,0.43114075009315644,5.499174297836153e-16,5.330604556893194e-16,26.83718311049982,26.83718311049982,0.0,selected_rows_outside_tolerance,diagnostic_matched_wigley_sensitivity_not_hard_gate
st5_bp8_fs4_cp4_r2p0_h2_fsm_noend_pr1p0_pl1p0_pf1p0_pm1p0_dt0p5_fv0p25_hr0p0,A53,1,0,1,0,1,1.4371358336438549,1.4371358336438549,0.06467111251397346,0.43114075009315644,5.499174297836153e-16,5.330604556893194e-16,26.83718311049982,26.83718311049982,0.0,selected_rows_outside_tolerance,diagnostic_matched_wigley_sensitivity_not_hard_gate
st5_bp8_fs4_cp4_r2p0_h2_fsm_noend_pr1p0_pl1p0_pf1p0_pm1p0_dt0p25_fv1p0_hr0p25,A53,1,0,1,0,1,1.4372342331213948,1.4372342331213948,0.06467554049046276,0.4311702699364184,4.475984900571325e-16,4.385277412078186e-16,26.83718311049982,26.83718311049982,0.0,selected_rows_outside_tolerance,diagnostic_matched_wigley_sensitivity_not_hard_gate
st5_bp8_fs4_cp4_r2p0_h2_fsm_noend_pr1p0_pl1p0_pf1p0_pm1p0_dt0p25_fv1p0_hr0p5,A53,1,0,1,0,1,1.4373301539636307,1.4373301539636307,0.06467985692836338,0.4311990461890892,3.4680293271603986e-16,4.385277412078186e-16,26.83718311049982,26.83718311049982,0.0,selected_rows_outside_tolerance,diagnostic_matched_wigley_sensitivity_not_hard_gate
st5_bp8_fs4_cp4_r2p0_h2_fsm_noend_pr1p0_pl1p0_pf1p0_pm1p0_dt0p5_fv0p25_hr0p25,A53,1,0,1,0,1,1.4375088752575884,1.4375088752575884,0.06468789938659147,0.4312526625772765,3.762959163935518e-16,4.385277412078186e-16,26.83718311049982,26.83718311049982,0.0,selected_rows_outside_tolerance,diagnostic_matched_wigley_sensitivity_not_hard_gate
st5_bp8_fs4_cp4_r2p0_h2_fsm_noend_pr1p0_pl1p0_pf1p0_pm1p0_dt0p25_fv1p0_hr1p0,A53,1,0,1,0,1,1.4375145597421948,1.4375145597421948,0.06468815518839877,0.4312543679226585,3.8897041860255777e-16,4.385277412078186e-16,26.83718311049982,26.83718311049982,0.0,selected_rows_outside_tolerance,diagnostic_matched_wigley_sensitivity_not_hard_gate
st5_bp8_fs4_cp4_r2p0_h2_fsm_noend_pr1p0_pl1p0_pf1p0_pm1p0_dt0p5_fv0p25_hr0p5,A53,1,0,1,0,1,1.4378451069808038,1.4378451069808038,0.06470302981413617,0.43135353209424115,4.4300488311834607e-16,4.385277412078186e-16,26.83718311049982,26.83718311049982,0.0,selected_rows_outside_tolerance,diagnostic_matched_wigley_sensitivity_not_hard_gate
st5_bp8_fs4_cp4_r2p0_h2_fsm_noend_pr1p0_pl1p0_pf1p0_pm1p0_dt0p5_fv0p25_hr1p0,A53,1,0,1,0,1,1.4384071407556793,1.4384071407556793,0.06472832133400556,0.43152214222670376,3.878803823270699e-16,4.385277412078186e-16,26.83718311049982,26.83718311049982,0.0,selected_rows_outside_tolerance,diagnostic_matched_wigley_sensitivity_not_hard_gate
st5_bp8_fs4_cp4_r2p0_h2_fsm_noend_pr1p0_pl1p0_pf1p0_pm1p0_dt0p75_fv0p1_hr0p0,A53,1,0,1,0,1,1.6262780631788685,1.6262780631788685,0.07318251284304908,0.48788341895366055,3.866003273053035e-16,4.385277412078186e-16,26.83718311049982,26.83718311049982,0.0,selected_rows_outside_tolerance,diagnostic_matched_wigley_sensitivity_not_hard_gate
st5_bp8_fs4_cp4_r2p0_h2_fsm_noend_pr1p0_pl1p0_pf1p0_pm1p0_dt0p75_fv0p1_hr0p25,A53,1,0,1,0,1,1.6270008599684334,1.6270008599684334,0.0732150386985795,0.48810025799053,3.6709239428688535e-16,4.385277412078186e-16,26.83718311049982,26.83718311049982,0.0,selected_rows_outside_tolerance,diagnostic_matched_wigley_sensitivity_not_hard_gate
st5_bp8_fs4_cp4_r2p0_h2_fsm_noend_pr1p0_pl1p0_pf1p0_pm1p0_dt0p75_fv0p1_hr0p5,A53,1,0,1,0,1,1.6275584312009197,1.6275584312009197,0.07324012940404138,0.4882675293602759,4.0758978940421445e-16,4.385277412078186e-16,26.83718311049982,26.83718311049982,0.0,selected_rows_outside_tolerance,diagnostic_matched_wigley_sensitivity_not_hard_gate
st5_bp8_fs4_cp4_r2p0_h2_fsm_noend_pr1p0_pl1p0_pf1p0_pm1p0_dt0p75_fv0p1_hr1p0,A53,1,0,1,0,1,1.6281778969946645,1.6281778969946645,0.0732680053647599,0.48845336909839937,4.3823505056876083e-16,4.385277412078186e-16,26.83718311049982,26.83718311049982,0.0,selected_rows_outside_tolerance,diagnostic_matched_wigley_sensitivity_not_hard_gate
st5_bp8_fs4_cp4_r2p0_h2_fsm_noend_pr1p0_pl1p0_pf1p0_pm1p0_dt0p25_fv0p5_hr0p0,A53,1,0,1,0,1,2.38390813783878,2.38390813783878,0.1072758662027451,0.715172441351634,4.647242015278253e-16,4.385277412078186e-16,26.83718311049982,26.83718311049982,0.0,selected_rows_outside_tolerance,diagnostic_matched_wigley_sensitivity_not_hard_gate
st5_bp8_fs4_cp4_r2p0_h2_fsm_noend_pr1p0_pl1p0_pf1p0_pm1p0_dt0p25_fv0p5_hr0p25,A53,1,0,1,0,1,2.383983622190657,2.383983622190657,0.10727926299857957,0.7151950866571971,3.1771068600495334e-16,4.385277412078186e-16,26.83718311049982,26.83718311049982,0.0,selected_rows_outside_tolerance,diagnostic_matched_wigley_sensitivity_not_hard_gate
st5_bp8_fs4_cp4_r2p0_h2_fsm_noend_pr1p0_pl1p0_pf1p0_pm1p0_dt0p25_fv0p5_hr0p5,A53,1,0,1,0,1,2.384056627907231,2.384056627907231,0.10728254825582538,0.7152169883721692,4.511099730616813e-16,4.385277412078186e-16,26.83718311049982,26.83718311049982,0.0,selected_rows_outside_tolerance,diagnostic_matched_wigley_sensitivity_not_hard_gate
st5_bp8_fs4_cp4_r2p0_h2_fsm_noend_pr1p0_pl1p0_pf1p0_pm1p0_dt0p25_fv0p5_hr1p0,A53,1,0,1,0,1,2.3841952034344684,2.3841952034344684,0.10728878415455108,0.7152585610303406,5.291113274057903e-16,4.385277412078186e-16,26.83718311049982,26.83718311049982,0.0,selected_rows_outside_tolerance,diagnostic_matched_wigley_sensitivity_not_hard_gate
st5_bp8_fs4_cp4_r2p0_h2_fsm_noend_pr1p0_pl1p0_pf1p0_pm1p0_dt0p5_fv0p1_hr0p0,A53,1,0,1,0,1,2.573580945633721,2.573580945633721,0.11581114255351743,0.7720742836901162,3.7623104249065226e-16,4.385277412078186e-16,26.83718311049982,26.83718311049982,0.0,selected_rows_outside_tolerance,diagnostic_matched_wigley_sensitivity_not_hard_gate
st5_bp8_fs4_cp4_r2p0_h2_fsm_noend_pr1p0_pl1p0_pf1p0_pm1p0_dt0p5_fv0p1_hr0p25,A53,1,0,1,0,1,2.573845519592081,2.573845519592081,0.11582304838164363,0.7721536558776242,3.1749594726822697e-16,4.385277412078186e-16,26.83718311049982,26.83718311049982,0.0,selected_rows_outside_tolerance,diagnostic_matched_wigley_sensitivity_not_hard_gate
st5_bp8_fs4_cp4_r2p0_h2_fsm_noend_pr1p0_pl1p0_pf1p0_pm1p0_dt0p5_fv0p1_hr0p5,A53,1,0,1,0,1,2.5740732836599225,2.5740732836599225,0.1158332977646965,0.7722219850979767,3.637824386010554e-16,4.385277412078186e-16,26.83718311049982,26.83718311049982,0.0,selected_rows_outside_tolerance,diagnostic_matched_wigley_sensitivity_not_hard_gate
st5_bp8_fs4_cp4_r2p0_h2_fsm_noend_pr1p0_pl1p0_pf1p0_pm1p0_dt0p5_fv0p1_hr1p0,A53,1,0,1,0,1,2.5744183821240507,2.5744183821240507,0.11584882719558229,0.7723255146372153,3.6572512063518416e-16,4.385277412078186e-16,26.83718311049982,26.83718311049982,0.0,selected_rows_outside_tolerance,diagnostic_matched_wigley_sensitivity_not_hard_gate
st5_bp8_fs4_cp4_r2p0_h2_fsm_noend_pr1p0_pl1p0_pf1p0_pm1p0_dt0p25_fv0p25_hr0p0,A53,1,0,1,0,1,2.858289124173602,2.858289124173602,0.1286230105878121,0.8574867372520806,2.485980283721672e-16,4.385277412078186e-16,26.83718311049982,26.83718311049982,0.0,selected_rows_outside_tolerance,diagnostic_matched_wigley_sensitivity_not_hard_gate
st5_bp8_fs4_cp4_r2p0_h2_fsm_noend_pr1p0_pl1p0_pf1p0_pm1p0_dt0p25_fv0p25_hr0p25,A53,1,0,1,0,1,2.858353150962649,2.858353150962649,0.1286258917933192,0.8575059452887948,2.856549663420835e-16,4.385277412078186e-16,26.83718311049982,26.83718311049982,0.0,selected_rows_outside_tolerance,diagnostic_matched_wigley_sensitivity_not_hard_gate
