stage,panel_count,exact_objective,signed_root_defect,root_relative_mismatch,condition_number,dipole_coefficient
source,320,0.0017860523068484763,-0.0007793363438112551,0.0007793363438112551,190618.6860751117,7.615870948512307
source,640,0.0012427817578431284,-0.0007030514292632683,0.0007030514292632683,426594.650179778,7.613496571434199
source,1280,0.0011562914651016942,-0.0006686820807802146,0.0006686820807802146,1024951.2810093091,7.611848498780804
candidate_factor_1,320,0.001786144582282366,-0.0007811063616793984,0.0007811063616793984,190618.80765869326,7.615823613130079
candidate_factor_1,640,0.0012427606178118293,-0.0007047811524898482,0.0007047811524898482,426594.9201942494,7.613504088053213
candidate_factor_1,1280,0.0011562547423809868,-0.0006704147177023807,0.0006704147177023807,1024951.9281219643,7.611856004409133
candidate_factor_0.75,320,0.0017861186453010081,-0.0007806560324548547,0.0007806560324548547,190618.77705231417,7.615821742915098
candidate_factor_0.75,640,0.0012427604177549006,-0.000704329340894902,0.000704329340894902,426594.8525536455,7.61350221180985
candidate_factor_0.75,1280,0.0011562583561244262,-0.0006699621502805266,0.0006699621502805266,1024951.7662067383,7.611854131005393
candidate_factor_0.5,320,0.0017860961363958074,-0.0007802057016188864,0.0007802057016188864,190618.74644548286,7.615819870977782
candidate_factor_0.5,640,0.001242763921948459,-0.0007038775174150333,0.0007038775174150333,426594.78493369935,7.613500333276414
candidate_factor_0.5,1280,0.0011562657560738314,-0.0006695095828404633,0.0006695095828404633,1024951.6042513811,7.611852256795438
candidate_factor_0.25,320,0.0017860770542443398,-0.0007797553736298145,0.0007797553736298145,190618.71583801878,7.615817997384671
candidate_factor_0.25,640,0.0012427711273693763,-0.00070342569884434,0.00070342569884434,426594.71732171444,7.613498454019073
candidate_factor_0.25,1280,0.0011562769609344834,-0.0006690570130633893,0.0006690570130633893,1024951.4422483357,7.611850377601884
candidate_factor_0.125,320,0.0017860688013222113,-0.000779530207265843,0.000779530207265843,190618.70053242904,7.615817059952578
candidate_factor_0.125,640,0.0012427761248467776,-0.0007031997876545754,0.0007031997876545754,426594.6834789935,7.613497512397973
candidate_factor_0.125,1280,0.001156283975095043,-0.0006688307373018647,0.0006688307373018647,1024951.3612642551,7.6118494398332395
