mode_count,root_rank,nullspace_dimension,linear_floor_objective_ratio,trust_limited_objective_ratio,coefficient_step_norm,maximum_displacement_ratio,trust_scale,maximum_absolute_root_increment,reduced_jacobian_condition_number
8,3,5,0.9941876343540806,0.9941876343540806,0.0016812509181427663,0.0025206259687181967,1.0,1.4230153513872246e-18,23.35007280421124
16,3,13,0.9937894619042239,0.9937894619042239,0.0017969980929377065,0.006078962001894772,1.0,1.198551620364835e-18,142.63703451659214
24,3,21,0.9936167998952905,0.9936167998952905,0.0017942297402939898,0.005298973868069718,1.0,1.6119036986249335e-18,199.7455057966939
32,3,29,0.9932916228098327,0.9932916228098327,0.001790197314033696,0.004612919084963055,1.0,2.234684673093658e-18,249.68602108618126
