component,sigma,in_phase_center_from_cg_m,in_phase_center_from_transom_m,in_phase_center_from_transom_over_beam,damping_center_from_cg_m,damping_center_from_transom_m,damping_center_from_transom_over_beam,restoring_subtraction,response_calibration_used
raw_bem,1.4,0.46775304787635225,0.9352130478763523,2.940921534202366,0.05317832383350306,0.5206383238335031,1.637227433438689,external:sun2007_fig7_4_troesch_restoring/restoring_matrices.csv,False
resolved_station_bem,1.4,0.467103534441685,0.9345635344416849,2.9388790391247954,0.07163753269252619,0.5390975326925261,1.6952752600393903,external:sun2007_fig7_4_troesch_restoring/restoring_matrices.csv,False
transom_extrapolation,1.4,-0.35660887618052683,0.11085112381947315,0.3485884396838778,-0.4286537126803653,0.0388062873196347,0.12203235006174434,external:sun2007_fig7_4_troesch_restoring/restoring_matrices.csv,False
pre_chine_bem,1.4,0.450420483589924,0.9178804835899239,2.886416615062654,0.38226363055507734,0.8497236305550773,2.672086888537979,external:sun2007_fig7_4_troesch_restoring/restoring_matrices.csv,False
post_chine_bem,1.4,0.6912627960804392,1.1587227960804392,3.6437823776114437,-0.07303448885849227,0.3944255111415077,1.2403317960424771,external:sun2007_fig7_4_troesch_restoring/restoring_matrices.csv,False
longitudinal_bin_aft_post_chine,1.4,-0.2995570799300772,0.1679029200699228,0.5279966039934679,-0.34397107375557595,0.12348892624442404,0.3883299567434718,external:sun2007_fig7_4_troesch_restoring/restoring_matrices.csv,False
longitudinal_bin_middle_post_chine,1.4,-0.13826989471841578,0.3291901052815842,1.0351890103194472,-0.11120134496305316,0.3562586550369468,1.1203102359652415,external:sun2007_fig7_4_troesch_restoring/restoring_matrices.csv,False
longitudinal_bin_forward_post_chine,1.4,0.15411179343705125,0.6215717934370513,1.954628281248589,0.11513711727387708,0.5825971172738771,1.8320664065216261,external:sun2007_fig7_4_troesch_restoring/restoring_matrices.csv,False
longitudinal_bin_pre_chine,1.4,0.450420483589924,0.9178804835899239,2.886416615062654,0.38226363055507734,0.8497236305550773,2.672086888537979,external:sun2007_fig7_4_troesch_restoring/restoring_matrices.csv,False
bem,1.4,0.46775304787635225,0.9352130478763523,2.940921534202366,0.05317832383350306,0.5206383238335031,1.637227433438689,external:sun2007_fig7_4_troesch_restoring/restoring_matrices.csv,False
front,1.4,0.7704816023371867,1.2379416023371865,3.89289812055719,0.681696304282778,1.1491563042827782,3.6136990700716294,external:sun2007_fig7_4_troesch_restoring/restoring_matrices.csv,False
transom,1.4,nan,nan,nan,nan,nan,nan,external:sun2007_fig7_4_troesch_restoring/restoring_matrices.csv,False
total,1.4,-0.08316067259991529,0.3842993274000847,1.2084884509436626,0.0803246479473147,0.5477846479473147,1.7225932325387256,external:sun2007_fig7_4_troesch_restoring/restoring_matrices.csv,False
