iteration,step_factor,exact_objective,exact_relative_decrease,low_mode_objective_at_source,projected_integral_at_source,unresolved_integral_at_source,jacobian_condition_number,source_curvature_energy,source_maximum_turning_angle_deg,candidate_curvature_energy,candidate_curvature_energy_ratio,candidate_maximum_turning_angle_deg
1,1.0,0.003893837188843291,0.10130146551846758,0.004332751239090072,0.0005143321986910629,0.0038184190403990088,2364.807665519583,21.170354463692444,15.730157053326778,21.075115102685324,0.9955012864252955,15.637827976462315
