iteration,residual_mode,shape_mode,value,finite_difference_step,root_defect_derivative,source_signed_root_defect,jacobian_condition_number
1,0,0,-0.17114446393760868,0.00020976297254803752,0.4004033571236014,3.2146586761073337e-05,2364.807665519583
1,0,1,-0.23973765216584142,0.00014836012376428798,0.5508345187987344,3.2146586761073337e-05,2364.807665519583
1,0,2,-0.23313042279129823,0.0001484661073700745,0.5056109936253526,3.2146586761073337e-05,2364.807665519583
1,0,3,-0.2231825073172687,0.00014864299141211393,0.4339156634919134,3.2146586761073337e-05,2364.807665519583
1,0,4,-0.21135366945993037,0.0001488911441682266,0.3407099541677374,3.2146586761073337e-05,2364.807665519583
1,0,5,-0.19930071775418945,0.00014921108369687385,0.23169821245812633,3.2146586761073337e-05,2364.807665519583
1,0,6,-0.18872575309795772,0.00014960348033262396,0.11284523764500559,3.2146586761073337e-05,2364.807665519583
1,0,7,-0.18127243006945562,0.0001500691599320923,-0.009978507509753664,3.2146586761073337e-05,2364.807665519583
1,0,8,-0.1784806677339399,0.0001506091078991989,-0.13119029397396356,3.2146586761073337e-05,2364.807665519583
1,0,9,-0.18170798126629095,0.00015122447402580547,-0.24577661753400548,3.2146586761073337e-05,2364.807665519583
1,0,10,-0.19210743153559895,0.0001519165781915591,-0.3494165573293135,3.2146586761073337e-05,2364.807665519583
1,0,11,-0.21056022264362478,0.0001526869169751481,-0.4387103832498945,3.2146586761073337e-05,2364.807665519583
1,0,12,-0.2376910027293575,0.000153537171238356,-0.5111852328683738,3.2146586761073337e-05,2364.807665519583
1,0,13,-0.273818647134841,0.00015446921475437153,-0.5654414522454537,3.2146586761073337e-05,2364.807665519583
1,0,14,-0.3190127358691569,0.0001554851239630102,-0.601026567736205,3.2146586761073337e-05,2364.807665519583
1,0,15,-0.3730577343265611,0.00015658718894796976,-0.6185049453251075,3.2146586761073337e-05,2364.807665519583
1,0,16,-0.4355458722957424,0.00015777792574524135,-0.6192157269126379,3.2146586761073337e-05,2364.807665519583
1,0,17,-0.5058447666097595,0.00015906009010756378,-0.6052919850592131,3.2146586761073337e-05,2364.807665519583
1,0,18,-0.5832183757650419,0.0001604366928676747,-0.5793347295889768,3.2146586761073337e-05,2364.807665519583
1,0,19,-0.666786238062668,0.00016191101706341388,-0.5444197411237197,3.2146586761073337e-05,2364.807665519583
1,0,20,-0.7556637104471814,0.00016348663701089527,-0.5037265229963364,3.2146586761073337e-05,2364.807665519583
1,0,21,-0.8489011738363393,0.00016516743953851393,-0.4605740170403803,3.2146586761073337e-05,2364.807665519583
1,0,22,-0.9456365080999002,0.0001669576476250225,-0.41803985839654845,3.2146586761073337e-05,2364.807665519583
1,0,23,-1.0450045277359632,0.00016886184672006277,-0.3790607081238824,3.2146586761073337e-05,2364.807665519583
1,0,24,-1.146298186549882,0.0001708850140661563,-0.34606519915637357,3.2146586761073337e-05,2364.807665519583
1,0,25,-1.2488410961975818,0.0001730325513882839,-0.32116415947862303,3.2146586761073337e-05,2364.807665519583
1,0,26,-1.3521585127545757,0.00017531032137198008,-0.30580312438311,3.2146586761073337e-05,2364.807665519583
1,0,27,-1.4558079741012324,0.00017772468841481334,-0.3010578886961437,3.2146586761073337e-05,2364.807665519583
1,0,28,-1.5595664848413189,0.0001802825642109458,-0.30729213366767305,3.2146586761073337e-05,2364.807665519583
1,0,29,-1.6632149862070464,0.00018299145881630705,-0.3245679886202797,3.2146586761073337e-05,2364.807665519583
1,0,30,-1.7667564274149345,0.00018585953794530798,-0.3522664278345401,3.2146586761073337e-05,2364.807665519583
1,0,31,-1.8701450383956129,0.00018889568737221404,-0.38963259437494163,3.2146586761073337e-05,2364.807665519583
1,0,32,-1.9735586581107356,0.00019210958545505037,-0.4352884247769676,3.2146586761073337e-05,2364.807665519583
1,0,33,-2.0769985318600073,0.000195511784972073,-0.4881084974250792,3.2146586761073337e-05,2364.807665519583
1,0,34,-2.1808072379206997,0.00019911380566627323,-0.5461206753525873,3.2146586761073337e-05,2364.807665519583
1,0,35,-2.284912466390793,0.00020292823913940723,-0.6082754402453939,3.2146586761073337e-05,2364.807665519583
1,0,36,-2.3897295389427757,0.0002069688680327699,-0.6723741130499046,3.2146586761073337e-05,2364.807665519583
1,0,37,-2.495142705095422,0.00020742729200965912,-0.7376172456751109,3.2146586761073337e-05,2364.807665519583
1,0,38,-2.60154224328956,0.00020468960929504964,-0.8019665058004625,3.2146586761073337e-05,2364.807665519583
1,0,39,-2.7086003797554494,0.00020328500350527765,-0.8650242096933702,3.2146586761073337e-05,2364.807665519583
1,0,40,-2.816634929338266,0.00020315929092982164,-0.925082666765692,3.2146586761073337e-05,2364.807665519583
1,0,41,-2.9252452303676018,0.00020429877899591378,-0.98223772349732,3.2146586761073337e-05,2364.807665519583
1,0,42,-3.0346592852377734,0.00020672884734274351,-1.0352111786363247,3.2146586761073337e-05,2364.807665519583
1,0,43,-3.1443584727325846,0.0002105155005745179,-1.0845850434064659,3.2146586761073337e-05,2364.807665519583
1,0,44,-3.25448878504623,0.00021577008642401397,-1.1294851028414905,3.2146586761073337e-05,2364.807665519583
1,0,45,-3.364476530139168,0.00021978544560991584,-1.17094185756885,3.2146586761073337e-05,2364.807665519583
1,0,46,-3.4745293833038238,0.00021420835861898823,-1.2085700065506537,3.2146586761073337e-05,2364.807665519583
1,0,47,-3.5838327369742187,0.0002096814222311516,-1.2434688128470897,3.2146586761073337e-05,2364.807665519583
1,0,48,-3.6924516064230026,0.00020609926954086907,-1.2752585409562693,3.2146586761073337e-05,2364.807665519583
1,0,49,-3.799690931305928,0.0002033812647956033,-1.3053211822463793,3.2146586761073337e-05,2364.807665519583
1,0,50,-3.9056205809698996,0.00020146706210464235,-1.3333127786636356,3.2146586761073337e-05,2364.807665519583
1,0,51,-4.009551457292674,0.00020031344404176555,-1.3605977019735633,3.2146586761073337e-05,2364.807665519583
1,0,52,-4.111582811657996,0.00019989212595522635,-1.3867536442887136,3.2146586761073337e-05,2364.807665519583
1,0,53,-4.211053554010989,0.000200188319572329,-1.413026643818492,3.2146586761073337e-05,2364.807665519583
1,0,54,-4.308107282531641,0.0002011999253892801,-1.4388424665552182,3.2146586761073337e-05,2364.807665519583
1,0,55,-4.402122449019911,0.00020293728013459677,-1.4652737210145326,3.2146586761073337e-05,2364.807665519583
1,0,56,-4.493291811997282,0.00020542343186523977,-1.4915662799400873,3.2146586761073337e-05,2364.807665519583
1,0,57,-4.5810350540928475,0.00020869495736764568,-1.518609169321945,3.2146586761073337e-05,2364.807665519583
1,0,58,-4.665590296192538,0.00021280337997415779,-1.5454809796792595,3.2146586761073337e-05,2364.807665519583
1,0,59,-4.746412645825527,0.0002178172963334602,-1.572912961898025,3.2146586761073337e-05,2364.807665519583
1,0,60,-4.823776016786266,0.00022382538503863846,-1.5998578477264656,3.2146586761073337e-05,2364.807665519583
1,0,61,-4.897160924428185,0.00023094055798548877,-1.6269368631721195,3.2146586761073337e-05,2364.807665519583
1,0,62,-4.966865048512271,0.00023930564148799956,-1.6530320833680265,3.2146586761073337e-05,2364.807665519583
1,0,63,-5.032383332957735,0.0002491011616728441,-1.6787089968213964,3.2146586761073337e-05,2364.807665519583
1,0,64,-5.094201481775854,0.0002476968388473031,-1.7036168471799156,3.2146586761073337e-05,2364.807665519583
1,0,65,-5.151716331842522,0.00024254365822971353,-1.7279474808813962,3.2146586761073337e-05,2364.807665519583
1,0,66,-5.205183641785236,0.00023806813928751132,-1.7503652891356294,3.2146586761073337e-05,2364.807665519583
1,0,67,-5.254107482304417,0.0002342103433740632,-1.7714966291806031,3.2146586761073337e-05,2364.807665519583
1,0,68,-5.29880675103871,0.00023092032565339842,-1.7903371731516589,3.2146586761073337e-05,2364.807665519583
1,0,69,-5.338785080019514,0.00022815652791049928,-1.8075707831973593,3.2146586761073337e-05,2364.807665519583
1,0,70,-5.374362545644082,0.00022588451110701306,-1.8222714178545094,3.2146586761073337e-05,2364.807665519583
1,0,71,-5.405045122388556,0.00022407595249918427,-1.8351815346573477,3.2146586761073337e-05,2364.807665519583
1,0,72,-5.431157514199306,0.0002227078514253783,-1.8454482371246037,3.2146586761073337e-05,2364.807665519583
1,0,73,-5.452213447850024,0.000221761901923706,-1.8538600098644296,3.2146586761073337e-05,2364.807665519583
1,0,74,-5.468547648004858,0.00022122400072119232,-1.8596209062078952,3.2146586761073337e-05,2364.807665519583
1,0,75,-5.479688182134437,0.00022108386691719361,-1.8635451074396523,3.2146586761073337e-05,2364.807665519583
1,0,76,-5.485985642743334,0.00022133475561208425,-1.8648728029178094,3.2146586761073337e-05,2364.807665519583
1,0,77,-5.48698876064231,0.0002219732523353394,-1.8644219954906516,3.2146586761073337e-05,2364.807665519583
1,0,78,-5.483069003086421,0.00022299913878493714,-1.8614493799562482,3.2146586761073337e-05,2364.807665519583
1,0,79,-5.473800698588664,0.00022441532338210094,-1.8567585779991091,3.2146586761073337e-05,2364.807665519583
1,0,80,-5.459579414753461,0.00022622783268326204,-1.8496087761415096,3.2146586761073337e-05,2364.807665519583
1,0,81,-5.440007968447964,0.00022844586194114297,-1.8407780648761893,3.2146586761073337e-05,2364.807665519583
1,0,82,-5.415507089809757,0.00023108188520670655,-1.829521815817702,3.2146586761073337e-05,2364.807665519583
1,0,83,-5.385708799355525,0.00023415182743533863,-1.8165895271480101,3.2146586761073337e-05,2364.807665519583
1,0,84,-5.351057991770643,0.00023767530322057857,-1.8012343541029319,3.2146586761073337e-05,2364.807665519583
1,0,85,-5.311214753373438,0.00024167592914817732,-1.7841812357972868,3.2146586761073337e-05,2364.807665519583
1,0,86,-5.266645605510948,0.000246181719477763,-1.7646887115273693,3.2146586761073337e-05,2364.807665519583
1,0,87,-5.2170363394903845,0.0002512255780805883,-1.7434659567570774,3.2146586761073337e-05,2364.807665519583
1,0,88,-5.162871730770105,0.0002568459034914774,-1.719787540035468,3.2146586761073337e-05,2364.807665519583
1,0,89,-5.103860453166537,0.0002630873288318917,-1.6943572761237822,3.2146586761073337e-05,2364.807665519583
1,0,90,-5.040502058847559,0.0002700016245744249,-1.666476456121542,3.2146586761073337e-05,2364.807665519583
1,0,91,-4.972525488488959,0.00027764880011341175,-1.6368524515564682,3.2146586761073337e-05,2364.807665519583
1,0,92,-4.900442086408803,0.00028609845052091407,-1.604821225846146,3.2146586761073337e-05,2364.807665519583
