step_factor,normalized_objective,normalized_relative_decrease,predicted_normalized_objective,trust_ratio,maximum_grid_objective_ratio,maximum_root_relative_mismatch,maximum_condition_number,maximum_condition_number_ratio,maximum_displacement_ratio,curvature_energy,curvature_energy_ratio,maximum_turning_angle_deg,dipole_coefficient,feasibility_repair,accepted,rejection_reason
1.0,0.9996760567303682,0.0003239432696314771,0.9997054569080405,1.0998162186616525,0.9999142125753524,0.0009561515446951568,110961.82883207753,0.9999785696934563,0.0012865016014431082,13.961243063928453,0.9997904138166223,14.014251640863849,2.515565481465938,False,True,
0.5,0.9997896526697186,0.00021034733028102445,0.9998041138479283,1.0738244028828756,0.9999237198332127,0.0009427656331220118,110963.01783306607,0.9999892848693,0.0006435466868207496,13.962706197952217,0.9998951915476875,14.014935999027665,2.515661497795167,False,True,
0.25,0.9998825583815643,0.00011744161843540994,0.9998899032724411,1.066713071675354,0.9999526347149764,0.0009360720296290186,110963.61233155116,0.9999946424391154,0.0003220636402329392,13.963437897519421,0.9999475899057516,14.015278045072295,2.515709494547274,False,True,
0.125,0.9999380381368026,6.196186319706867e-05,0.9999419132233396,1.0667120256932643,0.9999731324745027,0.0009327250658320578,110963.90957988137,0.9999973212158011,0.00016132155101955566,13.963803780443898,0.999973791458063,14.01544903481925,2.5157334900839388,False,False,insufficient_objective_decrease
