iteration,pseudo_time,kinematic_rms,dipole_coefficient,root_thickness,root_s_lambda,root_measured_s_lambda,root_relative_mismatch,root_body_eta,root_resolution_ratio,bem_condition_number,accepted_time_step,maximum_displacement_ratio,kinematic_integral,provisional_matching_surface_shift_panels,final_matching_surface_shift_panels,provisional_matching_surface_root_displacement_ratio,final_matching_surface_root_displacement_ratio,provisional_matching_surface_trigger_code,final_matching_surface_trigger_code,rk2_rejected_attempt_count,jet_point_count,shallow_jet_panel_count_per_side,boundary_panel_count,jet_tip_thickness,jet_tip_s_lambda
0,0.0,0.01525783563163722,8.203307266181879,0.1458152954407185,2.0602082773923254,2.0522775649923037,0.0038494711855346013,0.5529211477752627,8.857494067705895,35151.70469394535,,,0.004466787569727777,,,,,,,,513.0,256.0,680.0,9.222689902124203e-05,0.005559799193052288
1,0.0009484603565970841,0.014879717633255005,8.202349794831692,0.14187830476163985,2.0627221334919854,2.0916034368949443,0.014001548213411426,0.5528969441573914,8.616536582073842,35049.940474567564,0.0009484603565970841,0.24867642572697413,0.004320603122053246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,513.0,256.0,680.0,2.972525703298225e-05,0.0018360420530112646
2,0.0019011805742481565,0.014590242741458283,8.201487137718122,0.13794594294752757,2.072322991870751,2.130822129251548,0.028228773994341396,0.5529320282787293,8.375954141783751,38572.60125870928,0.0009527202176510723,0.24857488095897867,0.004219701529983499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,512.0,256.0,680.0,0.00010301912039494363,0.006502457036768668
3,0.002858077213100512,0.01435103771913137,8.200751167011276,0.13402512267791064,2.08767670819848,2.170458164674322,0.039652430929919644,0.553029398242108,8.136223592681539,49121.05009505683,0.0009568966388523555,0.24845610560679843,0.004141717511851145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,512.0,256.0,680.0,4.773189860985182e-05,0.0030723892332388276
4,0.003338594658873095,0.014850757130579565,8.204501312535722,0.148362690497177,2.08798680272015,2.0181872417101694,0.0334291198196503,0.5529421585242791,9.013516223821828,62286.34511866819,0.00048051744577258266,0.12535278211126916,0.004141468194955889,0.0,0.0,0.0,0.0,0.0,0.0,1.0,514.0,257.0,682.0,1.0312166514465204e-05,0.000603512419640654
5,0.0042822260949139865,0.014459517304205778,8.203350215544848,0.14442863138253278,2.078774123930155,2.059455601468801,0.009293228272839243,0.5528713461904771,8.772589198104942,35131.70881171812,0.0009436314360408918,0.2487587093123958,0.004001499416412074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,513.0,256.0,680.0,7.921423046054834e-05,0.004775119080002399
6,0.005230266334038659,0.01420883829148153,8.202358477314576,0.14049418260338237,2.0792011613845474,2.0998411968189807,0.009926906457040023,0.5528571232005828,8.531751458516462,35027.04760358604,0.0009480402391246717,0.24868059835525408,0.003935387624376549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,513.0,256.0,680.0,1.5508053814502514e-05,0.0009590340217553367
7,0.006182516553543807,0.014050320961246174,8.201505060836825,0.13656557013921092,2.087307051745259,2.1399881197649395,0.02523877259727174,0.5529024618477061,8.291431447374137,40866.630183489266,0.0009522502195051488,0.24858204648441495,0.003916536983583662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,512.0,256.0,680.0,8.822192714264787e-05,0.005580941580625395
8,0.007138855879935459,0.013942916368270516,8.20078068002827,0.13264992256402303,2.1016211728375023,2.180443977635528,0.037505715024560383,0.5530103337175103,8.052054258503807,53364.24040336475,0.0009563393263916525,0.2484655907593001,0.003922582306732412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,512.0,256.0,680.0,3.28201631468257e-05,0.0021189881460409407
9,0.0076190384640126615,0.014226642267921603,8.204629101916145,0.14698585411346923,2.1011331034791367,2.027804421815797,0.03489958896079414,0.5529671220291763,8.929931304728164,66267.61399238654,0.0004801825840772023,0.12527300063928562,0.003804475517942416,0.0,0.0,0.0,0.0,0.0,0.0,1.0,514.0,257.0,682.0,9.97864634278363e-07,5.8496957122055504e-05
10,0.008563278486118433,0.013853567129980985,8.203502355501628,0.14304863257031403,2.091317703093573,2.069814852760055,0.01028196256442038,0.5529118050673072,8.688011722616002,35105.75837620982,0.0009442400221057714,0.2487516730909188,0.0036748510558222884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,513.0,256.0,680.0,6.308157550467874e-05,0.0038139659331544486
11,0.009511992533104472,0.013627234069639381,8.202535078514977,0.13911217436978457,2.091399136500622,2.1109351941761414,0.009341142651616305,0.5529137280872458,8.44706838588152,35058.63019858051,0.0009487140469860403,0.2486756592291341,0.003620712872750718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,512.0,256.0,680.0,0.0001321850394189658,0.00820303210800606
12,0.010464876960474915,0.013499506490919879,8.201706051562223,0.13518334021944178,2.099365816129068,2.1518075768319727,0.024979810712360637,0.552975857602249,8.20675062654172,43806.499428308256,0.0009528844273704419,0.24857875130923968,0.003616603479316304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,512.0,256.0,680.0,7.185881549846443e-05,0.004563143313422948
