stage,panel_count,exact_objective,signed_root_defect,root_relative_mismatch,condition_number,dipole_coefficient
source,640,0.0010185417487606372,-0.0002447708599982371,0.0002447708599982371,429260.7723651514,7.646180047346539
candidate_factor_1,640,0.0010177965345582606,-0.00024448903646839837,0.00024448903646839837,429258.4442528937,7.645930700724197
candidate_factor_0.5,640,0.0010179846888845197,-0.000244553883041966,0.000244553883041966,429259.6080489154,7.646055390574571
candidate_factor_0.25,640,0.001018217263960122,-0.0002445975720623419,0.0002445975720623419,429260.1898628275,7.6461177231755535
