outer_iteration,coefficient_index,unscaled_step,trust_scaled_step,trust_region_step_scale
1,0,0.0014571872244960205,0.0005635054505519042,0.386707652303771
1,1,0.0011743528387596052,0.0004541312292529959,0.386707652303771
1,2,0.0007052693342597884,0.0002727330484934463,0.386707652303771
1,3,0.0005302604049804907,0.0002050557563196524,0.386707652303771
1,4,0.00021963791372548792,8.493566197368164e-05,0.386707652303771
1,5,0.00012626474534249883,4.882754324013123e-05,0.386707652303771
1,6,1.5527831558702622e-05,6.004731287434297e-06,0.386707652303771
1,7,-3.2433000435419176e-05,-1.2542089455548134e-05,0.386707652303771
1,8,-8.665189344107147e-05,-3.3508950280273286e-05,0.386707652303771
1,9,-0.00010818729657797259,-4.183685546875958e-05,0.386707652303771
1,10,-0.00013128454820810772,-5.0768739421318586e-05,0.386707652303771
1,11,-0.00013668330570794487,-5.285648025943799e-05,0.386707652303771
1,12,-0.00014432011102520636,-5.580969131477713e-05,0.386707652303771
1,13,-0.00013970236537008088,-5.402397373354762e-05,0.386707652303771
1,14,-0.0001332734749078729,-5.153787259598906e-05,0.386707652303771
1,15,-0.00012047328775029357,-4.6587942271232686e-05,0.386707652303771
1,16,-0.00010945467221040606,-4.2326959324164934e-05,0.386707652303771
1,17,-9.440642627139682e-05,-3.6507687465800915e-05,0.386707652303771
1,18,-8.048799849785859e-05,-3.112532493773634e-05,0.386707652303771
1,19,-6.393732854811643e-05,-2.472505421741698e-05,0.386707652303771
1,20,-4.88014376885765e-05,-1.8871889397598188e-05,0.386707652303771
1,21,-3.339343756318235e-05,-1.2913497842410808e-05,0.386707652303771
1,22,-2.084802070999611e-05,-8.062089143942994e-06,0.386707652303771
1,23,-8.55485164141402e-06,-3.3082265940582776e-06,0.386707652303771
1,24,1.4241591463836717e-06,5.507332400049723e-07,0.386707652303771
1,25,1.072653459653744e-05,4.148033011182171e-06,0.386707652303771
1,26,1.6556941012990073e-05,6.402695788465412e-06,0.386707652303771
1,27,2.0179693640760184e-05,7.803641952027709e-06,0.386707652303771
1,28,2.0571266657235074e-05,7.955066233934218e-06,0.386707652303771
1,29,2.1820834086339375e-05,8.438283520838401e-06,0.386707652303771
1,30,2.1936724373136033e-05,8.48309918157035e-06,0.386707652303771
1,31,1.8107506468206385e-05,7.002311315395439e-06,0.386707652303771
1,32,1.309709338794557e-05,5.064746236055674e-06,0.386707652303771
1,33,1.3174010428583462e-05,5.094490644262907e-06,0.386707652303771
1,34,1.0379668304915812e-05,4.013897161885856e-06,0.386707652303771
1,35,6.3128366577049595e-06,2.4412222432782693e-06,0.386707652303771
1,36,4.863101911579067e-06,1.8805987231407222e-06,0.386707652303771
1,37,4.013650025222827e-06,1.5521091784228907e-06,0.386707652303771
1,38,2.1205617945858814e-06,8.200374731493777e-07,0.386707652303771
1,39,1.014145596672157e-06,3.9217786278329693e-07,0.386707652303771
1,40,-4.960224656833833e-07,-1.9181568319434897e-07,0.386707652303771
1,41,-2.277591359698425e-06,-8.807620076163316e-07,0.386707652303771
1,42,-4.130386247946441e-06,-1.5972519690511497e-06,0.386707652303771
1,43,-5.5347813931244856e-06,-2.140342318549765e-06,0.386707652303771
1,44,-6.778932958147222e-06,-2.62146524936977e-06,0.386707652303771
1,45,-7.393830169274241e-06,-2.859250706292836e-06,0.386707652303771
1,46,-7.700622953857062e-06,-2.9778898237625947e-06,0.386707652303771
1,47,-7.204482900777763e-06,-2.786028668622431e-06,0.386707652303771
1,48,-6.466546353722845e-06,-2.5006629589616722e-06,0.386707652303771
1,49,-5.2926689181552445e-06,-2.046715571760954e-06,0.386707652303771
1,50,-4.332283477782249e-06,-1.6753271728075898e-06,0.386707652303771
1,51,-3.2878775080334515e-06,-1.2714473921939892e-06,0.386707652303771
1,52,-2.458372637978521e-06,-9.506715113205023e-07,0.386707652303771
1,53,-1.4435621022695759e-06,-5.582365115233639e-07,0.386707652303771
1,54,-6.089872747071419e-07,-2.3550003928487051e-07,0.386707652303771
1,55,2.7166268441671144e-07,1.0505403890932673e-07,0.386707652303771
1,56,7.70892706235737e-07,2.981101086065225e-07,0.386707652303771
1,57,1.0875718640559855e-06,4.2057236226072617e-07,0.386707652303771
1,58,8.748396562699066e-07,3.383071896183736e-07,0.386707652303771
1,59,1.7786379288907243e-07,6.878128977797736e-08,0.386707652303771
1,60,-8.484102967843028e-07,-3.280867540598034e-07,0.386707652303771
1,61,-8.594809082282514e-07,-3.3236784422086e-07,0.386707652303771
1,62,9.335927392870686e-07,3.610274564175489e-07,0.386707652303771
1,63,1.3131293499531855e-06,5.077971680915733e-07,0.386707652303771
