iteration,pseudo_time,kinematic_rms,dipole_coefficient,root_thickness,root_s_lambda,root_measured_s_lambda,root_relative_mismatch,root_body_eta,root_resolution_ratio,bem_condition_number,accepted_time_step,maximum_displacement_ratio,kinematic_integral,provisional_matching_surface_shift_panels,final_matching_surface_shift_panels,provisional_matching_surface_root_displacement_ratio,final_matching_surface_root_displacement_ratio,provisional_matching_surface_trigger_code,final_matching_surface_trigger_code,rk2_rejected_attempt_count,jet_point_count,shallow_jet_panel_count_per_side,boundary_panel_count,jet_tip_thickness,jet_tip_s_lambda
0,0.0,0.016280612857409747,8.203498856787965,0.1458152954407185,2.0602082773923254,2.0039090275373574,0.02732697003150952,0.5529211477752627,4.777969663987938,15173.507529383713,,,0.007334161662383645,,,,,,,,277.0,138.0,444.0,0.00016072576039240745,0.009707209369443293
1,0.0005988615921578742,0.012552335977631845,8.226230869722954,0.14338483673052815,2.0560091168097423,2.067685700307087,0.005679246945880739,0.5529439934946225,8.81479446265748,36765.763095900795,0.0005988615921578742,0.11336298900701386,0.003627289066137795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,519.0,259.0,686.0,8.561676828452629e-05,0.005254115885166697
2,0.0010832559109346471,0.012460079540149783,8.225772639942555,0.14138875171469698,2.0603134918296564,2.0876583239205044,0.013272170569811939,0.5529693772021487,8.717526501856574,36859.0415457833,0.0004843943187767729,0.12439528427589516,0.003638603246565917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,520.0,260.0,688.0,0.00013020724056925483,0.008078912324549707
3,0.00156630415874963,0.012388697365179035,8.2253917664564,0.1394001002009348,2.0675875987235797,2.1071457078163585,0.01913249485400275,0.553009158932181,8.593895482133343,40842.52637942854,0.0004830482478149828,0.12437300463975186,0.0036571489508476647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,520.0,260.0,688.0,0.00010038423554771795,0.006289241751356151
4,0.0020495033336352005,0.012320511093881941,8.225041727047635,0.13741376415511128,2.077203546747136,2.1265225067571434,0.023742959657102495,0.5530638986988217,8.470426361701017,45908.993011417304,0.00048319917488557046,0.12435126724183217,0.0036721135235450947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,520.0,260.0,688.0,7.181220060971097e-05,0.004538778603424606
5,0.0025328571617728676,0.012248521334445374,8.224720140065065,0.1354307412023194,2.088704547594393,2.145948569021165,0.02740647139046133,0.5531340331817076,8.34719147325285,52558.48332076984,0.00048335382813766695,0.12432832669862073,0.0036802699084433205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,520.0,260.0,688.0,4.424760298132503e-05,0.00281923839254535
6,0.0030163679220531906,0.015493635274260382,8.228550075424637,0.1496152639290919,2.084588181202964,1.9983865125743687,0.041351893580654525,0.5531142648545273,9.22928549533162,64502.45081771395,0.0004835107602803229,0.12438662833313285,0.005093469488215495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,522.0,261.0,690.0,1.2567586139025567e-05,0.0007310463549935788
7,0.003497423637664725,0.015292619206061722,8.227975326067837,0.14762273854176008,2.0704216355068916,2.0221606486595753,0.02330973847049312,0.5531054101840087,9.10557567881003,36994.98571031271,0.0004810557156115347,0.12440092462956738,0.005072928070152704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,521.0,260.0,688.0,0.00011214304461892134,0.0066510921208557325
8,0.00397859068058252,0.015130043277216716,8.227464084925218,0.14562955450278053,2.0634088968405524,2.0444166458198647,0.00920430800204856,0.5531096803687854,8.981557969530195,36930.64844618394,0.00048116704291779417,0.12438652580399856,0.0050659843462043655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,521.0,260.0,688.0,7.481857811599782e-05,0.004509344555512293
9,0.004459899877483357,0.014989662770435865,8.22700058620737,0.14363637706290636,2.061926109305676,2.0655963485414444,0.001780005219005664,0.5531277086477544,8.857569363377644,36871.65177021065,0.0004813091969008372,0.12436908785292258,0.005063941013244642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,521.0,260.0,688.0,4.0945032884774726e-05,0.0025014961345699127
10,0.004941363429410306,0.014858627483568025,8.226578795471024,0.14164402493778586,2.064737823118044,2.086062135181579,0.010327854619010274,0.5531600681373254,8.733659760910959,36816.52290458004,0.00048146355192694925,0.1243492136795717,0.0050599555122943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,521.0,260.0,688.0,9.583647130662966e-06,0.0005923382030751801
11,0.005422991530921409,0.014726803824436094,8.226193743291644,0.1396534003943545,2.070908533678187,2.1061055181593904,0.01699591455093822,0.5532072835623507,8.609883728135797,39450.55448970472,0.0004816281015111028,0.12432736800400292,0.00504854616174515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,520.0,260.0,688.0,0.00010992274129875792,0.006864510789130867
12,0.0059047931003531305,0.015925094009922723,8.230002090107162,0.15384716683789695,2.0631093169093706,1.964025727616065,0.048026339894454616,0.553210486904796,9.492985613383459,45811.99596946223,0.0004818015694317218,0.12424231177071085,0.0051516603167171245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,522.0,261.0,690.0,8.046432980382651e-05,0.004608937310200493
