configuration,metric,eligible_experimental_points,dense_computed_points,reference_peak_is_interior,reference_peak_uncertainty_resolved,peak_is_resolved,computed_peak_is_interior,reference_discrete_peak_rao,reference_neighbor_max_rao,digitization_uncertainty_abs,reference_peak_omega_e_rad_s,computed_peak_omega_e_rad_s,reference_peak_rao_quadratic,computed_peak_rao_quadratic,peak_frequency_relative_error,limit,status,reason,route
FnB=2.82,heave,7,218,True,True,True,True,1.307692308,1.25,0.01923076923,8.575790113093852,9.67126753852393,1.3147004160447735,8.540441635562502,0.12774069922227455,0.1,FAIL,experimental peak is bracketed and uncertainty-resolved,faltinsen_ch9
FnB=2.82,pitch,7,218,True,True,True,True,1.504807692,1.4375,0.01923076923,8.496315774693,9.654319819296402,1.5206858599314934,9.530719401034048,0.13629484535551462,0.1,FAIL,experimental peak is bracketed and uncertainty-resolved,faltinsen_ch9
FnB=2.82,heave,7,218,True,True,True,True,1.307692308,1.25,0.01923076923,8.575790113093852,11.39826490633156,1.3147004160447735,3.9179856668508535,0.32912125367063766,0.1,FAIL,experimental peak is bracketed and uncertainty-resolved,matched_delta_added_only
FnB=2.82,pitch,7,218,True,True,True,True,1.504807692,1.4375,0.01923076923,8.496315774693,11.307990307119026,1.5206858599314934,3.8869692168788674,0.33092867626234385,0.1,FAIL,experimental peak is bracketed and uncertainty-resolved,matched_delta_added_only
FnB=2.82,heave,7,218,True,True,True,True,1.307692308,1.25,0.01923076923,8.575790113093852,10.036895117987239,1.3147004160447735,9.938694619267608,0.17037555556105724,0.1,FAIL,experimental peak is bracketed and uncertainty-resolved,matched_delta_damping_only
FnB=2.82,pitch,7,218,True,True,True,True,1.504807692,1.4375,0.01923076923,8.496315774693,10.02588230983621,1.5206858599314934,11.212524117524936,0.18002703474124077,0.1,FAIL,experimental peak is bracketed and uncertainty-resolved,matched_delta_damping_only
FnB=2.82,heave,7,218,True,True,True,True,1.307692308,1.25,0.01923076923,8.575790113093852,11.516110446394961,1.3147004160447735,2.157260960627724,0.3428629076184727,0.1,FAIL,experimental peak is bracketed and uncertainty-resolved,matched_delta_added_and_damping
FnB=2.82,pitch,7,218,True,True,True,True,1.504807692,1.4375,0.01923076923,8.496315774693,11.170956222175596,1.5206858599314934,2.178764517392736,0.31480002843694194,0.1,FAIL,experimental peak is bracketed and uncertainty-resolved,matched_delta_added_and_damping
FnB=2.82,heave,7,218,True,True,True,False,1.307692308,1.25,0.01923076923,8.575790113093852,7.53184708443422,1.3147004160447735,1.8868887721020347,0.12173141073796798,0.1,FAIL,computed maximum is at the comparison-range boundary,matched_raw_added_only
FnB=2.82,pitch,7,218,True,True,True,False,1.504807692,1.4375,0.01923076923,8.496315774693,7.53184708443422,1.5206858599314934,1.4997032354745246,0.11351610696150595,0.1,FAIL,computed maximum is at the comparison-range boundary,matched_raw_added_only
FnB=2.82,heave,7,218,True,True,True,False,1.307692308,1.25,0.01923076923,8.575790113093852,7.53184708443422,1.3147004160447735,0.5483994297979558,0.12173141073796798,0.1,FAIL,computed maximum is at the comparison-range boundary,matched_raw_damping_only
FnB=2.82,pitch,7,218,True,True,True,False,1.504807692,1.4375,0.01923076923,8.496315774693,7.53184708443422,1.5206858599314934,0.6742029565761811,0.11351610696150595,0.1,FAIL,computed maximum is at the comparison-range boundary,matched_raw_damping_only
FnB=2.82,heave,7,218,True,True,True,False,1.307692308,1.25,0.01923076923,8.575790113093852,7.53184708443422,1.3147004160447735,0.6011517361173877,0.12173141073796798,0.1,FAIL,computed maximum is at the comparison-range boundary,matched_raw_added_and_damping
FnB=2.82,pitch,7,218,True,True,True,False,1.504807692,1.4375,0.01923076923,8.496315774693,7.53184708443422,1.5206858599314934,0.6553784953577796,0.11351610696150595,0.1,FAIL,computed maximum is at the comparison-range boundary,matched_raw_added_and_damping
