reuse_step,step_factor,source_objective,source_curvature_energy,source_maximum_turning_angle_deg,candidate_objective,relative_decrease,maximum_displacement_ratio,condition_number,root_relative_mismatch,curvature_energy,curvature_energy_ratio,maximum_turning_angle_deg,accepted,rejection_reason,outer_shape_dipole_coefficient
1,1.0,0.0545545203698558,21.601271826010358,15.954340401193646,0.04654142761923197,0.14688228759594196,0.2501754714899405,96208.02392321604,0.0017225908721469811,21.584158640565278,0.999207769543251,15.95101741851707,False,displacement_limit,
1,0.5,0.0545545203698558,21.601271826010358,15.954340401193646,0.05045730604809438,0.0751031132522859,0.12508782355828135,96227.96585722083,0.0018051239911149443,21.592712877152355,0.9996037756977023,15.95277840362038,True,,7.9107680814354975
1,0.25,0.0545545203698558,21.601271826010358,15.954340401193646,0.0524834021182391,0.03796419137360987,0.06254393236915011,96237.9363118276,0.0018463870529042872,21.59699186498436,0.9998018653225389,15.953657026786642,True,,
2,1.0,0.05045730604809438,21.592712877152355,15.95277840362038,0.04280758818147745,0.15160773465244956,0.2501745580815474,96188.08147212544,0.0016399654321201424,21.575612335760038,0.9992080410882316,15.949266162761914,False,displacement_limit,
2,0.5,0.05045730604809438,21.592712877152355,15.95277840362038,0.0465417607781834,0.07760115584012357,0.12508737078169116,96208.02482506477,0.0017225160444847899,21.584160154470975,0.9996039069879714,15.951029246717427,True,,7.908748176296623
2,0.25,0.05045730604809438,21.592712877152355,15.95277840362038,0.04847699284184742,0.0392473035393405,0.0625437069943234,96217.99599024616,0.0017637878502585625,21.588435935624847,0.99980192662442,15.951908917785321,True,,
3,1.0,0.0465417607781834,21.584160154470975,15.951029246717427,0.039255406839335164,0.1565551843552885,0.2501736025282377,96168.13758776516,0.001557321455021241,21.567072272119066,0.9992083137713205,15.947512232162437,False,displacement_limit,
3,0.5,0.0465417607781834,21.584160154470975,15.951029246717427,0.04280790716972637,0.08022587770695787,0.12508689689246077,96188.08235575279,0.0016398892526512366,21.575613753038596,0.9996040429013121,15.949277333422932,True,,7.906694981873043
3,0.25,0.0465417607781834,21.584160154470975,15.951029246717427,0.04465229203947043,0.04059727666338454,0.0625434710223214,96198.05423026622,0.0016811696514200465,21.579886367644736,0.9998019942960183,15.950158011702255,True,,
4,1.0,0.04280790716972637,21.575613753038596,15.949277333422932,0.035884848551137966,0.16172382805680285,0.2501726335011171,96148.19230364829,0.0014746583562936595,21.55853854897252,0.9992085877944645,15.945756264324503,False,displacement_limit,
4,0.5,0.04280790716972637,21.575613753038596,15.949277333422932,0.039255711345359504,0.08297989925746639,0.12508641626722933,96168.1384845414,0.0015572433576828031,21.567073687530982,0.9996041797185764,15.947523383064043,True,,7.904598093326555
4,0.25,0.04280790716972637,21.575613753038596,15.949277333422932,0.04100926645858149,0.04201655325063115,0.06254323168249935,96178.1110670108,0.0015985323576910037,21.571343133375063,0.9998020626568302,15.948405068627208,True,,
5,1.0,0.039255711345359504,21.567073687530982,15.947523383064043,0.03269587777627482,0.16710520187427796,0.2501716510800039,96128.24562350912,0.0013919760778484352,21.550011171512846,0.9992088627198413,15.943998257351028,False,displacement_limit,
5,0.5,0.039255711345359504,21.567073687530982,15.947523383064043,0.03588513767379021,0.08586199449848302,0.1250859289461464,96148.19321453082,0.0014745783033550384,21.558539962788107,0.999604316984932,15.945767395858908,True,,7.9024569604484185
