reuse_step,step_factor,source_curvature_energy,source_maximum_turning_angle_deg,normalized_objective,normalized_relative_decrease,maximum_root_relative_mismatch,maximum_leading_panel_objective_ratio,maximum_condition_number,maximum_condition_number_ratio,maximum_displacement_ratio,curvature_energy,curvature_energy_ratio,maximum_turning_angle_deg,dipole_coefficient,accepted,rejection_reason,outer_shape_dipole_coefficient
1,1.0,21.557484850983315,5.780471818122625,1.0560623537957265,-0.05606235379572655,1.9482828868874725e-07,1.0,253442.534976868,1.000089773564216,0.18766578755764013,21.562172937407418,1.0002174690812267,5.789318950476485,7.867692430530236,False,insufficient_objective_decrease,
1,0.75,21.557484850983315,5.780471818122625,1.0279553372022043,-0.027955337202204333,1.0919786204507472e-07,1.0,253436.38617658656,1.0000655102641283,0.14074902292363192,21.56087821416862,1.0001574099765702,5.787169702898642,7.866070184006221,False,insufficient_objective_decrease,
1,0.5,21.557484850983315,5.780471818122625,1.009225215118275,-0.00922521511827501,4.8316864591201037e-08,1.0,253433.68953730055,1.0000548692666604,0.09383247018205146,21.559665969355546,1.0001011768481949,5.784981502990976,7.864436871408181,False,insufficient_objective_decrease,
1,0.25,21.557484850983315,5.780471818122625,0.9999752684095636,2.4731590436366524e-05,1.2078853281737675e-08,1.0,253426.76918393228,1.0000275614012553,0.046916129997769465,21.55853521660401,1.000048723941033,5.782754702387361,7.862792707618292,False,insufficient_objective_decrease,
1,0.125,21.557484850983315,5.780471818122625,0.9988839255056801,0.0011160744943199408,3.035190152716551e-09,1.0,253423.30921856282,1.000013908302405,0.023458039823571166,21.55800012364749,1.0000239022626125,5.781626940605317,7.8619665127460445,True,,7.860279547630827
2,1.0,21.55800012364749,5.781626940605317,1.0749227867775022,-0.07492278677750219,1.9528194960708825e-07,1.0,253445.61556686173,1.0000880201129394,0.18766721160839095,21.562926900425172,1.0002285358915217,5.7904326117252385,7.8686962495280754,False,insufficient_objective_decrease,
2,0.75,21.55800012364749,5.781626940605317,1.0420581321108775,-0.0420581321108775,1.0940956825873698e-07,1.0,253439.46581621334,1.0000637534001917,0.14075008914134368,21.56157313623108,1.0001657395195795,5.7882906158366,7.8670794911915,False,insufficient_objective_decrease,
2,0.5,21.55800012364749,5.781626940605317,1.018576181923105,-0.01857618192310495,4.835711902237011e-08,1.0,253437.15839827858,1.0000546484053043,0.0938331793358542,21.560301401295646,1.000106748197187,5.78610913990367,7.865451655783088,False,insufficient_objective_decrease,
2,0.25,21.55800012364749,5.781626940605317,1.004590349031028,-0.0045903490310279516,1.2050220826881828e-08,1.0,253430.2378319929,1.0000273400795352,0.04691648286269871,21.559110699330944,1.000051515710042,5.783888532846423,7.863812980885226,False,insufficient_objective_decrease,
2,0.125,21.55800012364749,5.781626940605317,1.0011351582584,-0.0011351582584000486,3.007420203341499e-09,1.0,253426.7777520899,1.000013686718628,0.02345821483606277,21.558545456592597,1.0000252960822889,5.782763668057099,7.862989530785113,False,insufficient_objective_decrease,
