benchmark,candidate_name,candidate_order,candidate_class,row_count,pass_count,fail_count,pass_fraction,improved_row_count,worsened_row_count,median_gate_error_ratio,max_gate_error_ratio,median_gate_ratio_delta_vs_current,max_gate_ratio_delta_vs_current,median_forward_identity_residual_over_effective_tolerance,max_forward_identity_residual_over_effective_tolerance,median_abs_current_minus_eq31_direct_value,median_abs_current_minus_eq32_stokes_value,candidate_default_decision,candidate_exclusion_reason,gate_role,path_diagnostic_status
ma2005_wigley_iii_coefficients,current_hybrid_eq30_gradient_plus_end,0,baseline_current_hybrid,1,1,0,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,baseline_current_default_under_eq31_eq32_audit,"Keep diagnostic-only: Eq.31 direct-gradient, Eq.32 Stokes, and the current hybrid route are compared separately. No route may become the production default unless it passes all Wigley III coefficients and its Eq.30/Eq.32 derivation is documented.",diagnostic_eq31_eq32_forward_identity_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,eq31_direct_time_plus_gradient,1,equation_consistent_eq31_direct_gradient,1,1,0,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,eligible_if_equation_trace_confirms_forward_speed_route,"Keep diagnostic-only: Eq.31 direct-gradient, Eq.32 Stokes, and the current hybrid route are compared separately. No route may become the production default unless it passes all Wigley III coefficients and its Eq.30/Eq.32 derivation is documented.",diagnostic_eq31_eq32_forward_identity_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,eq32_stokes_time_plus_body_plus_end,2,equation_consistent_eq32_stokes,1,1,0,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,eligible_if_equation_trace_confirms_forward_speed_route,"Keep diagnostic-only: Eq.31 direct-gradient, Eq.32 Stokes, and the current hybrid route are compared separately. No route may become the production default unless it passes all Wigley III coefficients and its Eq.30/Eq.32 derivation is documented.",diagnostic_eq31_eq32_forward_identity_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,forward_identity_gradient_minus_body_end,3,diagnostic_eq31_eq32_forward_identity_residual,1,1,0,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,identity_closed,"Keep diagnostic-only: Eq.31 direct-gradient, Eq.32 Stokes, and the current hybrid route are compared separately. No route may become the production default unless it passes all Wigley III coefficients and its Eq.30/Eq.32 derivation is documented.",diagnostic_eq31_eq32_forward_identity_not_hard_gate,INFO
