benchmark,coefficient,candidate_name,candidate_order,row_count,station_count,total_current_forward_gradient_integral_value,total_candidate_forward_gradient_integral_value,total_forward_gradient_integral_delta_vs_current,max_abs_station_integral_delta_vs_current,dominant_delta_station_index,dominant_delta_x_over_l,dominant_delta_value,dominant_candidate_density_value_per_m,dominant_current_density_value_per_m,dominant_station_delta_share_of_total_abs_delta,max_gradient_norm_ratio_to_current,median_gradient_norm_ratio_to_current,max_gradient_peak_phase_delta_abs_deg,gate_role,path_diagnostic_status
ma2005_wigley_iii_coefficients,A33,current_default,0,3,3,0.0,0.0,0.0,0.0,0,0.25,0.0,0.0,0.0,,1.0,1.0,0.0,diagnostic_startup_pressure_gradient_station_candidate_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,A33,scheme_central,1,3,3,0.0,0.0,0.0,0.0,0,0.25,0.0,0.0,0.0,,1.0,1.0,0.0,diagnostic_startup_pressure_gradient_station_candidate_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,A33,scheme_forward,2,3,3,0.0,0.0,0.0,0.0,0,0.25,0.0,0.0,0.0,,0.70453076379601,0.6332749702888832,180.0,diagnostic_startup_pressure_gradient_station_candidate_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,A33,scheme_backward,3,3,3,0.0,0.0,0.0,0.0,0,0.25,0.0,0.0,0.0,,1.7191742080263723,0.70453076379601,180.0,diagnostic_startup_pressure_gradient_station_candidate_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,A33,phase_aligned_central,4,3,3,0.0,0.0,0.0,0.0,0,0.25,0.0,0.0,0.0,,1.0,1.0,0.0,diagnostic_startup_pressure_gradient_station_candidate_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,A33,phase_aligned_forward,5,3,3,0.0,0.0,0.0,0.0,0,0.25,0.0,0.0,0.0,,0.70453076379601,0.6332749702888832,180.0,diagnostic_startup_pressure_gradient_station_candidate_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,A33,phase_aligned_backward,6,3,3,0.0,0.0,0.0,0.0,0,0.25,0.0,0.0,0.0,,1.7191742080263723,0.70453076379601,180.0,diagnostic_startup_pressure_gradient_station_candidate_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,A33,startup_aft_gradient_zero,7,3,3,0.0,0.0,0.0,0.0,0,0.25,0.0,0.0,0.0,,1.0,1.0,90.0,diagnostic_startup_pressure_gradient_station_candidate_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,A33,startup_aft_gradient_copy_second,8,3,3,0.0,0.0,0.0,0.0,0,0.25,0.0,0.0,0.0,,1.0,1.0,0.0,diagnostic_startup_pressure_gradient_station_candidate_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,A33,startup_first_pair_gradient_average,9,3,3,0.0,0.0,0.0,0.0,0,0.25,0.0,0.0,0.0,,1.7191742080263723,1.0,0.0,diagnostic_startup_pressure_gradient_station_candidate_not_hard_gate,INFO
