benchmark,source_row,fit_name,fit_order,fit_description,fit_component_set,fit_rank,fit_condition_number,fit_residual_sum_squares,hull,speed_case,omega_e_sqrt_l_over_g,coefficient,reference_value,computed_value,raw_computed_value,raw_to_reference_raw_ratio,abs_error,rel_error,tolerance,near_zero_abs_tolerance,effective_abs_tolerance,gate_error_ratio,current_default_gate_error_ratio,gate_ratio_delta_vs_current,candidate_gate_status,provider_route,provider_formulation,gate_role,time_derivative_fit_scale,time_derivative_component_value,time_derivative_fit_contribution_value,pressure_gradient_fit_scale,pressure_gradient_component_value,pressure_gradient_fit_contribution_value,stokes_body_forward_fit_scale,stokes_body_forward_component_value,stokes_body_forward_fit_contribution_value,end_term_fit_scale,end_term_component_value,end_term_fit_contribution_value
ma2005_wigley_iii_coefficients,0,least_squares_time_only,0,Best-fit global scale for the Eq.30 time-derivative pressure contribution only.,time_derivative,1,,,wigley_iii,Fn0.4,1.0,A33,6.556558905068958,6.556558905068957,17.5012314523325,0.9999999999999998,8.881784197001252e-16,1.3546411045181997e-16,0.15,0.0,0.9834838357603437,9.030940696787998e-16,0.0,9.030940696787998e-16,PASS,matched_bie_station_sweep,matched_bie,diagnostic_eq30_component_scale_fit_not_hard_gate,0.9999999999999999,6.556558905068958,6.556558905068957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ma2005_wigley_iii_coefficients,0,least_squares_gradient_only,1,Best-fit global scale for the Eq.30 forward-speed pressure-gradient contribution only.,pressure_gradient,0,,,wigley_iii,Fn0.4,1.0,A33,6.556558905068958,0.0,0.0,0.0,6.556558905068958,1.0,0.15,0.0,0.9834838357603437,6.666666666666667,0.0,6.666666666666667,FAIL,matched_bie_station_sweep,matched_bie,diagnostic_eq30_component_scale_fit_not_hard_gate,0.0,6.556558905068958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ma2005_wigley_iii_coefficients,0,least_squares_time_gradient,2,Best-fit global scales for Eq.30 time and forward-speed pressure-gradient contributions.,time_derivative+pressure_gradient,0,,,wigley_iii,Fn0.4,1.0,A33,6.556558905068958,,,,,,0.15,0.0,0.9834838357603437,,0.0,,FAIL,matched_bie_station_sweep,matched_bie,diagnostic_eq30_component_scale_fit_not_hard_gate,,6.556558905068958,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
ma2005_wigley_iii_coefficients,0,least_squares_time_gradient_end,3,Best-fit global scales for Eq.30 body pressure plus Eq.32 end-contour contribution.,time_derivative+pressure_gradient+end_term,0,,,wigley_iii,Fn0.4,1.0,A33,6.556558905068958,,,,,,0.15,0.0,0.9834838357603437,,0.0,,FAIL,matched_bie_station_sweep,matched_bie,diagnostic_eq30_component_scale_fit_not_hard_gate,,6.556558905068958,,,0.0,,0.0,0.0,0.0,,0.0,
ma2005_wigley_iii_coefficients,0,least_squares_time_gradient_stokes_end,4,"Best-fit global scales for Eq.30 time pressure, Eq.30 pressure-gradient, Eq.32 Stokes body forward-speed diagnostic, and Eq.32 end-contour contribution.",time_derivative+pressure_gradient+stokes_body_forward+end_term,0,,,wigley_iii,Fn0.4,1.0,A33,6.556558905068958,,,,,,0.15,0.0,0.9834838357603437,,0.0,,FAIL,matched_bie_station_sweep,matched_bie,diagnostic_eq30_component_scale_fit_not_hard_gate,,6.556558905068958,,,0.0,,,0.0,,,0.0,
