benchmark,candidate_name,candidate_description,case_count,finite_count,pass_count,fail_count,not_evaluated_count,pass_fraction,median_gate_error_ratio,max_gate_error_ratio,candidate_gate_status,gate_role
ma2005_wigley_iii_coefficients,current_default,Current production matched-BIE pressure chain: time derivative + pressure gradient + end term.,1,1,1,0,0,1.0,0.0,0.0,PASS,diagnostic_pressure_sign_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,pressure_gradient_flipped_keep_time_end,Flip only Eq. (30) forward-speed pressure-gradient contribution; keep time pressure and end term unchanged.,1,1,1,0,0,1.0,0.0,0.0,PASS,diagnostic_pressure_sign_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,time_derivative_flipped_keep_gradient_end,Flip only Eq. (30) time-derivative pressure contribution; keep pressure-gradient and end term unchanged.,1,1,0,1,0,0.0,13.333333333333334,13.333333333333334,FAIL,diagnostic_pressure_sign_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,body_pressure_flipped_keep_end,Flip the full Eq. (30) body-pressure contribution; keep Eq. (32) end term unchanged.,1,1,0,1,0,0.0,13.333333333333334,13.333333333333334,FAIL,diagnostic_pressure_sign_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,body_pressure_and_end_flipped,Flip Eq. (30) body pressure and the currently assembled end term together.,1,1,0,1,0,0.0,13.333333333333334,13.333333333333334,FAIL,diagnostic_pressure_sign_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,all_terms_flipped,"Flip Eq. (30), Stokes body forward-speed diagnostic term, and end term together.",1,1,0,1,0,0.0,13.333333333333334,13.333333333333334,FAIL,diagnostic_pressure_sign_candidate_not_hard_gate
