benchmark,coefficient,row_count,station_count,row_block_count,free_surface_panel_count,dominant_station_local_index,dominant_x_over_l,dominant_row_block_name,dominant_free_surface_panel_index,dominant_free_surface_panel_y_m,dominant_row_block_contribution_norm,dominant_panel_to_total_free_rhs_norm_ratio,dominant_panel_to_row_block_free_rhs_norm_ratio,dominant_matrix_column_norm,max_row_block_to_total_free_rhs_norm_ratio,max_panel_to_total_free_rhs_norm_ratio,max_panel_to_row_block_free_rhs_norm_ratio,max_matrix_column_norm,gate_role,path_diagnostic_status
ma2005_wigley_iii_coefficients,A33,24,2,3,4,0,0.25,eq23_body,1,-0.05,4.9771984374626355,0.5239971423009625,0.6198665373293134,4.556230898706949,0.9540522508169239,0.6503368693074325,0.707021623569251,10.106844654144936,diagnostic_inner_free_surface_rhs_block_not_hard_gate,INFO
