benchmark,first_row,hull,hull_name_normalized,geometry_source,geometry_status,validation_status,length_m,beam_m,draft_m,displacement_volume_m3,station_count,offsets_file,resolved_offsets_file,source_figure,source_note,note,lcg_from_transom_m,lcg_aft_of_amidship_m,lcg_source,pitch_radius_gyration_m,pitch_radius_source,trim_by_stern_m,trim_source,computed_station_count,computed_displacement_volume_m3,computed_waterplane_area_m2,computed_center_of_buoyancy_x_m,computed_displacement_error_m3,status
ma2005_wigley_iii_coefficients,0,wigley_iii,wigley_iii,wigley_iii_analytic_formula_with_ma2005_table1_particulars,ANALYTIC_FORMULA,PASS,1.0,0.1,0.0625,,5,,,,,Wigley III uses the documented analytic parabolic hull formula.,0.5,0.0,default_midship_lcg,0.75,defaulted_from_ma2005_table1_kyy,0.0,default_zero_trim,5,0.0026041666666666665,0.0625,0.5,,PASS
