benchmark,source_row,hull,speed_case,omega_e_sqrt_l_over_g,coefficient,candidate_name,candidate_order,candidate_description,candidate_is_current_default,candidate_recomputed_matched_bie,known_potential_rhs_scale,unknown_normal_column_scale,reference_value,computed_value,raw_computed_value,raw_to_reference_raw_ratio,abs_error,rel_error,tolerance,near_zero_abs_tolerance,effective_abs_tolerance,gate_error_ratio,current_default_gate_error_ratio,gate_ratio_delta_vs_current,error_metric,candidate_gate_status,matched_heave_free_surface_potential_norm_max,matched_pitch_free_surface_potential_norm_max,matched_heave_inner_free_surface_normal_derivative_norm_max,matched_pitch_inner_free_surface_normal_derivative_norm_max,matched_heave_free_surface_potential_increment_to_normal_derivative_gain_max,matched_heave_free_surface_potential_increment_normal_derivative_phase_deg_median,matched_selected_body_pressure_to_body_potential_gain_max,matched_selected_body_pressure_forward_to_time_norm_ratio_max,matched_selected_pressure_gradient_component_value,provider_route,provider_formulation,gate_role,failure_reason
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,current_default,0,Current default: Eq.23 keeps -A_free*phi_free on the RHS and -B_free*phi_n_free in the unknown columns.,True,False,1.0,1.0,6.556558905068958,6.556558905068958,17.501231452332505,1.0,0.0,0.0,0.15,0.0,0.9834838357603437,0.0,0.0,0.0,relative,PASS,1.5469711530585786,0.638114281714237,17.365767367442935,7.290538302038145,0.5302437065989295,180.0,31328.24346385698,9.708681066177732,0.0,matched_bie_station_sweep,matched_bie,diagnostic_inner_free_surface_block_coupling_candidate_not_hard_gate,
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,known_phi_free_rhs_removed,1,Diagnostic candidate that removes only the known inner-free-surface potential RHS contribution.,False,True,0.0,1.0,6.556558905068958,0.724096831155991,1.932810551913778,0.11043854583479493,5.832462073912968,0.8895614541652052,0.15,0.0,0.9834838357603437,5.930409694434701,0.0,5.930409694434701,relative,FAIL,1.5686683788375266,0.6478805519018648,2.3636246298740935,0.945449946031818,1.1442212953050093,180.0,4529.42512029005,0.9955969058625082,0.0,matched_bie_station_sweep,matched_bie,diagnostic_inner_free_surface_block_coupling_candidate_not_hard_gate,
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,known_phi_free_rhs_flipped,2,Diagnostic candidate that reverses only the known inner-free-surface potential RHS sign.,False,True,-1.0,1.0,6.556558905068958,-5.241859381129754,-13.991942358484367,-0.7994833047373686,11.798418286198713,1.7994833047373686,0.15,0.0,0.9834838357603437,11.99655536491579,0.0,11.99655536491579,relative,FAIL,1.5905698170892058,0.6577709388918307,20.0802260268558,8.179903779032578,0.5240623129211458,180.0,28546.48844902198,8.837013361994087,0.0,matched_bie_station_sweep,matched_bie,diagnostic_inner_free_surface_block_coupling_candidate_not_hard_gate,
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,unknown_phi_n_free_column_removed,3,Diagnostic candidate that removes only the unknown inner-free-surface normal-derivative column.,False,False,1.0,0.0,6.556558905068958,,,,,,0.15,,,,0.0,,exception,FAIL,,,,,,,,,,,,diagnostic_inner_free_surface_block_coupling_candidate_not_hard_gate,Singular matrix
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,unknown_phi_n_free_column_flipped,4,Diagnostic candidate that reverses only the unknown inner-free-surface normal-derivative column sign.,False,True,1.0,-1.0,6.556558905068958,-5.241859381129754,-13.991942358484367,-0.7994833047373686,11.798418286198713,1.7994833047373686,0.15,0.0,0.9834838357603437,11.99655536491579,0.0,11.99655536491579,relative,FAIL,1.5905698170892058,0.6577709388918307,20.0802260268558,8.179903779032578,0.5240623129211458,180.0,28546.48844902198,8.837013361994087,0.0,matched_bie_station_sweep,matched_bie,diagnostic_inner_free_surface_block_coupling_candidate_not_hard_gate,
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,both_free_blocks_removed,5,Diagnostic candidate that removes both Eq.23 inner-free-surface coupling blocks.,False,False,0.0,0.0,6.556558905068958,,,,,,0.15,,,,0.0,,exception,FAIL,,,,,,,,,,,,diagnostic_inner_free_surface_block_coupling_candidate_not_hard_gate,Singular matrix
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,known_phi_free_rhs_one_over_2pi,6,Diagnostic candidate that applies the canonical 1/(2*pi) BIE normalization only to the known A_free*phi_free RHS block.,False,True,0.15915494309189535,1.0,6.556558905068958,1.6612944035995023,4.434444697108046,0.2533790098820182,4.895264501469456,0.7466209901179818,0.15,0.0,0.9834838357603437,4.977473267453212,0.0,4.977473267453212,relative,FAIL,1.5652012732559542,0.6463177504657455,2.3548824742828613,1.017430921780956,0.6004548489708398,180.0,8923.832540892581,2.594069723285996,0.0,matched_bie_station_sweep,matched_bie,diagnostic_inner_free_surface_block_coupling_candidate_not_hard_gate,
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,unknown_phi_n_free_column_one_over_2pi,7,Diagnostic candidate that applies the canonical 1/(2*pi) BIE normalization only to the unknown B_free*phi_n_free column block.,False,True,1.0,0.15915494309189535,6.556558905068958,35.15485237185018,93.83782208631884,5.361783960283118,28.598293466781225,4.361783960283118,0.15,0.0,0.9834838357603437,29.07855973522079,0.0,29.07855973522079,relative,FAIL,9.023278544922725,3.6996829328731966,726.4627240262465,300.1308400838001,0.5469737145425233,180.0,152658.1764226904,47.54883090498439,0.0,matched_bie_station_sweep,matched_bie,diagnostic_inner_free_surface_block_coupling_candidate_not_hard_gate,
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,both_free_blocks_one_over_2pi,8,Diagnostic candidate that applies the canonical 1/(2*pi) BIE normalization to both inner-free-surface Eq.23 blocks.,False,True,0.15915494309189535,0.15915494309189535,6.556558905068958,6.556558905068957,17.5012314523325,0.9999999999999998,8.881784197001252e-16,1.3546411045181997e-16,0.15,0.0,0.9834838357603437,9.030940696787998e-16,0.0,9.030940696787998e-16,relative,PASS,9.71990641952832,4.00939027916835,109.11233437101606,45.80780314079609,0.5302437065989295,180.0,31328.243463856932,9.708681066177721,0.0,matched_bie_station_sweep,matched_bie,diagnostic_inner_free_surface_block_coupling_candidate_not_hard_gate,
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,known_phi_free_rhs_2pi,9,Diagnostic candidate that applies a 2*pi scale only to the known A_free*phi_free RHS block.,False,True,6.283185307179586,1.0,6.556558905068958,35.15485237185016,93.83782208631878,5.361783960283114,28.598293466781204,4.361783960283115,0.15,0.0,0.9834838357603437,29.078559735220768,0.0,29.078559735220768,relative,FAIL,1.4360993833194948,0.5888228266394897,115.62013350078026,47.76730677365988,0.5469737145425239,180.0,152658.17642269022,47.54883090498433,0.0,matched_bie_station_sweep,matched_bie,diagnostic_inner_free_surface_block_coupling_candidate_not_hard_gate,
