benchmark,source_row,hull,speed_case,omega_e_sqrt_l_over_g,coefficient,reference_value,computed_value,abs_error,rel_error,tolerance,effective_abs_tolerance,gate_error_ratio,status,provider_route,gate1_current_status,time_derivative_pressure_contribution_value,forward_speed_pressure_gradient_contribution_value,stokes_body_forward_speed_contribution_value,end_contour_contribution_value,current_force_closure_residual_value,dominant_eq30_component,dominant_eq30_component_value,body_source_peak_body_potential_x_over_l,body_source_peak_pressure_gradient_x_over_l,body_source_peak_pressure_gradient_density_abs_per_m,body_source_max_phi_to_velocity_gain,body_source_max_gradient_gain_times_l,failure_source,failure_source_evidence,excluded_pressure_balance_candidate_evidence,excluded_component_scale_fit_evidence,excluded_full_four_component_scale_fit_evidence,excluded_family_scale_candidate_evidence,excluded_eq31_eq32_forward_identity_evidence,station_forward_identity_localization_evidence,candidate_policy,remaining_blocker,gate_role
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,6.556558905068958,6.556558905068958,0.0,0.0,0.15,0.9834838357603437,0.0,PASS,matched_bie_station_sweep,PASS,6.556558905068958,0.0,0.0,0.0,0.0,time_derivative_pressure,6.556558905068958,0.25,0.25,0.0,2.3323977944568473,24.27170266544433,passed_current_default,This coefficient is inside the current Gate 1 tolerance with the production route.,best=current_default; pass=1/1; max_gate=0; median_gate=0; improved=0; worsened=0,best=least_squares_time_only; components=time_derivative; pass=1/1; max_gate=9.03094e-16; time_scale=1; gradient_scale=0; stokes_scale=0; end_scale=0,full_four_component_fit=least_squares_time_gradient_stokes_end; pass=0/1; max_gate=nan; median_gate=nan; time_scale=nan; gradient_scale=nan; stokes_scale=nan; end_scale=nan,best=current_default; groups=1; pass=1/1; max_gate=0; median_gate=0; group_scale_spread=1,best_equation_route=eq31_direct_time_plus_gradient; pass=1/1; max_gate=0; median_gate=0; identity_max_residual_over_tol=0; identity_pass=1/1,peak_station=0; peak_x_over_l=0.25; first_share=nan; configured_end_share=nan; conclusion=forward_identity_residual_is_numerically_small,candidate_passes_full_gate_requires_equation_trace_before_default; global_scale_fit_matches_full_gate_but_is_not_a_physical_correction; coefficient_family_scale_excluded_because_full_gate_not_passed; forward_speed_route_matches_full_gate_requires_equation_trace_before_default,Keep it as a regression guard while fixing the remaining coefficients.,gate1_current_default_failure_source_audit
