benchmark,fit_name,fit_order,fit_description,fit_component_set,fit_rank,fit_condition_number,fit_residual_sum_squares,row_count,pass_count,fail_count,pass_fraction,median_gate_error_ratio,max_gate_error_ratio,median_gate_ratio_delta_vs_current,max_gate_ratio_delta_vs_current,improved_row_count,worsened_row_count,candidate_gate_status,gate_role,path_diagnostic_status,time_derivative_fit_scale,pressure_gradient_fit_scale,stokes_body_forward_fit_scale,end_term_fit_scale
ma2005_wigley_iii_coefficients,least_squares_time_only,0,Best-fit global scale for the Eq.30 time-derivative pressure contribution only.,time_derivative,1,,,1,1,0,1.0,9.030940696787998e-16,9.030940696787998e-16,9.030940696787998e-16,9.030940696787998e-16,0,1,PASS,diagnostic_eq30_component_scale_fit_not_hard_gate,INFO,0.9999999999999999,0.0,0.0,0.0
ma2005_wigley_iii_coefficients,least_squares_gradient_only,1,Best-fit global scale for the Eq.30 forward-speed pressure-gradient contribution only.,pressure_gradient,0,,,1,0,1,0.0,6.666666666666667,6.666666666666667,6.666666666666667,6.666666666666667,0,1,FAIL,diagnostic_eq30_component_scale_fit_not_hard_gate,INFO,0.0,0.0,0.0,0.0
ma2005_wigley_iii_coefficients,least_squares_time_gradient,2,Best-fit global scales for Eq.30 time and forward-speed pressure-gradient contributions.,time_derivative+pressure_gradient,0,,,1,0,1,0.0,,,,,0,0,FAIL,diagnostic_eq30_component_scale_fit_not_hard_gate,INFO,,,0.0,0.0
ma2005_wigley_iii_coefficients,least_squares_time_gradient_end,3,Best-fit global scales for Eq.30 body pressure plus Eq.32 end-contour contribution.,time_derivative+pressure_gradient+end_term,0,,,1,0,1,0.0,,,,,0,0,FAIL,diagnostic_eq30_component_scale_fit_not_hard_gate,INFO,,,0.0,
ma2005_wigley_iii_coefficients,least_squares_time_gradient_stokes_end,4,"Best-fit global scales for Eq.30 time pressure, Eq.30 pressure-gradient, Eq.32 Stokes body forward-speed diagnostic, and Eq.32 end-contour contribution.",time_derivative+pressure_gradient+stokes_body_forward+end_term,0,,,1,0,1,0.0,,,,,0,0,FAIL,diagnostic_eq30_component_scale_fit_not_hard_gate,INFO,,,,
