benchmark,candidate_name,candidate_order,free_surface_normal_derivative_source,row_count,pass_count,fail_count,pass_fraction,median_gate_error_ratio,max_gate_error_ratio,median_gate_ratio_delta_vs_current,max_gate_ratio_delta_vs_current,improved_row_count,worsened_row_count,median_heave_free_surface_potential_norm_max,median_heave_inner_free_surface_normal_derivative_norm_max,median_heave_free_surface_increment_gain_max,median_selected_body_pressure_to_body_potential_gain_max,max_abs_selected_pressure_gradient_component_value,candidate_gate_status,gate_role,path_diagnostic_status
ma2005_wigley_iii_coefficients,current_raw,0,raw,1,1,0,1.0,0.0,0.0,0.0,0.0,0,0,1.5469711530585786,17.365767367442935,0.5302437065989295,31328.24346385698,0.0,PASS,diagnostic_free_surface_normal_derivative_source_candidate_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,imaginary_part_only,2,imaginary_part_only,1,1,0,1.0,0.0,0.0,0.0,0.0,0,0,1.5469711530585786,17.365767367442935,0.5302437065989295,31328.24346385698,0.0,PASS,diagnostic_free_surface_normal_derivative_source_candidate_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,real_part_only,1,real_part_only,1,0,1,0.0,5.930409694434701,5.930409694434701,5.930409694434701,5.930409694434701,0,1,0.0,2.3636246298740935,0.0,4529.42512029005,0.0,FAIL,diagnostic_free_surface_normal_derivative_source_candidate_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,body_velocity_norm_normalized,5,body_velocity_norm_normalized,1,0,1,0.0,10.04923682334413,10.04923682334413,10.04923682334413,10.04923682334413,0,1,4.070293161664907,48.89951650906381,1.4210249660027097,69758.17179594142,0.0,FAIL,diagnostic_free_surface_normal_derivative_source_candidate_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,phase_lead_90,3,phase_lead_90,1,0,1,0.0,24.856766483973733,24.856766483973733,24.856766483973733,24.856766483973733,0,1,1.5689219374192231,18.75734614376152,0.5270183434186684,26886.41694969927,16.28044881056779,FAIL,diagnostic_free_surface_normal_derivative_source_candidate_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,phase_lag_90,4,phase_lag_90,1,0,1,0.0,36.58184989679674,36.58184989679674,36.58184989679674,36.58184989679674,0,1,1.5689219374192231,18.75734614376152,0.5270183434186684,33136.945726715996,16.28044881056779,FAIL,diagnostic_free_surface_normal_derivative_source_candidate_not_hard_gate,INFO
