benchmark,source_row,hull,speed_case,omega_e_sqrt_l_over_g,coefficient,reference_value,row_family,column_family,station_index,x_m,x_over_l,row_measure_norm,row_measure_x_gradient_norm,stokes_m_measure_norm,row_measure_gradient_to_stokes_m_norm_ratio,row_measure_gradient_stokes_m_alignment,row_measure_transport_density_value_per_m,stokes_body_forward_density_value_per_m,transport_minus_stokes_density_value_per_m,transport_plus_stokes_density_value_per_m,transport_to_stokes_density_ratio,transport_to_negative_stokes_density_ratio,diagnostic_flags,candidate_policy,gate_role
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,2.0,A33,1.07,heave_row_N3_m3,heave_radiation,0,0.075,0.024999999999999998,0.013950212503169015,0.17721758638019208,0.0,,,0.4408977484373756,0.0,0.4408977484373756,0.4408977484373756,,,first_active_station;row_measure_gradient_nonzero_while_stokes_m_zero,diagnostic-only; does not alter matched_bie_station_sweep coefficients,diagnostic_row_measure_transport_not_hard_gate
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,2.0,A33,1.07,heave_row_N3_m3,heave_radiation,1,0.15,0.049999999999999996,0.02658877860008689,0.15998703559424932,0.0,,,0.4870682394576571,0.0,0.4870682394576571,0.4870682394576571,,,row_measure_gradient_nonzero_while_stokes_m_zero,diagnostic-only; does not alter matched_bie_station_sweep coefficients,diagnostic_row_measure_transport_not_hard_gate
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,2.0,A33,1.07,heave_row_N3_m3,heave_radiation,2,0.22499999999999998,0.075,0.03793459234644687,0.143644774641992,0.0,,,0.4786927665744527,0.0,0.4786927665744527,0.4786927665744527,,,row_measure_gradient_nonzero_while_stokes_m_zero,diagnostic-only; does not alter matched_bie_station_sweep coefficients,diagnostic_row_measure_transport_not_hard_gate
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,2.0,A33,1.07,heave_row_N3_m3,heave_radiation,3,0.3,0.09999999999999999,0.04808385267732463,0.12883972630938237,0.0,,,0.4545134416224804,0.0,0.4545134416224804,0.4545134416224804,,,row_measure_gradient_nonzero_while_stokes_m_zero,diagnostic-only; does not alter matched_bie_station_sweep coefficients,diagnostic_row_measure_transport_not_hard_gate
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,2.0,A33,1.07,heave_row_N3_m3,heave_radiation,4,0.375,0.125,0.05715692668764062,0.11558839323844809,0.0,,,0.42387775807233735,0.0,0.42387775807233735,0.42387775807233735,,,row_measure_gradient_nonzero_while_stokes_m_zero,diagnostic-only; does not alter matched_bie_station_sweep coefficients,diagnostic_row_measure_transport_not_hard_gate
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,2.0,A33,1.07,heave_row_N3_m3,heave_radiation,5,0.44999999999999996,0.15,0.06526858979212875,0.1036807629689475,0.0,,,0.3902778015245128,0.0,0.3902778015245128,0.3902778015245128,,,row_measure_gradient_nonzero_while_stokes_m_zero,diagnostic-only; does not alter matched_bie_station_sweep coefficients,diagnostic_row_measure_transport_not_hard_gate
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,2.0,A33,1.07,heave_row_N3_m3,heave_radiation,6,0.525,0.17500000000000002,0.07251774872656115,0.09288084862433423,0.0,,,0.3553853127475315,0.0,0.3553853127475315,0.3553853127475315,,,row_measure_gradient_nonzero_while_stokes_m_zero,diagnostic-only; does not alter matched_bie_station_sweep coefficients,diagnostic_row_measure_transport_not_hard_gate
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,2.0,A33,1.07,heave_row_N3_m3,heave_radiation,7,0.6,0.19999999999999998,0.07898664432629132,0.08299107568479758,0.0,,,0.32015360260915193,0.0,0.32015360260915193,0.32015360260915193,,,row_measure_gradient_nonzero_while_stokes_m_zero,diagnostic-only; does not alter matched_bie_station_sweep coefficients,diagnostic_row_measure_transport_not_hard_gate
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,2.0,A33,1.07,heave_row_N3_m3,heave_radiation,8,0.6749999999999999,0.22499999999999998,0.08474321563851347,0.07385849212651921,0.0,,,0.28520022807286444,0.0,0.28520022807286444,0.28520022807286444,,,row_measure_gradient_nonzero_while_stokes_m_zero,diagnostic-only; does not alter matched_bie_station_sweep coefficients,diagnostic_row_measure_transport_not_hard_gate
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,2.0,A33,1.07,heave_row_N3_m3,heave_radiation,9,0.75,0.25,0.08984389893832567,0.0653650999156819,0.0,,,0.2509636694788064,0.0,0.2509636694788064,0.2509636694788064,,,row_measure_gradient_nonzero_while_stokes_m_zero,diagnostic-only; does not alter matched_bie_station_sweep coefficients,diagnostic_row_measure_transport_not_hard_gate
