benchmark,source_row,hull,speed_case,omega_e_sqrt_l_over_g,coefficient,reference_value,mode_column,generalized_row,station_index,x_m,x_over_l,pitch_base_lever_arm_m,pitch_radiation_lever_arm_m,pitch_moment_lever_arm_m,pitch_moment_to_radiation_lever_ratio,pitch_moment_minus_base_lever_m,pitch_radiation_minus_base_lever_m,pitch_body_condition_oscillation_norm,pitch_body_condition_forward_speed_norm,pitch_body_condition_forward_to_oscillation_norm_ratio,pitch_body_condition_forward_oscillation_real_alignment,pitch_body_condition_forward_oscillation_phase_deg,total_density_value_per_m,time_derivative_density_value_per_m,pressure_gradient_density_value_per_m,stokes_body_forward_density_value_per_m,gate_role
ma2005_wigley_iii_coefficients,3,wigley_iii,Fn0.4,2.0,A53,0.19,heave,pitch_moment,0,0.075,0.024999999999999998,1.425,1.425,1.425,1.0,0.0,0.0,1.5250617619213942,0.6421312681774293,0.4210526315789475,0.0,-90.0,0.05226394655772485,-0.0033164898222931396,0.05558043638001799,0.01150151136874609,diagnostic_pitch_generalized_force_coordinate_audit_not_hard_gate
ma2005_wigley_iii_coefficients,3,wigley_iii,Fn0.4,2.0,A53,0.19,heave,pitch_moment,1,0.15,0.049999999999999996,1.35,1.35,1.35,1.0,0.0,0.0,2.7144851095671974,1.2064378264743103,0.4444444444444446,-4.237676827702638e-18,-90.0,0.05722686193959233,-0.0008894033389945143,0.058116265278586855,0.02651972560424407,diagnostic_pitch_generalized_force_coordinate_audit_not_hard_gate
ma2005_wigley_iii_coefficients,3,wigley_iii,Fn0.4,2.0,A53,0.19,heave,pitch_moment,2,0.22499999999999998,0.075,1.275,1.275,1.275,1.0,0.0,0.0,3.58497497363385,1.6870470464159297,0.4705882352941177,0.0,-90.0,0.04698853808561903,0.007096435038804608,0.03989210304681443,0.04108138182828478,diagnostic_pitch_generalized_force_coordinate_audit_not_hard_gate
ma2005_wigley_iii_coefficients,3,wigley_iii,Fn0.4,2.0,A53,0.19,heave,pitch_moment,3,0.3,0.09999999999999999,1.2,1.2,1.2,1.0,0.0,0.0,4.178736470036313,2.089368235018157,0.5,-2.543198473664825e-17,-90.0,0.04906559467164068,0.01849502341102073,0.030570571260619947,0.05480724696610551,diagnostic_pitch_generalized_force_coordinate_audit_not_hard_gate
ma2005_wigley_iii_coefficients,3,wigley_iii,Fn0.4,2.0,A53,0.19,heave,pitch_moment,4,0.375,0.125,1.125,1.125,1.125,1.0,0.0,0.0,4.544302349921724,2.423627919958253,0.5333333333333334,0.0,-90.0,0.054425548665718436,0.0315431625968559,0.022882386068862535,0.0674988149542552,diagnostic_pitch_generalized_force_coordinate_audit_not_hard_gate
ma2005_wigley_iii_coefficients,3,wigley_iii,Fn0.4,2.0,A53,0.19,heave,pitch_moment,5,0.44999999999999996,0.15,1.05,1.05,1.05,1.0,0.0,0.0,4.726461968865215,2.700835410780123,0.5714285714285714,-1.3915407401585844e-16,-90.00000000000001,0.06017831879511206,0.04485623906385271,0.015322079731259349,0.07900066339680153,diagnostic_pitch_generalized_force_coordinate_audit_not_hard_gate
ma2005_wigley_iii_coefficients,3,wigley_iii,Fn0.4,2.0,A53,0.19,heave,pitch_moment,6,0.525,0.17500000000000002,0.975,0.975,0.975,1.0,0.0,0.0,4.762829903310576,2.9309722481911242,0.6153846153846154,0.0,-90.0,0.06509487160047485,0.05736819431923153,0.007726677281243328,0.0891899603325373,diagnostic_pitch_generalized_force_coordinate_audit_not_hard_gate
ma2005_wigley_iii_coefficients,3,wigley_iii,Fn0.4,2.0,A53,0.19,heave,pitch_moment,7,0.6,0.19999999999999998,0.9,0.9,0.9,1.0,0.0,0.0,4.683661210537104,3.1224408070247365,0.6666666666666667,0.0,-90.0,0.06856175111597422,0.0682778571018513,0.00028389401412294026,0.09797198407599386,diagnostic_pitch_generalized_force_coordinate_audit_not_hard_gate
ma2005_wigley_iii_coefficients,3,wigley_iii,Fn0.4,2.0,A53,0.19,heave,pitch_moment,8,0.6749999999999999,0.22499999999999998,0.8250000000000001,0.8250000000000001,0.8250000000000001,1.0,0.0,0.0,4.512847837443431,3.2820711545043135,0.7272727272727273,0.0,-90.0,0.07026652454273921,0.07700318945363333,-0.006736664910894123,0.10527583929156478,diagnostic_pitch_generalized_force_coordinate_audit_not_hard_gate
ma2005_wigley_iii_coefficients,3,wigley_iii,Fn0.4,2.0,A53,0.19,heave,pitch_moment,9,0.75,0.25,0.75,0.75,0.75,1.0,0.0,0.0,4.269155341531437,3.41532427322515,0.8,0.0,-90.0,0.07008321599886332,0.0831435732795302,-0.013060357280666885,0.11105122892121294,diagnostic_pitch_generalized_force_coordinate_audit_not_hard_gate
ma2005_wigley_iii_coefficients,3,wigley_iii,Fn0.4,2.0,A53,0.19,heave,pitch_moment,10,0.825,0.27499999999999997,0.675,0.675,0.675,1.0,0.0,0.0,3.967350804704668,3.526534048626372,0.8888888888888891,6.348213608648836e-17,-90.0,0.0680189117114885,0.08644957172732146,-0.018430660015832965,0.11526643300591577,diagnostic_pitch_generalized_force_coordinate_audit_not_hard_gate
ma2005_wigley_iii_coefficients,3,wigley_iii,Fn0.4,2.0,A53,0.19,heave,pitch_moment,11,0.8999999999999999,0.3,0.6000000000000001,0.6000000000000001,0.6000000000000001,1.0,0.0,0.0,3.6191288038634095,3.6191288038634095,1.0,0.0,-90.0,0.06418218145599283,0.0867992309382551,-0.02261704948226227,0.11790738140151298,diagnostic_pitch_generalized_force_coordinate_audit_not_hard_gate
ma2005_wigley_iii_coefficients,3,wigley_iii,Fn0.4,2.0,A53,0.19,heave,pitch_moment,12,0.975,0.325,0.525,0.525,0.525,1.0,0.0,0.0,3.233838505735473,3.6958154351262555,1.142857142857143,0.0,-90.0,0.058760543790505576,0.08418000518095295,-0.02541946139044739,0.11897774313350294,diagnostic_pitch_generalized_force_coordinate_audit_not_hard_gate
ma2005_wigley_iii_coefficients,3,wigley_iii,Fn0.4,2.0,A53,0.19,heave,pitch_moment,13,1.05,0.35000000000000003,0.44999999999999996,0.44999999999999996,0.44999999999999996,1.0,0.0,0.0,2.81904424989596,3.7587256665279476,1.3333333333333335,0.0,-90.0,0.052001572463153935,0.0786754944812911,-0.026673922018137182,0.11849999298665517,diagnostic_pitch_generalized_force_coordinate_audit_not_hard_gate
ma2005_wigley_iii_coefficients,3,wigley_iii,Fn0.4,2.0,A53,0.19,heave,pitch_moment,14,1.125,0.375,0.375,0.375,0.375,1.0,0.0,0.0,2.3809558688508403,3.8095293901613454,1.6,0.0,-90.0,0.04419466856726963,0.07045618750282882,-0.026261518935559197,0.11651737166502286,diagnostic_pitch_generalized_force_coordinate_audit_not_hard_gate
ma2005_wigley_iii_coefficients,3,wigley_iii,Fn0.4,2.0,A53,0.19,heave,pitch_moment,15,1.2,0.39999999999999997,0.30000000000000004,0.30000000000000004,0.30000000000000004,1.0,0.0,0.0,1.924760544129815,3.84952108825963,2.0,0.0,-90.0,0.035651856087906386,0.05977324936499566,-0.02412139327708927,0.11309653286429192,diagnostic_pitch_generalized_force_coordinate_audit_not_hard_gate
ma2005_wigley_iii_coefficients,3,wigley_iii,Fn0.4,2.0,A53,0.19,heave,pitch_moment,16,1.275,0.425,0.2250000000000001,0.2250000000000001,0.2250000000000001,1.0,0.0,0.0,1.4548817861993673,3.879684763198312,2.666666666666666,3.933834450354944e-17,-90.0,0.026687180040884585,0.04695412279067857,-0.020266942749793983,0.10833050160824914,diagnostic_pitch_generalized_force_coordinate_audit_not_hard_gate
