benchmark,candidate_name,matrix_cell,pair_key,pair_status,coefficient,reference_value,current_computed_value,candidate_computed_value,current_abs_error,candidate_abs_error,current_gate_error_ratio,candidate_gate_error_ratio,candidate_status,omega_e_sqrt_l_over_g,omega_rad_s,raw_force_real,raw_force_imag,reference_force_real,reference_force_imag,candidate_force_real,candidate_force_imag,candidate_force_to_reference_residual_norm,candidate_operation,paired_coefficients,candidate_default_gate_eligible,candidate_exclusion_reason,diagnostic_conclusion,gate_role,path_diagnostic_status
ma2005_wigley_iii_coefficients,force_phase_minus_90_then_current_split,33,33:wigley_iii:Fn0.4:omega_bar=2.23,paired_same_frequency_ab_force_reconstruction,A33,0.941,0.8954918095166653,-0.8009781101921369,0.045508190483334654,1.7419781101921368,0.3224101344905041,12.341325612413296,FAIL,2.23,4.031851922917474,1163.8291564895844,-1040.9940866513168,1222.974040206805,-1194.7488276587496,-1040.9940866513168,-1163.8291564895844,1.3243101084004076,"Rotate reconstructed complex generalized force by -90 deg, then apply current A/B split.","A33,B33",false,"diagnostic-only A/B force reconstruction; sign, phase, or split candidates cannot modify matched_bie_station_sweep unless they close the complete eight-row Gate 1 under a traced force and coefficient convention.",candidate_does_not_improve_this_coefficient,diagnostic_ab_force_reconstruction_candidate_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,force_phase_minus_90_then_current_split,33,33:wigley_iii:Fn0.4:omega_bar=2.23,paired_same_frequency_ab_force_reconstruction,B33,2.05,1.7861811857284653,1.9969467352221637,0.26381881427153453,0.05305326477783612,0.8579473634846653,0.17253094236694677,PASS,2.23,4.031851922917474,1163.8291564895844,-1040.9940866513168,1222.974040206805,-1194.7488276587496,-1040.9940866513168,-1163.8291564895844,1.3243101084004076,"Rotate reconstructed complex generalized force by -90 deg, then apply current A/B split.","A33,B33",false,"diagnostic-only A/B force reconstruction; sign, phase, or split candidates cannot modify matched_bie_station_sweep unless they close the complete eight-row Gate 1 under a traced force and coefficient convention.",candidate_closes_this_coefficient_diagnostic_only,diagnostic_ab_force_reconstruction_candidate_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,force_real_imag_swapped_then_current_split,33,33:wigley_iii:Fn0.4:omega_bar=2.23,paired_same_frequency_ab_force_reconstruction,A33,0.941,0.8954918095166653,-0.8009781101921369,0.045508190483334654,1.7419781101921368,0.3224101344905041,12.341325612413296,FAIL,2.23,4.031851922917474,1163.8291564895844,-1040.9940866513168,1222.974040206805,-1194.7488276587496,-1040.9940866513168,1163.8291564895844,1.9122122009379432,"Swap raw complex-force real and imaginary parts, then apply current A/B split.","A33,B33",false,"diagnostic-only A/B force reconstruction; sign, phase, or split candidates cannot modify matched_bie_station_sweep unless they close the complete eight-row Gate 1 under a traced force and coefficient convention.",candidate_does_not_improve_this_coefficient,diagnostic_ab_force_reconstruction_candidate_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,force_real_imag_swapped_then_current_split,33,33:wigley_iii:Fn0.4:omega_bar=2.23,paired_same_frequency_ab_force_reconstruction,B33,2.05,1.7861811857284653,-1.9969467352221637,0.26381881427153453,4.046946735222163,0.8579473634846653,13.160802390966387,FAIL,2.23,4.031851922917474,1163.8291564895844,-1040.9940866513168,1222.974040206805,-1194.7488276587496,-1040.9940866513168,1163.8291564895844,1.9122122009379432,"Swap raw complex-force real and imaginary parts, then apply current A/B split.","A33,B33",false,"diagnostic-only A/B force reconstruction; sign, phase, or split candidates cannot modify matched_bie_station_sweep unless they close the complete eight-row Gate 1 under a traced force and coefficient convention.",candidate_does_not_improve_this_coefficient,diagnostic_ab_force_reconstruction_candidate_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,current_ab_split,35,35:wigley_iii:Fn0.4:omega_bar=2.23,paired_same_frequency_ab_force_reconstruction,A35,-0.125,-0.11322998555308025,-0.11322998555308025,0.011770014446919747,0.011770014446919747,0.3138670519178599,0.3138670519178599,PASS,2.23,4.031851922917474,-441.4792759970523,-245.3675104829213,-487.3701010388437,-284.991305719575,-441.4792759970523,-245.3675104829213,0.10738995310307066,"A=Re(F)/omega^2, B=-Im(F)/omega; current convention baseline.","A35,B35",false,"diagnostic-only A/B force reconstruction; sign, phase, or split candidates cannot modify matched_bie_station_sweep unless they close the complete eight-row Gate 1 under a traced force and coefficient convention.",candidate_closes_this_coefficient_diagnostic_only,diagnostic_ab_force_reconstruction_candidate_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,current_ab_split,35,35:wigley_iii:Fn0.4:omega_bar=2.23,paired_same_frequency_ab_force_reconstruction,B35,0.163,0.1403372783872581,0.1403372783872581,0.02266272161274191,0.02266272161274191,0.4634503397288734,0.4634503397288734,PASS,2.23,4.031851922917474,-441.4792759970523,-245.3675104829213,-487.3701010388437,-284.991305719575,-441.4792759970523,-245.3675104829213,0.10738995310307066,"A=Re(F)/omega^2, B=-Im(F)/omega; current convention baseline.","A35,B35",false,"diagnostic-only A/B force reconstruction; sign, phase, or split candidates cannot modify matched_bie_station_sweep unless they close the complete eight-row Gate 1 under a traced force and coefficient convention.",candidate_closes_this_coefficient_diagnostic_only,diagnostic_ab_force_reconstruction_candidate_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,damping_sign_flipped,35,35:wigley_iii:Fn0.4:omega_bar=2.23,paired_same_frequency_ab_force_reconstruction,A35,-0.125,-0.11322998555308025,-0.11322998555308025,0.011770014446919747,0.011770014446919747,0.3138670519178599,0.3138670519178599,PASS,2.23,4.031851922917474,-441.4792759970523,-245.3675104829213,-487.3701010388437,-284.991305719575,-441.4792759970523,245.3675104829213,0.9428979014826707,Keep A; flip damping sign B -> -B.,"A35,B35",false,"diagnostic-only A/B force reconstruction; sign, phase, or split candidates cannot modify matched_bie_station_sweep unless they close the complete eight-row Gate 1 under a traced force and coefficient convention.",candidate_closes_this_coefficient_diagnostic_only,diagnostic_ab_force_reconstruction_candidate_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,damping_sign_flipped,35,35:wigley_iii:Fn0.4:omega_bar=2.23,paired_same_frequency_ab_force_reconstruction,B35,0.163,0.1403372783872581,-0.1403372783872581,0.02266272161274191,0.3033372783872581,0.4634503397288734,6.203216326937794,FAIL,2.23,4.031851922917474,-441.4792759970523,-245.3675104829213,-487.3701010388437,-284.991305719575,-441.4792759970523,245.3675104829213,0.9428979014826707,Keep A; flip damping sign B -> -B.,"A35,B35",false,"diagnostic-only A/B force reconstruction; sign, phase, or split candidates cannot modify matched_bie_station_sweep unless they close the complete eight-row Gate 1 under a traced force and coefficient convention.",candidate_does_not_improve_this_coefficient,diagnostic_ab_force_reconstruction_candidate_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,added_mass_sign_flipped,35,35:wigley_iii:Fn0.4:omega_bar=2.23,paired_same_frequency_ab_force_reconstruction,A35,-0.125,-0.11322998555308025,0.11322998555308025,0.011770014446919747,0.23822998555308025,0.3138670519178599,6.352799614748807,FAIL,2.23,4.031851922917474,-441.4792759970523,-245.3675104829213,-487.3701010388437,-284.991305719575,441.4792759970523,-245.3675104829213,1.6467028333658396,Flip added-mass sign A -> -A; keep B.,"A35,B35",false,"diagnostic-only A/B force reconstruction; sign, phase, or split candidates cannot modify matched_bie_station_sweep unless they close the complete eight-row Gate 1 under a traced force and coefficient convention.",candidate_does_not_improve_this_coefficient,diagnostic_ab_force_reconstruction_candidate_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,added_mass_sign_flipped,35,35:wigley_iii:Fn0.4:omega_bar=2.23,paired_same_frequency_ab_force_reconstruction,B35,0.163,0.1403372783872581,0.1403372783872581,0.02266272161274191,0.02266272161274191,0.4634503397288734,0.4634503397288734,PASS,2.23,4.031851922917474,-441.4792759970523,-245.3675104829213,-487.3701010388437,-284.991305719575,441.4792759970523,-245.3675104829213,1.6467028333658396,Flip added-mass sign A -> -A; keep B.,"A35,B35",false,"diagnostic-only A/B force reconstruction; sign, phase, or split candidates cannot modify matched_bie_station_sweep unless they close the complete eight-row Gate 1 under a traced force and coefficient convention.",candidate_closes_this_coefficient_diagnostic_only,diagnostic_ab_force_reconstruction_candidate_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,added_mass_and_damping_sign_flipped,35,35:wigley_iii:Fn0.4:omega_bar=2.23,paired_same_frequency_ab_force_reconstruction,A35,-0.125,-0.11322998555308025,0.11322998555308025,0.011770014446919747,0.23822998555308025,0.3138670519178599,6.352799614748807,FAIL,2.23,4.031851922917474,-441.4792759970523,-245.3675104829213,-487.3701010388437,-284.991305719575,441.4792759970523,245.3675104829213,1.894506287138691,Flip both A and B signs.,"A35,B35",false,"diagnostic-only A/B force reconstruction; sign, phase, or split candidates cannot modify matched_bie_station_sweep unless they close the complete eight-row Gate 1 under a traced force and coefficient convention.",candidate_does_not_improve_this_coefficient,diagnostic_ab_force_reconstruction_candidate_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,added_mass_and_damping_sign_flipped,35,35:wigley_iii:Fn0.4:omega_bar=2.23,paired_same_frequency_ab_force_reconstruction,B35,0.163,0.1403372783872581,-0.1403372783872581,0.02266272161274191,0.3033372783872581,0.4634503397288734,6.203216326937794,FAIL,2.23,4.031851922917474,-441.4792759970523,-245.3675104829213,-487.3701010388437,-284.991305719575,441.4792759970523,245.3675104829213,1.894506287138691,Flip both A and B signs.,"A35,B35",false,"diagnostic-only A/B force reconstruction; sign, phase, or split candidates cannot modify matched_bie_station_sweep unless they close the complete eight-row Gate 1 under a traced force and coefficient convention.",candidate_does_not_improve_this_coefficient,diagnostic_ab_force_reconstruction_candidate_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,force_phase_plus_90_then_current_split,35,35:wigley_iii:Fn0.4:omega_bar=2.23,paired_same_frequency_ab_force_reconstruction,A35,-0.125,-0.11322998555308025,0.06293151497186461,0.011770014446919747,0.1879315149718646,0.3138670519178599,5.01150706591639,FAIL,2.23,4.031851922917474,-441.4792759970523,-245.3675104829213,-487.3701010388437,-284.991305719575,245.3675104829213,-441.4792759970523,1.327115097910661,"Rotate reconstructed complex generalized force by +90 deg, then apply current A/B split.","A35,B35",false,"diagnostic-only A/B force reconstruction; sign, phase, or split candidates cannot modify matched_bie_station_sweep unless they close the complete eight-row Gate 1 under a traced force and coefficient convention.",candidate_does_not_improve_this_coefficient,diagnostic_ab_force_reconstruction_candidate_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,force_phase_plus_90_then_current_split,35,35:wigley_iii:Fn0.4:omega_bar=2.23,paired_same_frequency_ab_force_reconstruction,B35,0.163,0.1403372783872581,0.25250286778336894,0.02266272161274191,0.08950286778336894,0.4634503397288734,1.8303244945474222,FAIL,2.23,4.031851922917474,-441.4792759970523,-245.3675104829213,-487.3701010388437,-284.991305719575,245.3675104829213,-441.4792759970523,1.327115097910661,"Rotate reconstructed complex generalized force by +90 deg, then apply current A/B split.","A35,B35",false,"diagnostic-only A/B force reconstruction; sign, phase, or split candidates cannot modify matched_bie_station_sweep unless they close the complete eight-row Gate 1 under a traced force and coefficient convention.",candidate_does_not_improve_this_coefficient,diagnostic_ab_force_reconstruction_candidate_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,force_phase_minus_90_then_current_split,35,35:wigley_iii:Fn0.4:omega_bar=2.23,paired_same_frequency_ab_force_reconstruction,A35,-0.125,-0.11322998555308025,-0.06293151497186461,0.011770014446919747,0.06206848502813539,0.3138670519178599,1.6551596007502771,FAIL,2.23,4.031851922917474,-441.4792759970523,-245.3675104829213,-487.3701010388437,-284.991305719575,-245.3675104829213,441.4792759970523,1.3562640564923505,"Rotate reconstructed complex generalized force by -90 deg, then apply current A/B split.","A35,B35",false,"diagnostic-only A/B force reconstruction; sign, phase, or split candidates cannot modify matched_bie_station_sweep unless they close the complete eight-row Gate 1 under a traced force and coefficient convention.",candidate_does_not_improve_this_coefficient,diagnostic_ab_force_reconstruction_candidate_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,force_phase_minus_90_then_current_split,35,35:wigley_iii:Fn0.4:omega_bar=2.23,paired_same_frequency_ab_force_reconstruction,B35,0.163,0.1403372783872581,-0.25250286778336894,0.02266272161274191,0.415502867783369,0.4634503397288734,8.49699116121409,FAIL,2.23,4.031851922917474,-441.4792759970523,-245.3675104829213,-487.3701010388437,-284.991305719575,-245.3675104829213,441.4792759970523,1.3562640564923505,"Rotate reconstructed complex generalized force by -90 deg, then apply current A/B split.","A35,B35",false,"diagnostic-only A/B force reconstruction; sign, phase, or split candidates cannot modify matched_bie_station_sweep unless they close the complete eight-row Gate 1 under a traced force and coefficient convention.",candidate_does_not_improve_this_coefficient,diagnostic_ab_force_reconstruction_candidate_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,force_real_imag_swapped_then_current_split,35,35:wigley_iii:Fn0.4:omega_bar=2.23,paired_same_frequency_ab_force_reconstruction,A35,-0.125,-0.11322998555308025,-0.06293151497186461,0.011770014446919747,0.06206848502813539,0.3138670519178599,1.6551596007502771,FAIL,2.23,4.031851922917474,-441.4792759970523,-245.3675104829213,-487.3701010388437,-284.991305719575,-245.3675104829213,-441.4792759970523,0.5104517870968602,"Swap raw complex-force real and imaginary parts, then apply current A/B split.","A35,B35",false,"diagnostic-only A/B force reconstruction; sign, phase, or split candidates cannot modify matched_bie_station_sweep unless they close the complete eight-row Gate 1 under a traced force and coefficient convention.",candidate_does_not_improve_this_coefficient,diagnostic_ab_force_reconstruction_candidate_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,force_real_imag_swapped_then_current_split,35,35:wigley_iii:Fn0.4:omega_bar=2.23,paired_same_frequency_ab_force_reconstruction,B35,0.163,0.1403372783872581,0.25250286778336894,0.02266272161274191,0.08950286778336894,0.4634503397288734,1.8303244945474222,FAIL,2.23,4.031851922917474,-441.4792759970523,-245.3675104829213,-487.3701010388437,-284.991305719575,-245.3675104829213,-441.4792759970523,0.5104517870968602,"Swap raw complex-force real and imaginary parts, then apply current A/B split.","A35,B35",false,"diagnostic-only A/B force reconstruction; sign, phase, or split candidates cannot modify matched_bie_station_sweep unless they close the complete eight-row Gate 1 under a traced force and coefficient convention.",candidate_does_not_improve_this_coefficient,diagnostic_ab_force_reconstruction_candidate_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,current_ab_split,53,53:wigley_iii:Fn0.4:omega_bar=2.23,paired_same_frequency_ab_force_reconstruction,A53,0.145,0.11550117901521131,0.11550117901521131,0.029498820984788676,0.029498820984788676,0.6781338157422685,0.6781338157422685,PASS,2.23,4.031851922917474,450.3345702939929,218.43264872824085,565.3493172050587,185.33176936364998,450.3345702939929,218.43264872824085,0.20116445400966942,"A=Re(F)/omega^2, B=-Im(F)/omega; current convention baseline.","A53,B53",false,"diagnostic-only A/B force reconstruction; sign, phase, or split candidates cannot modify matched_bie_station_sweep unless they close the complete eight-row Gate 1 under a traced force and coefficient convention.",candidate_closes_this_coefficient_diagnostic_only,diagnostic_ab_force_reconstruction_candidate_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,current_ab_split,53,53:wigley_iii:Fn0.4:omega_bar=2.23,paired_same_frequency_ab_force_reconstruction,B53,-0.106,-0.12493195767079752,-0.12493195767079752,0.018931957670797528,0.018931957670797528,0.5953445808426896,0.5953445808426896,PASS,2.23,4.031851922917474,450.3345702939929,218.43264872824085,565.3493172050587,185.33176936364998,450.3345702939929,218.43264872824085,0.20116445400966942,"A=Re(F)/omega^2, B=-Im(F)/omega; current convention baseline.","A53,B53",false,"diagnostic-only A/B force reconstruction; sign, phase, or split candidates cannot modify matched_bie_station_sweep unless they close the complete eight-row Gate 1 under a traced force and coefficient convention.",candidate_closes_this_coefficient_diagnostic_only,diagnostic_ab_force_reconstruction_candidate_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,damping_sign_flipped,53,53:wigley_iii:Fn0.4:omega_bar=2.23,paired_same_frequency_ab_force_reconstruction,A53,0.145,0.11550117901521131,0.11550117901521131,0.029498820984788676,0.029498820984788676,0.6781338157422685,0.6781338157422685,PASS,2.23,4.031851922917474,450.3345702939929,218.43264872824085,565.3493172050587,185.33176936364998,450.3345702939929,-218.43264872824085,0.7056474631650866,Keep A; flip damping sign B -> -B.,"A53,B53",false,"diagnostic-only A/B force reconstruction; sign, phase, or split candidates cannot modify matched_bie_station_sweep unless they close the complete eight-row Gate 1 under a traced force and coefficient convention.",candidate_closes_this_coefficient_diagnostic_only,diagnostic_ab_force_reconstruction_candidate_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,damping_sign_flipped,53,53:wigley_iii:Fn0.4:omega_bar=2.23,paired_same_frequency_ab_force_reconstruction,B53,-0.106,-0.12493195767079752,0.12493195767079752,0.018931957670797528,0.23093195767079752,0.5953445808426896,7.262011247509357,FAIL,2.23,4.031851922917474,450.3345702939929,218.43264872824085,565.3493172050587,185.33176936364998,450.3345702939929,-218.43264872824085,0.7056474631650866,Keep A; flip damping sign B -> -B.,"A53,B53",false,"diagnostic-only A/B force reconstruction; sign, phase, or split candidates cannot modify matched_bie_station_sweep unless they close the complete eight-row Gate 1 under a traced force and coefficient convention.",candidate_does_not_improve_this_coefficient,diagnostic_ab_force_reconstruction_candidate_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,added_mass_sign_flipped,53,53:wigley_iii:Fn0.4:omega_bar=2.23,paired_same_frequency_ab_force_reconstruction,A53,0.145,0.11550117901521131,-0.11550117901521131,0.029498820984788676,0.2605011790152113,0.6781338157422685,5.988532850924398,FAIL,2.23,4.031851922917474,450.3345702939929,218.43264872824085,565.3493172050587,185.33176936364998,-450.3345702939929,218.43264872824085,1.708076212617527,Flip added-mass sign A -> -A; keep B.,"A53,B53",false,"diagnostic-only A/B force reconstruction; sign, phase, or split candidates cannot modify matched_bie_station_sweep unless they close the complete eight-row Gate 1 under a traced force and coefficient convention.",candidate_does_not_improve_this_coefficient,diagnostic_ab_force_reconstruction_candidate_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,added_mass_sign_flipped,53,53:wigley_iii:Fn0.4:omega_bar=2.23,paired_same_frequency_ab_force_reconstruction,B53,-0.106,-0.12493195767079752,-0.12493195767079752,0.018931957670797528,0.018931957670797528,0.5953445808426896,0.5953445808426896,PASS,2.23,4.031851922917474,450.3345702939929,218.43264872824085,565.3493172050587,185.33176936364998,-450.3345702939929,218.43264872824085,1.708076212617527,Flip added-mass sign A -> -A; keep B.,"A53,B53",false,"diagnostic-only A/B force reconstruction; sign, phase, or split candidates cannot modify matched_bie_station_sweep unless they close the complete eight-row Gate 1 under a traced force and coefficient convention.",candidate_closes_this_coefficient_diagnostic_only,diagnostic_ab_force_reconstruction_candidate_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,added_mass_and_damping_sign_flipped,53,53:wigley_iii:Fn0.4:omega_bar=2.23,paired_same_frequency_ab_force_reconstruction,A53,0.145,0.11550117901521131,-0.11550117901521131,0.029498820984788676,0.2605011790152113,0.6781338157422685,5.988532850924398,FAIL,2.23,4.031851922917474,450.3345702939929,218.43264872824085,565.3493172050587,185.33176936364998,-450.3345702939929,-218.43264872824085,1.8371160967190256,Flip both A and B signs.,"A53,B53",false,"diagnostic-only A/B force reconstruction; sign, phase, or split candidates cannot modify matched_bie_station_sweep unless they close the complete eight-row Gate 1 under a traced force and coefficient convention.",candidate_does_not_improve_this_coefficient,diagnostic_ab_force_reconstruction_candidate_not_hard_gate,INFO
