benchmark,candidate_name,candidate_order,row_count,pass_count,fail_count,pass_fraction,median_gate_error_ratio,max_gate_error_ratio,median_abs_error,max_abs_error,median_rel_error,max_rel_error,candidate_gate_status,gate_role,path_diagnostic_status
ma2005_wigley_iii_coefficients,current_default,0,10,9,1,0.9,0.6007843054704187,2.0832706213366734,0.026080771298765293,0.26381881427153453,0.13386360322068092,0.31249059320050104,FAIL,diagnostic_inner_free_surface_self_block_candidate_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,free_self_diagonal_removed,1,10,0,10,0.0,4.160785396092593,11.471362828437929,0.214364463139021,1.126783464060384,0.6637347501266693,1.7207044242656895,FAIL,diagnostic_inner_free_surface_self_block_candidate_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,inner_a_normalized_by_2pi,3,10,1,9,0.1,15.29502072935527,42.58591963679923,0.22765640363234402,3.499969532662276,2.2942531094032903,12.775775891039768,FAIL,diagnostic_inner_free_surface_self_block_candidate_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,free_self_diagonal_opposite_sign,2,10,1,9,0.1,19.50229837403047,55.89396383713939,0.6702241930873869,3.561118855046576,3.388651036171403,8.666541641351143,FAIL,diagnostic_inner_free_surface_self_block_candidate_not_hard_gate,INFO
