benchmark,source_row,hull,speed_case,omega_e_sqrt_l_over_g,coefficient,row_idx,col_idx,candidate_name,candidate_order,candidate_class,candidate_description,reference_value,candidate_reference_value,current_computed_value,candidate_value,time_derivative_component_value,forward_speed_pressure_gradient_component_value,stokes_body_forward_speed_component_value,end_contour_component_value,eq31_direct_time_plus_gradient_value,eq32_stokes_time_plus_body_plus_end_value,current_hybrid_time_plus_gradient_plus_end_value,forward_identity_residual_value,forward_identity_residual_over_effective_tolerance,current_minus_eq31_direct_value,current_minus_eq32_stokes_value,candidate_abs_error,candidate_rel_error,candidate_gate_error_ratio,current_gate_error_ratio,gate_ratio_delta_vs_current,candidate_gate_status,current_gate_status,candidate_row_decision,candidate_default_gate_eligible,candidate_exclusion_reason,gate_role
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,2.0,A33,2,2,current_selected_force_assembly_route,0,baseline_current_selected_route,Current default coefficient reconstructed by the force-assembly route recorded for this solved row.,1.07,1.07,1.0181504124660368,1.0181504124660368,1.0181504124660368,-0.3573324133930934,0.0,0.0,0.6608179990729434,1.0181504124660368,0.6608179990729434,-0.3573324133930934,2.2263701769040085,0.3573324133930934,0.0,0.05184958753396329,0.04845755844295634,0.323050389619709,0.323050389619709,0.0,PASS,PASS,baseline_current_default,false,diagnostic-only until either the Eq.31 direct-gradient route or the Eq.32 Stokes route passes all Wigley III coefficients and the forward-speed identity residual is explained,diagnostic_eq31_eq32_forward_identity_not_hard_gate
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,2.0,A33,2,2,eq31_direct_time_plus_gradient,1,equation_consistent_eq31_direct_gradient,"Eq.31 direct-gradient path: Eq.30 time pressure plus finite-difference forward gradient, without Eq.32 end term.",1.07,1.07,1.0181504124660368,0.6608179990729434,1.0181504124660368,-0.3573324133930934,0.0,0.0,0.6608179990729434,1.0181504124660368,0.6608179990729434,-0.3573324133930934,2.2263701769040085,0.3573324133930934,0.0,0.4091820009270567,0.38241308497855764,2.5494205665237177,0.323050389619709,2.226370176904009,FAIL,PASS,equation_path_worsens_this_coefficient,false,diagnostic-only until either the Eq.31 direct-gradient route or the Eq.32 Stokes route passes all Wigley III coefficients and the forward-speed identity residual is explained,diagnostic_eq31_eq32_forward_identity_not_hard_gate
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,2.0,A33,2,2,eq32_stokes_time_plus_body_plus_end,2,equation_consistent_eq32_stokes,Eq.32 Stokes path: Eq.30 time pressure plus Stokes body forward-speed term plus end-contour term.,1.07,1.07,1.0181504124660368,1.0181504124660368,1.0181504124660368,-0.3573324133930934,0.0,0.0,0.6608179990729434,1.0181504124660368,0.6608179990729434,-0.3573324133930934,2.2263701769040085,0.3573324133930934,0.0,0.05184958753396329,0.04845755844295634,0.323050389619709,0.323050389619709,0.0,PASS,PASS,neutral_or_not_evaluable,false,diagnostic-only until either the Eq.31 direct-gradient route or the Eq.32 Stokes route passes all Wigley III coefficients and the forward-speed identity residual is explained,diagnostic_eq31_eq32_forward_identity_not_hard_gate
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,2.0,A33,2,2,legacy_hybrid_time_plus_gradient_plus_end,3,diagnostic_noncanonical_hybrid,Legacy mixed route: Eq.30 time pressure plus Eq.31 direct gradient plus Eq.32 end contour.,1.07,1.07,1.0181504124660368,0.6608179990729434,1.0181504124660368,-0.3573324133930934,0.0,0.0,0.6608179990729434,1.0181504124660368,0.6608179990729434,-0.3573324133930934,2.2263701769040085,0.3573324133930934,0.0,0.4091820009270567,0.38241308497855764,2.5494205665237177,0.323050389619709,2.226370176904009,FAIL,PASS,equation_path_worsens_this_coefficient,false,diagnostic-only until either the Eq.31 direct-gradient route or the Eq.32 Stokes route passes all Wigley III coefficients and the forward-speed identity residual is explained,diagnostic_eq31_eq32_forward_identity_not_hard_gate
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,2.0,A33,2,2,forward_identity_gradient_minus_body_end,4,diagnostic_eq31_eq32_forward_identity_residual,Forward-speed identity residual: Eq.31 gradient term minus Eq.32 body-plus-end term.,1.07,0.0,1.0181504124660368,-0.3573324133930934,1.0181504124660368,-0.3573324133930934,0.0,0.0,0.6608179990729434,1.0181504124660368,0.6608179990729434,-0.3573324133930934,2.2263701769040085,0.3573324133930934,0.0,0.3573324133930934,357332413393.0934,71.46648267861868,0.323050389619709,71.14343228899897,FAIL,PASS,identity_not_closed,false,diagnostic-only until either the Eq.31 direct-gradient route or the Eq.32 Stokes route passes all Wigley III coefficients and the forward-speed identity residual is explained,diagnostic_eq31_eq32_forward_identity_not_hard_gate
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.23,A33,2,2,current_selected_force_assembly_route,0,baseline_current_selected_route,Current default coefficient reconstructed by the force-assembly route recorded for this solved row.,0.941,0.941,0.8954918095166653,0.8954918095166653,0.8954918095166653,-0.2888952435828137,0.0,0.0,0.6065965659338516,0.8954918095166653,0.6065965659338516,-0.2888952435828137,2.0467250696621586,0.2888952435828137,0.0,0.045508190483334654,0.04836152017357562,0.3224101344905041,0.3224101344905041,0.0,PASS,PASS,baseline_current_default,false,diagnostic-only until either the Eq.31 direct-gradient route or the Eq.32 Stokes route passes all Wigley III coefficients and the forward-speed identity residual is explained,diagnostic_eq31_eq32_forward_identity_not_hard_gate
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.23,A33,2,2,eq31_direct_time_plus_gradient,1,equation_consistent_eq31_direct_gradient,"Eq.31 direct-gradient path: Eq.30 time pressure plus finite-difference forward gradient, without Eq.32 end term.",0.941,0.941,0.8954918095166653,0.6065965659338516,0.8954918095166653,-0.2888952435828137,0.0,0.0,0.6065965659338516,0.8954918095166653,0.6065965659338516,-0.2888952435828137,2.0467250696621586,0.2888952435828137,0.0,0.33440343406614836,0.35537028062289944,2.3691352041526628,0.3224101344905041,2.0467250696621586,FAIL,PASS,equation_path_worsens_this_coefficient,false,diagnostic-only until either the Eq.31 direct-gradient route or the Eq.32 Stokes route passes all Wigley III coefficients and the forward-speed identity residual is explained,diagnostic_eq31_eq32_forward_identity_not_hard_gate
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.23,A33,2,2,eq32_stokes_time_plus_body_plus_end,2,equation_consistent_eq32_stokes,Eq.32 Stokes path: Eq.30 time pressure plus Stokes body forward-speed term plus end-contour term.,0.941,0.941,0.8954918095166653,0.8954918095166653,0.8954918095166653,-0.2888952435828137,0.0,0.0,0.6065965659338516,0.8954918095166653,0.6065965659338516,-0.2888952435828137,2.0467250696621586,0.2888952435828137,0.0,0.045508190483334654,0.04836152017357562,0.3224101344905041,0.3224101344905041,0.0,PASS,PASS,neutral_or_not_evaluable,false,diagnostic-only until either the Eq.31 direct-gradient route or the Eq.32 Stokes route passes all Wigley III coefficients and the forward-speed identity residual is explained,diagnostic_eq31_eq32_forward_identity_not_hard_gate
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.23,A33,2,2,legacy_hybrid_time_plus_gradient_plus_end,3,diagnostic_noncanonical_hybrid,Legacy mixed route: Eq.30 time pressure plus Eq.31 direct gradient plus Eq.32 end contour.,0.941,0.941,0.8954918095166653,0.6065965659338516,0.8954918095166653,-0.2888952435828137,0.0,0.0,0.6065965659338516,0.8954918095166653,0.6065965659338516,-0.2888952435828137,2.0467250696621586,0.2888952435828137,0.0,0.33440343406614836,0.35537028062289944,2.3691352041526628,0.3224101344905041,2.0467250696621586,FAIL,PASS,equation_path_worsens_this_coefficient,false,diagnostic-only until either the Eq.31 direct-gradient route or the Eq.32 Stokes route passes all Wigley III coefficients and the forward-speed identity residual is explained,diagnostic_eq31_eq32_forward_identity_not_hard_gate
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.23,A33,2,2,forward_identity_gradient_minus_body_end,4,diagnostic_eq31_eq32_forward_identity_residual,Forward-speed identity residual: Eq.31 gradient term minus Eq.32 body-plus-end term.,0.941,0.0,0.8954918095166653,-0.2888952435828137,0.8954918095166653,-0.2888952435828137,0.0,0.0,0.6065965659338516,0.8954918095166653,0.6065965659338516,-0.2888952435828137,2.0467250696621586,0.2888952435828137,0.0,0.2888952435828137,288895243582.8137,57.77904871656274,0.3224101344905041,57.45663858207224,FAIL,PASS,identity_not_closed,false,diagnostic-only until either the Eq.31 direct-gradient route or the Eq.32 Stokes route passes all Wigley III coefficients and the forward-speed identity residual is explained,diagnostic_eq31_eq32_forward_identity_not_hard_gate
