benchmark,coefficient,candidate_name,candidate_order,row_count,station_count,total_current_forward_gradient_integral_value,total_candidate_forward_gradient_integral_value,total_forward_gradient_integral_delta_vs_current,max_abs_station_integral_delta_vs_current,dominant_delta_station_index,dominant_delta_x_over_l,dominant_delta_value,dominant_candidate_density_value_per_m,dominant_current_density_value_per_m,dominant_station_delta_share_of_total_abs_delta,max_gradient_norm_ratio_to_current,median_gradient_norm_ratio_to_current,max_gradient_peak_phase_delta_abs_deg,gate_role,path_diagnostic_status
ma2005_wigley_iii_coefficients,A33,current_default,0,78,39,-0.6462276569759071,-0.6462276569759071,0.0,0.0,0,0.024999999999999998,0.0,0.11701144501056421,0.11701144501056421,,1.0,1.0,0.0,diagnostic_startup_pressure_gradient_station_candidate_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,A35,current_default,0,39,39,-0.015326903125125014,-0.015326903125125014,0.0,0.0,0,0.024999999999999998,0.0,0.014461716642311351,0.014461716642311351,,1.0,1.0,0.0,diagnostic_startup_pressure_gradient_station_candidate_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,A53,current_default,0,78,39,0.06528532733980033,0.06528532733980033,0.0,0.0,0,0.024999999999999998,0.0,0.05558043638001799,0.05558043638001799,,1.0,1.0,0.0,diagnostic_startup_pressure_gradient_station_candidate_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,A55,current_default,0,39,39,-0.0072563875001225775,-0.0072563875001225775,0.0,0.0,0,0.024999999999999998,0.0,0.006869315405097893,0.006869315405097893,,1.0,1.0,0.0,diagnostic_startup_pressure_gradient_station_candidate_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,B33,current_default,0,39,39,-0.1952537076843343,-0.1952537076843343,0.0,0.0,0,0.024999999999999998,0.0,-0.038909266063972776,-0.038909266063972776,,1.0,1.0,0.0,diagnostic_startup_pressure_gradient_station_candidate_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,B35,current_default,0,39,39,0.12631188674571225,0.12631188674571225,0.0,0.0,0,0.024999999999999998,0.0,-0.036311488688357214,-0.036311488688357214,,1.0,1.0,0.0,diagnostic_startup_pressure_gradient_station_candidate_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,B53,current_default,0,39,39,-0.25421966432905063,-0.25421966432905063,0.0,0.0,0,0.024999999999999998,0.0,-0.018481901380387068,-0.018481901380387068,,1.0,1.0,0.0,diagnostic_startup_pressure_gradient_station_candidate_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,B55,current_default,0,39,39,0.023509718897410794,0.023509718897410794,0.0,0.0,0,0.024999999999999998,0.0,-0.017247957126969676,-0.017247957126969676,,1.0,1.0,0.0,diagnostic_startup_pressure_gradient_station_candidate_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,A33,scheme_central,1,78,39,-0.6462276569759071,-0.17587034857372336,0.4703573084021838,0.04484377186936529,25,0.65,0.04484377186936529,0.321324880158931,-0.2765920780992732,0.028054205265460416,1.8505088783532826,1.3451611606556528,179.03414905227402,diagnostic_startup_pressure_gradient_station_candidate_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,A35,scheme_central,1,39,39,-0.015326903125125014,0.022014713525113094,0.03734161665023812,0.0052518511462833605,20,0.525,0.0052518511462833605,0.10304454035535357,0.03301985840490873,0.06188263520110363,3.143476291587631,1.1100369198553854,172.29552906361187,diagnostic_startup_pressure_gradient_station_candidate_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,A53,scheme_central,1,78,39,0.06528532733980033,-0.27496528063030373,-0.3402506079701041,0.00953681248791374,29,0.75,-0.00953681248791374,-0.09229824668077911,0.03485925315807081,0.027853014796282962,1.8505088783532826,1.3451611606556528,179.03414905227402,diagnostic_startup_pressure_gradient_station_candidate_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,A55,scheme_central,1,39,39,-0.0072563875001225775,0.0018916142623290476,0.009148001762451624,0.0013136498896553555,34,0.875,0.0013136498896553555,0.025664773573568674,0.008149441711497256,0.08807826177172061,3.143476291587631,1.1100369198553854,172.29552906361187,diagnostic_startup_pressure_gradient_station_candidate_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,B33,scheme_central,1,39,39,-0.1952537076843343,-0.8243475821737687,-0.6290938744894344,0.08908370196992427,24,0.625,-0.08908370196992427,-0.9368502025865172,0.25093249034580545,0.050418640704104074,1.8505088783532826,1.3836456152644714,177.24853883544577,diagnostic_startup_pressure_gradient_station_candidate_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,B35,scheme_central,1,39,39,0.12631188674571225,-0.061589855793214826,-0.18790174253892708,0.03811410198025658,16,0.425,-0.03811410198025658,-0.25488140507506885,0.2533066213283525,0.06135866465782837,3.143476291587631,1.1100369198553854,172.29552906361187,diagnostic_startup_pressure_gradient_station_candidate_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,B53,scheme_central,1,39,39,-0.25421966432905063,0.0880304045495524,0.342250068878603,0.01980912099091155,5,0.15,0.01980912099091155,0.09833190080434613,-0.16578971240780785,0.055589042744356595,1.8505088783532826,1.3836456152644714,177.24853883544577,diagnostic_startup_pressure_gradient_station_candidate_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,B55,scheme_central,1,39,39,0.023509718897410794,-0.047074557207413686,-0.07058427610482448,0.006212429080095865,31,0.7999999999999999,-0.006212429080095865,-0.05442284300958604,0.028409544725025302,0.058166561129372,3.143476291587631,1.1100369198553854,172.29552906361187,diagnostic_startup_pressure_gradient_station_candidate_not_hard_gate,INFO
