benchmark,candidate_name,candidate_order,candidate_class,coefficient_count,row_count,pass_count,fail_count,pass_fraction,improved_row_count,worsened_row_count,improves_but_still_fails_count,improves_this_coefficient_only_count,median_gate_error_ratio,max_gate_error_ratio,median_gate_ratio_delta_vs_current,max_gate_ratio_delta_vs_current,median_candidate_over_reference,abs_candidate_over_reference_spread,median_required_scale_over_documented,required_scale_over_documented_spread,candidate_default_decision,candidate_exclusion_reason,gate_role,path_diagnostic_status
ma2005_wigley_iii_coefficients,per_coefficient_required_scale,99,diagnostic_per_coefficient_fit,8,10,10,0,1.0,10,0,0,0,0.0,0.0,-0.6007843054704187,-0.3138670519178599,1.0,1.0,0.8784427142024496,1.7143087245008815,excluded_per_coefficient_fit_not_shared_convention,Keep diagnostic-only: no shared A/B mapping sign or Eq.34 length-power candidate passes the full Wigley III eight-coefficient Gate 1. Per-coefficient required scales are exact fits and therefore excluded from production.,diagnostic_ab_mapping_normalization_exclusion_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,current_ab_mapping_documented_eq34,0,baseline_current_default,8,10,9,1,0.9,0,0,0,0,0.6007843054704187,2.0832706213366734,0.0,0.0,0.8784427142024496,1.7143087245008815,0.8784427142024496,1.7143087245008815,excluded_incomplete_gate1_pass,Keep diagnostic-only: no shared A/B mapping sign or Eq.34 length-power candidate passes the full Wigley III eight-coefficient Gate 1. Per-coefficient required scales are exact fits and therefore excluded from production.,diagnostic_ab_mapping_normalization_exclusion_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,reference_signed_abs_current_documented_eq34,2,diagnostic_sign_only_magnitude_kept,8,10,9,1,0.9,0,0,0,0,0.6007843054704187,2.0832706213366734,0.0,0.0,0.8784427142024496,1.7143087245008815,0.8784427142024496,1.7143087245008815,excluded_incomplete_gate1_pass,Keep diagnostic-only: no shared A/B mapping sign or Eq.34 length-power candidate passes the full Wigley III eight-coefficient Gate 1. Per-coefficient required scales are exact fits and therefore excluded from production.,diagnostic_ab_mapping_normalization_exclusion_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,length_power_2_eq34_scale,12,diagnostic_length_power_candidate,8,10,1,9,0.1,0,8,0,0,2.4005012838600592,6.021253410757557,1.8656640989465487,5.6393391397121455,0.27984961484198223,9.14739535555607,0.8784427142024496,1.7143087245008815,excluded_incomplete_gate1_pass,Keep diagnostic-only: no shared A/B mapping sign or Eq.34 length-power candidate passes the full Wigley III eight-coefficient Gate 1. Per-coefficient required scales are exact fits and therefore excluded from production.,diagnostic_ab_mapping_normalization_exclusion_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,length_power_1_eq34_scale,11,diagnostic_length_power_candidate,8,10,5,5,0.5,0,5,0,0,2.61502415250844,11.044883991885307,1.936239767727334,10.282067544735964,0.8395488445259468,9.14739535555607,0.8784427142024496,1.7143087245008815,excluded_incomplete_gate1_pass,Keep diagnostic-only: no shared A/B mapping sign or Eq.34 length-power candidate passes the full Wigley III eight-coefficient Gate 1. Per-coefficient required scales are exact fits and therefore excluded from production.,diagnostic_ab_mapping_normalization_exclusion_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,total_raw_sign_flipped_documented_eq34,1,diagnostic_global_sign_flip,8,10,0,10,0.0,0,10,0,0,9.256036979753008,13.01092319884283,7.916729378663327,12.688513064352327,-0.8784427142024496,1.7143087245008815,0.8784427142024496,1.7143087245008815,excluded_no_coefficients_pass,Keep diagnostic-only: no shared A/B mapping sign or Eq.34 length-power candidate passes the full Wigley III eight-coefficient Gate 1. Per-coefficient required scales are exact fits and therefore excluded from production.,diagnostic_ab_mapping_normalization_exclusion_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,length_power_0_eq34_scale,10,diagnostic_length_power_candidate,8,10,3,7,0.3,0,7,0,0,5.062155111926135,46.46798530898926,4.527317927012625,45.70516886183992,2.518646533577841,9.14739535555607,0.8784427142024496,1.7143087245008815,excluded_incomplete_gate1_pass,Keep diagnostic-only: no shared A/B mapping sign or Eq.34 length-power candidate passes the full Wigley III eight-coefficient Gate 1. Per-coefficient required scales are exact fits and therefore excluded from production.,diagnostic_ab_mapping_normalization_exclusion_not_hard_gate,INFO
