benchmark,coefficient,matrix_cell,station_index,x_m,x_over_l,is_configured_end_station,projection_transport_station_contribution_value,stokes_body_forward_station_contribution_value,transport_minus_stokes_mi_station_contribution_value,transport_to_stokes_mi_ratio,transport_stokes_same_sign,station_abs_residual_share_of_total_abs,diagnostic_flags,candidate_default_gate_eligible,candidate_exclusion_reason,gate_role,path_diagnostic_status
ma2005_wigley_iii_coefficients,A35,35,1,0.15,0.049999999999999996,False,0.005206253797201923,0.0,0.005206253797201923,,True,0.06117390216269259,peak_abs_transport_stokes_residual;near_aft_region,false,diagnostic-only; interior projection transport can only modify the default after its Eq.31/Eq.32 derivation and all Wigley III Gate 1 rows close.,diagnostic_interior_mi_transport_consistency_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,A35,35,2,0.22499999999999998,0.075,False,0.0043302438593193025,0.0,0.0043302438593193025,,True,0.05088071471524641,none,false,diagnostic-only; interior projection transport can only modify the default after its Eq.31/Eq.32 derivation and all Wigley III Gate 1 rows close.,diagnostic_interior_mi_transport_consistency_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,A35,35,3,0.3,0.09999999999999999,False,0.003200402336011784,0.0,0.003200402336011784,,True,0.03760498565968093,none,false,diagnostic-only; interior projection transport can only modify the default after its Eq.31/Eq.32 derivation and all Wigley III Gate 1 rows close.,diagnostic_interior_mi_transport_consistency_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,A35,35,4,0.375,0.125,False,0.0019719830100674283,0.0,0.0019719830100674283,,True,0.02317095946978056,none,false,diagnostic-only; interior projection transport can only modify the default after its Eq.31/Eq.32 derivation and all Wigley III Gate 1 rows close.,diagnostic_interior_mi_transport_consistency_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,A35,35,5,0.44999999999999996,0.15,False,0.0007496820899771582,0.0,0.0007496820899771582,,True,0.008808825042304574,none,false,diagnostic-only; interior projection transport can only modify the default after its Eq.31/Eq.32 derivation and all Wigley III Gate 1 rows close.,diagnostic_interior_mi_transport_consistency_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,A35,35,6,0.525,0.17500000000000002,False,-0.0003865763640700827,0.0,-0.0003865763640700827,,True,0.004542303467176799,none,false,diagnostic-only; interior projection transport can only modify the default after its Eq.31/Eq.32 derivation and all Wigley III Gate 1 rows close.,diagnostic_interior_mi_transport_consistency_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,A35,35,7,0.6,0.19999999999999998,False,-0.0013777367297779465,0.0,-0.0013777367297779465,,True,0.016188517732016995,none,false,diagnostic-only; interior projection transport can only modify the default after its Eq.31/Eq.32 derivation and all Wigley III Gate 1 rows close.,diagnostic_interior_mi_transport_consistency_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,A35,35,8,0.6749999999999999,0.22499999999999998,False,-0.0021822798076242605,0.0,-0.0021822798076242605,,True,0.025641963808021483,none,false,diagnostic-only; interior projection transport can only modify the default after its Eq.31/Eq.32 derivation and all Wigley III Gate 1 rows close.,diagnostic_interior_mi_transport_consistency_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,A35,35,9,0.75,0.25,False,-0.0027730393295962988,0.0,-0.0027730393295962988,,True,0.03258343585424007,none,false,diagnostic-only; interior projection transport can only modify the default after its Eq.31/Eq.32 derivation and all Wigley III Gate 1 rows close.,diagnostic_interior_mi_transport_consistency_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,A35,35,10,0.825,0.27499999999999997,False,-0.003134679227441471,0.0,-0.003134679227441471,,True,0.036832733831376065,none,false,diagnostic-only; interior projection transport can only modify the default after its Eq.31/Eq.32 derivation and all Wigley III Gate 1 rows close.,diagnostic_interior_mi_transport_consistency_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,A35,35,11,0.8999999999999999,0.3,False,-0.003262013380638729,0.0,-0.003262013380638729,,True,0.03832892040488595,none,false,diagnostic-only; interior projection transport can only modify the default after its Eq.31/Eq.32 derivation and all Wigley III Gate 1 rows close.,diagnostic_interior_mi_transport_consistency_not_hard_gate,INFO
