benchmark,gate1_row_count,gate1_ladder_match_count,gate1_ladder_mismatch_count,gate1_max_abs_delta_to_a1_ladder,gate1_max_rel_delta_to_a1_ladder,journee_row_count,journee_ladder_match_count,journee_ladder_mismatch_count,journee_max_abs_delta_to_a1_ladder,journee_max_rel_delta_to_a1_ladder,a1_stated_circular_frequencies_rad_s,a1_converted_omega_sqrt_l_over_g_ladder,frequency_trace_status,candidate_default_gate_eligible,candidate_exclusion_reason,gate_role,path_diagnostic_status,source_reference
ma2005_wigley_iii_coefficients,10,8,2,0.21238283809426983,0.09599732670011797,16,16,0,0.020712871429297453,0.012482994095867762,3;4;5;6;7;8;10;12,1.65928712857;2.21238283809;2.76547854762;3.31857425714;3.87166996666;4.42476567619;5.53095709524;6.63714851428,gate1_sparse_figure_frequencies_partly_mismatch_a1_ladder,False,Reference frequency ambiguity is documented but does not authorize changing the hard Gate 1 dataset without an explicit benchmark policy decision.,diagnostic_a1_frequency_ladder_not_hard_gate,INFO,D:\Projects\20260601-Potential-flow-ship\20260717-planningvessel-code\benchmarks\ma2005\journee1992_wigley_iii_forced_coefficients.csv
