benchmark,candidate_name,candidate_order,free_surface_normal_derivative_source,row_count,pass_count,fail_count,pass_fraction,median_gate_error_ratio,max_gate_error_ratio,median_gate_ratio_delta_vs_current,max_gate_ratio_delta_vs_current,improved_row_count,worsened_row_count,median_heave_free_surface_potential_norm_max,median_heave_inner_free_surface_normal_derivative_norm_max,median_heave_free_surface_increment_gain_max,median_selected_body_pressure_to_body_potential_gain_max,max_abs_selected_pressure_gradient_component_value,candidate_gate_status,gate_role,path_diagnostic_status
ma2005_wigley_iii_coefficients,current_raw,0,raw,10,9,1,0.9,0.6007843054704187,2.0832706213366734,0.0,0.0,0,0,1.6769432816274554,2.3494975921786416,0.08266794363942438,36273.83721574658,0.3573324133930934,FAIL,diagnostic_free_surface_normal_derivative_source_candidate_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,imaginary_part_only,2,imaginary_part_only,10,3,7,0.3,1.6868819392795102,4.251104905837859,1.2268363982715063,3.2000019906214416,2,8,1.5948001812565133,2.0480957585262094,0.1218760955146068,36293.14127375082,0.2533088492852784,FAIL,diagnostic_free_surface_normal_derivative_source_candidate_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,real_part_only,1,real_part_only,10,2,8,0.2,2.0895862674757546,4.476330870622954,1.6295407264677508,3.4885652160804748,2,8,1.2810051611705957,2.454030519308576,0.1307921711978001,36424.17118551869,0.1638611836954364,FAIL,diagnostic_free_surface_normal_derivative_source_candidate_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,phase_lead_90,3,phase_lead_90,10,1,9,0.1,2.177091148568395,6.635133487670996,1.7470022736395476,6.039788906828306,0,10,10.058898115286516,42.028126043520494,0.11421459113317521,36349.43108329698,0.3713635704430945,FAIL,diagnostic_free_surface_normal_derivative_source_candidate_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,body_velocity_norm_normalized,5,body_velocity_norm_normalized,10,0,10,0.0,4.845208857552913,15.17205809122853,4.30259556673299,14.57671351038584,0,10,1.4546937281198857,0.9303130361070002,0.6105071121329415,36323.927978580854,0.32442729970517564,FAIL,diagnostic_free_surface_normal_derivative_source_candidate_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,phase_lag_90,4,phase_lag_90,10,0,10,0.0,14.90407772294822,49.053867668654306,14.581347460893113,48.45852308781161,0,10,33.15172767608739,130.20294189999765,0.05876652823994981,36178.5340721691,3.351860044808896,FAIL,diagnostic_free_surface_normal_derivative_source_candidate_not_hard_gate,INFO
