benchmark,variant,coefficient,row_count,unique_frequency_count,pass_count,fail_count,max_gate_error_ratio,median_gate_error_ratio,dominant_component_counts,median_time_derivative_component_value,median_pressure_gradient_component_value,median_stokes_body_forward_component_value,median_end_term_component_value,time_derivative_component_sensitivity_ratio,pressure_gradient_component_sensitivity_ratio,stokes_body_forward_component_sensitivity_ratio,end_term_component_sensitivity_ratio,median_abs_time_derivative_delta_vs_default,median_abs_pressure_gradient_delta_vs_default,median_abs_stokes_body_forward_delta_vs_default,median_abs_end_term_delta_vs_default,median_abs_total_delta_vs_default,diagnostic_conclusion,candidate_default_gate_eligible,candidate_exclusion_reason,gate_role,path_diagnostic_status,source_reference
ma2005_wigley_iii_coefficients,default_no_local_time_phase,A33,2,2,0,2,6.420749467912049,4.378606757057496,time_derivative:2,1.3977360431730068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,default_time_component_frequency_invariant_for_time_pressure_target,False,default Eq.30 time component lacks same-cell frequency sensitivity for A33/A53,local_time_phase_component_audit_not_hard_gate,INFO,D:\Projects\20260601-Potential-flow-ship\20260717-planningvessel-code\benchmarks\ma2005\journee1992_wigley_iii_forced_coefficients.csv
ma2005_wigley_iii_coefficients,local_time_phase_only,A33,2,2,1,1,3.0859913131293135,1.996123119843231,time_derivative:2,1.108639974795104,-0.5269150300791365,0.0,0.0,0.11407047083826442,0.20722552729212004,0.0,0.0,0.2890960683779029,0.5269150300791365,0.0,0.0,0.2890960683779029,local_time_phase_changes_time_component_but_gate_still_fails,False,diagnostic-only; local-time phase changes the time-pressure component but does not close Gate 1,local_time_phase_component_audit_not_hard_gate,INFO,D:\Projects\20260601-Potential-flow-ship\20260717-planningvessel-code\benchmarks\ma2005\journee1992_wigley_iii_forced_coefficients.csv
ma2005_wigley_iii_coefficients,local_time_phase_with_gradient_correction,A33,2,2,1,1,3.0859913131293135,1.996123119843231,time_derivative:2,1.108639974795104,-0.5298174219501732,0.0,0.0,0.11407047083826442,0.20599700150409783,0.0,0.0,0.2890960683779029,0.5298174219501732,0.0,0.0,0.2890960683779029,local_time_phase_changes_time_component_but_gate_still_fails,False,diagnostic-only; local-time phase changes the time-pressure component but does not close Gate 1,local_time_phase_component_audit_not_hard_gate,INFO,D:\Projects\20260601-Potential-flow-ship\20260717-planningvessel-code\benchmarks\ma2005\journee1992_wigley_iii_forced_coefficients.csv
ma2005_wigley_iii_coefficients,default_no_local_time_phase,A53,2,2,0,2,68.21839495426522,50.33046288236558,time_derivative:2,1.5025862940395698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,default_time_component_frequency_invariant_for_time_pressure_target,False,default Eq.30 time component lacks same-cell frequency sensitivity for A33/A53,local_time_phase_component_audit_not_hard_gate,INFO,D:\Projects\20260601-Potential-flow-ship\20260717-planningvessel-code\benchmarks\ma2005\journee1992_wigley_iii_forced_coefficients.csv
ma2005_wigley_iii_coefficients,local_time_phase_only,A53,2,2,0,2,54.143740246107846,42.017612145485145,time_derivative:2,1.145487924469525,-0.5689931883375838,0.15574251305671905,0.0,0.13396495471497002,0.22583574055129177,0.142809637485097,0.0,0.3570983695700448,0.5689931883375838,0.15574251305671905,0.0,0.20135585651332588,local_time_phase_changes_time_component_but_gate_still_fails,False,diagnostic-only; local-time phase changes the time-pressure component but does not close Gate 1,local_time_phase_component_audit_not_hard_gate,INFO,D:\Projects\20260601-Potential-flow-ship\20260717-planningvessel-code\benchmarks\ma2005\journee1992_wigley_iii_forced_coefficients.csv
ma2005_wigley_iii_coefficients,local_time_phase_with_gradient_correction,A53,2,2,0,2,54.143740246107846,42.017612145485145,time_derivative:2,1.145487924469525,-0.5721683260569816,0.15574251305671905,0.0,0.13396495471497002,0.22472872075794195,0.142809637485097,0.0,0.3570983695700448,0.5721683260569816,0.15574251305671905,0.0,0.20135585651332588,local_time_phase_changes_time_component_but_gate_still_fails,False,diagnostic-only; local-time phase changes the time-pressure component but does not close Gate 1,local_time_phase_component_audit_not_hard_gate,INFO,D:\Projects\20260601-Potential-flow-ship\20260717-planningvessel-code\benchmarks\ma2005\journee1992_wigley_iii_forced_coefficients.csv
ma2005_wigley_iii_coefficients,default_no_local_time_phase,A55,2,2,0,2,241.4054056836295,204.07690310314743,time_derivative:2,1.4242190812745195,-0.19561720820561215,0.18773972859508017,0.0,1.5590621403999574e-16,0.4391803575378552,0.4391803575378552,0.0,0.0,0.0,0.0,0.0,0.0,local_time_phase_component_candidate_does_not_close_gate,False,diagnostic-only; component changes are insufficient for default promotion,local_time_phase_component_audit_not_hard_gate,INFO,D:\Projects\20260601-Potential-flow-ship\20260717-planningvessel-code\benchmarks\ma2005\journee1992_wigley_iii_forced_coefficients.csv
ma2005_wigley_iii_coefficients,local_time_phase_only,A55,2,2,0,2,172.83888133469253,153.3906942635062,time_derivative:2,0.96086724651407,-0.5471097881632214,0.2781529726033366,0.0,0.1001170073772869,0.3147072086811528,0.3558103058157626,0.0,0.46335183476044933,0.3514925799576093,0.09041324400825641,0.0,0.3729385907521927,local_time_phase_component_candidate_does_not_close_gate,False,diagnostic-only; component changes are insufficient for default promotion,local_time_phase_component_audit_not_hard_gate,INFO,D:\Projects\20260601-Potential-flow-ship\20260717-planningvessel-code\benchmarks\ma2005\journee1992_wigley_iii_forced_coefficients.csv
ma2005_wigley_iii_coefficients,local_time_phase_with_gradient_correction,A55,2,2,0,2,172.83888133469253,153.3906942635062,time_derivative:2,0.96086724651407,-0.550211797319821,0.2781529726033366,0.0,0.1001170073772869,0.3129741317456478,0.3558103058157626,0.0,0.46335183476044933,0.3545945891142088,0.09041324400825641,0.0,0.3729385907521927,local_time_phase_gradient_correction_changes_forward_component_but_gate_still_fails,False,diagnostic-only; gradient correction changes Eq.30 forward component without full Gate closure,local_time_phase_component_audit_not_hard_gate,INFO,D:\Projects\20260601-Potential-flow-ship\20260717-planningvessel-code\benchmarks\ma2005\journee1992_wigley_iii_forced_coefficients.csv
ma2005_wigley_iii_coefficients,default_no_local_time_phase,A35,2,2,0,2,46.59808635119094,36.85163100101423,time_derivative:2,1.2979425905357287,-0.24042198041956675,0.0,0.0,5.132228648881501e-16,0.4391803575378552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,local_time_phase_component_candidate_does_not_close_gate,False,diagnostic-only; component changes are insufficient for default promotion,local_time_phase_component_audit_not_hard_gate,INFO,D:\Projects\20260601-Potential-flow-ship\20260717-planningvessel-code\benchmarks\ma2005\journee1992_wigley_iii_forced_coefficients.csv
