benchmark,source_row,hull,speed_case,omega_e_sqrt_l_over_g,coefficient,reference_value,endpoint_label,station_index,x_m,x_over_l,trapz_weight_m,is_configured_end_station,configured_end_station_index,configured_end_station_x_over_l,end_term_lever_arm_m,station_pitch_moment_lever_arm_m,end_lever_minus_station_moment_lever_m,endpoint_total_pressure_integral_value,endpoint_time_integral_value,endpoint_forward_gradient_integral_value,endpoint_stokes_body_forward_integral_value,endpoint_total_density_integral_value,end_term_component_value,end_to_endpoint_forward_ratio,end_to_endpoint_pressure_ratio,endpoint_forward_plus_end_value,endpoint_pressure_plus_end_value,endpoint_forward_minus_end_value,abs_endpoint_forward_plus_end_value,abs_endpoint_pressure_plus_end_value,gate_role
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,2.0,A33,1.07,configured_end_station,0,0.075,0.024999999999999998,0.0375,True,0,0.024999999999999998,1.5,1.425,0.07499999999999996,0.004126101044030909,-0.0002618281438652478,0.0043879291878961574,0.0,0.004126101044030909,0.0,0.0,0.0,0.0043879291878961574,0.004126101044030909,0.0043879291878961574,0.0043879291878961574,0.004126101044030909,diagnostic_eq30_eq32_endpoint_closure_not_hard_gate
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,2.0,A33,1.07,aft_active_station,0,0.075,0.024999999999999998,0.0375,True,0,0.024999999999999998,1.5,1.425,0.07499999999999996,0.004126101044030909,-0.0002618281438652478,0.0043879291878961574,0.0,0.004126101044030909,0.0,0.0,0.0,0.0043879291878961574,0.004126101044030909,0.0043879291878961574,0.0043879291878961574,0.004126101044030909,diagnostic_eq30_eq32_endpoint_closure_not_hard_gate
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,2.0,A33,1.07,bow_active_station,38,2.925,0.975,0.03749999999999987,False,0,0.024999999999999998,1.5,-1.4249999999999998,2.925,0.00019070224033024247,0.00017701846137380386,1.3683778956438627e-05,0.0,0.0001907022403302425,0.0,0.0,0.0,1.3683778956438627e-05,0.00019070224033024247,1.3683778956438627e-05,1.3683778956438627e-05,0.00019070224033024247,diagnostic_eq30_eq32_endpoint_closure_not_hard_gate
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.23,A33,0.941,configured_end_station,0,0.075,0.024999999999999998,0.0375,True,0,0.024999999999999998,1.5,1.425,0.07499999999999996,0.002923064953260307,-0.0005850680151611167,0.0035081329684214235,0.0,0.002923064953260307,0.0,0.0,0.0,0.0035081329684214235,0.002923064953260307,0.0035081329684214235,0.0035081329684214235,0.002923064953260307,diagnostic_eq30_eq32_endpoint_closure_not_hard_gate
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.23,A33,0.941,aft_active_station,0,0.075,0.024999999999999998,0.0375,True,0,0.024999999999999998,1.5,1.425,0.07499999999999996,0.002923064953260307,-0.0005850680151611167,0.0035081329684214235,0.0,0.002923064953260307,0.0,0.0,0.0,0.0035081329684214235,0.002923064953260307,0.0035081329684214235,0.0035081329684214235,0.002923064953260307,diagnostic_eq30_eq32_endpoint_closure_not_hard_gate
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.23,A33,0.941,bow_active_station,38,2.925,0.975,0.03749999999999987,False,0,0.024999999999999998,1.5,-1.4249999999999998,2.925,0.0001917192740587158,0.00017701846137380397,1.470081268491184e-05,0.0,0.0001917192740587158,0.0,0.0,0.0,1.470081268491184e-05,0.0001917192740587158,1.470081268491184e-05,1.470081268491184e-05,0.0001917192740587158,diagnostic_eq30_eq32_endpoint_closure_not_hard_gate
ma2005_wigley_iii_coefficients,2,wigley_iii,Fn0.4,2.23,B33,2.05,configured_end_station,0,0.075,0.024999999999999998,0.0375,True,0,0.024999999999999998,1.5,1.425,0.07499999999999996,0.0027268770910094248,0.004185974568408404,-0.001459097477398979,-0.0,0.002726877091009425,-0.0,0.0,-0.0,-0.001459097477398979,0.0027268770910094248,-0.001459097477398979,0.001459097477398979,0.0027268770910094248,diagnostic_eq30_eq32_endpoint_closure_not_hard_gate
ma2005_wigley_iii_coefficients,2,wigley_iii,Fn0.4,2.23,B33,2.05,aft_active_station,0,0.075,0.024999999999999998,0.0375,True,0,0.024999999999999998,1.5,1.425,0.07499999999999996,0.0027268770910094248,0.004185974568408404,-0.001459097477398979,-0.0,0.002726877091009425,-0.0,0.0,-0.0,-0.001459097477398979,0.0027268770910094248,-0.001459097477398979,0.001459097477398979,0.0027268770910094248,diagnostic_eq30_eq32_endpoint_closure_not_hard_gate
ma2005_wigley_iii_coefficients,2,wigley_iii,Fn0.4,2.23,B33,2.05,bow_active_station,38,2.925,0.975,0.03749999999999987,False,0,0.024999999999999998,1.5,-1.4249999999999998,2.925,0.003683711643438567,8.003665061825843e-21,0.003683711643438567,-0.0,0.003683711643438567,-0.0,-0.0,-0.0,0.003683711643438567,0.003683711643438567,0.003683711643438567,0.003683711643438567,0.003683711643438567,diagnostic_eq30_eq32_endpoint_closure_not_hard_gate
ma2005_wigley_iii_coefficients,3,wigley_iii,Fn0.4,2.0,A53,0.19,configured_end_station,0,0.075,0.024999999999999998,0.0375,True,0,0.024999999999999998,1.5,1.425,0.07499999999999996,0.001959897995914682,-0.00012436836833599273,0.0020842663642506747,0.0004313066763279784,0.001959897995914682,0.0,0.0,0.0,0.0020842663642506747,0.001959897995914682,0.0020842663642506747,0.0020842663642506747,0.001959897995914682,diagnostic_eq30_eq32_endpoint_closure_not_hard_gate
