benchmark,coefficient,source_row,station_index,x_m,x_over_l,station_trapezoid_weight_m,pressure_gradient_density_value_per_m,station_pressure_gradient_contribution_value,station_abs_pressure_gradient_contribution_share,station_signed_pressure_gradient_contribution_share_of_net,body_potential_x_gradient_gain_times_l,body_potential_adjacent_relative_jump,reported_pressure_gradient_component_value,station_integral_pressure_gradient_value,station_integral_minus_reported_pressure_gradient_component,current_computed_value,reference_value,current_gate_error_ratio,without_first_station_computed_value,without_first_station_gate_error_ratio,without_first_two_stations_computed_value,without_first_two_stations_gate_error_ratio,diagnostic_flags,diagnostic_candidate_status,failure_source,gate_role
ma2005_wigley_iii_coefficients,A33,0,0,0.075,0.024999999999999998,0.0,0.11701144501056421,0.0,0.0,-0.0,9.381025953264054,,-0.28889524358281377,-0.3235542351145552,-0.034658991531741457,0.8954918095166653,0.941,0.3224101344905041,0.8954918095166653,0.3224101344905041,0.8919836765482438,0.3472640697963592,first_active_station,without_first_station_would_pass_this_coefficient_only,first_active_station_pressure_gradient_spike,diagnostic_pressure_gradient_startup_spike_not_hard_gate
ma2005_wigley_iii_coefficients,A33,1,0,0.075,0.024999999999999998,0.0375,0.09355021249123796,0.0035081329684214235,0.008820352807613143,-0.010842488175682077,9.049687294453081,,-0.28889524358281377,-0.3235542351145552,-0.034658991531741457,0.8954918095166653,0.941,0.3224101344905041,0.8954918095166653,0.3224101344905041,0.8919836765482438,0.3472640697963592,second_active_station,without_first_station_would_pass_this_coefficient_only,first_active_station_pressure_gradient_spike,diagnostic_pressure_gradient_startup_spike_not_hard_gate
ma2005_wigley_iii_coefficients,A33,0,1,0.15,0.049999999999999996,0.0375,0.12914725617463746,0.004843022106548905,0.012176609045139146,-0.014968192596317648,5.93593893232144,,-0.28889524358281377,-0.3235542351145552,-0.034658991531741457,0.8954918095166653,0.941,0.3224101344905041,0.8954918095166653,0.3224101344905041,0.8919836765482438,0.3472640697963592,background_station,without_first_station_would_pass_this_coefficient_only,first_active_station_pressure_gradient_spike,diagnostic_pressure_gradient_startup_spike_not_hard_gate
ma2005_wigley_iii_coefficients,A33,1,1,0.15,0.049999999999999996,0.03749999999999999,0.10898990270514662,0.004087121351442997,0.010276079216996565,-0.012631951332659704,5.944728297205949,,-0.28889524358281377,-0.3235542351145552,-0.034658991531741457,0.8954918095166653,0.941,0.3224101344905041,0.8954918095166653,0.3224101344905041,0.8919836765482438,0.3472640697963592,background_station,without_first_station_would_pass_this_coefficient_only,first_active_station_pressure_gradient_spike,diagnostic_pressure_gradient_startup_spike_not_hard_gate
ma2005_wigley_iii_coefficients,A33,0,2,0.22499999999999998,0.075,0.03749999999999999,0.0938637718748575,0.0035198914453071556,0.008849916656972875,-0.01087882977041215,4.292645945066761,,-0.28889524358281377,-0.3235542351145552,-0.034658991531741457,0.8954918095166653,0.941,0.3224101344905041,0.8954918095166653,0.3224101344905041,0.8919836765482438,0.3472640697963592,background_station,without_first_station_would_pass_this_coefficient_only,first_active_station_pressure_gradient_spike,diagnostic_pressure_gradient_startup_spike_not_hard_gate
ma2005_wigley_iii_coefficients,A33,1,2,0.22499999999999998,0.075,0.037500000000000006,0.08500632233189631,0.003187737087446112,0.008014794770404562,-0.009852249612240387,4.495663050378192,,-0.28889524358281377,-0.3235542351145552,-0.034658991531741457,0.8954918095166653,0.941,0.3224101344905041,0.8954918095166653,0.3224101344905041,0.8919836765482438,0.3472640697963592,background_station,without_first_station_would_pass_this_coefficient_only,first_active_station_pressure_gradient_spike,diagnostic_pressure_gradient_startup_spike_not_hard_gate
ma2005_wigley_iii_coefficients,A33,0,3,0.3,0.09999999999999999,0.037500000000000006,0.07642642815154989,0.0028659910556831213,0.007205842105227769,-0.008857838175625826,3.650910711192717,,-0.28889524358281377,-0.3235542351145552,-0.034658991531741457,0.8954918095166653,0.941,0.3224101344905041,0.8954918095166653,0.3224101344905041,0.8919836765482438,0.3472640697963592,background_station,without_first_station_would_pass_this_coefficient_only,first_active_station_pressure_gradient_spike,diagnostic_pressure_gradient_startup_spike_not_hard_gate
ma2005_wigley_iii_coefficients,A33,1,3,0.3,0.09999999999999999,0.037500000000000006,0.07490810069308414,0.0028090537759906556,0.007062687071107362,-0.008681863722154966,3.925911425359381,,-0.28889524358281377,-0.3235542351145552,-0.034658991531741457,0.8954918095166653,0.941,0.3224101344905041,0.8954918095166653,0.3224101344905041,0.8919836765482438,0.3472640697963592,background_station,without_first_station_would_pass_this_coefficient_only,first_active_station_pressure_gradient_spike,diagnostic_pressure_gradient_startup_spike_not_hard_gate
ma2005_wigley_iii_coefficients,A33,0,4,0.375,0.125,0.03749999999999998,0.06101969618363344,0.002288238606886253,0.005753223153858917,-0.007072194885893229,3.24182642119297,,-0.28889524358281377,-0.3235542351145552,-0.034658991531741457,0.8954918095166653,0.941,0.3224101344905041,0.8954918095166653,0.3224101344905041,0.8919836765482438,0.3472640697963592,background_station,without_first_station_would_pass_this_coefficient_only,first_active_station_pressure_gradient_spike,diagnostic_pressure_gradient_startup_spike_not_hard_gate
ma2005_wigley_iii_coefficients,A33,1,4,0.375,0.125,0.037500000000000006,0.06612889298022076,0.002479833486758279,0.006234942191254457,-0.007664351807604334,3.5442540498234667,,-0.28889524358281377,-0.3235542351145552,-0.034658991531741457,0.8954918095166653,0.941,0.3224101344905041,0.8954918095166653,0.3224101344905041,0.8919836765482438,0.3472640697963592,background_station,without_first_station_would_pass_this_coefficient_only,first_active_station_pressure_gradient_spike,diagnostic_pressure_gradient_startup_spike_not_hard_gate
