benchmark,source_row,coefficient,row_family,column_family,reference_value,computed_value,gate_error_ratio,coefficient_status,provider_route,pressure_gradient_component_value,stokes_body_forward_component_value,end_contour_component_value,stokes_plus_end_value,forward_identity_residual_value,forward_identity_residual_over_effective_tolerance,forward_identity_status,stokes_mi_expected_zero,stokes_zero_status,endpoint_label,endpoint_station_index,endpoint_x_over_l,endpoint_trapz_weight_m,endpoint_forward_gradient_integral_value,endpoint_stokes_body_forward_integral_value,endpoint_total_pressure_integral_value,end_to_endpoint_forward_ratio,end_to_endpoint_forward_ratio_abs,stokes_to_endpoint_stokes_ratio,endpoint_forward_share_of_total_gradient,endpoint_stokes_share_of_total_stokes,end_lever_minus_station_moment_lever_m,end_lever_consistency_status,diagnostic_flags,diagnostic_conclusion,candidate_policy,remaining_blocker,gate_role
ma2005_wigley_iii_coefficients,0,A33,heave_row_N3_m3,heave_radiation,1.07,1.0181504124660368,0.323050389619709,PASS,matched_bie_station_sweep,-0.3573324133930934,0.0,0.0,0.0,-0.3573324133930934,2.2263701769040085,FAIL,True,PASS,configured_end_station,0,0.024999999999999998,0.0375,0.0043879291878961574,0.0,0.004126101044030909,0.0,0.0,,-0.012279684191618784,,0.07499999999999996,FAIL,heave_row_m3_zero_confirmed;end_lever_mismatch;end_contour_not_simple_endpoint_forward_replacement;endpoint_forward_is_only_part_of_integrated_gradient;eq31_eq32_forward_identity_not_closed,eq31_eq32_stokes_end_identity_not_closed,diagnostic-only; does not alter matched_bie_station_sweep coefficients,Trace the fixed-body/fixed-control derivative identity connecting Eq.31 pressure-gradient to Eq.32 Stokes body and C_A end-contour terms; the current lever convention alone does not close it.,diagnostic_stokes_end_lever_consistency_not_hard_gate
ma2005_wigley_iii_coefficients,1,A33,heave_row_N3_m3,heave_radiation,0.941,0.8954918095166653,0.3224101344905041,PASS,matched_bie_station_sweep,-0.28889524358281377,0.0,0.0,0.0,-0.28889524358281377,2.046725069662159,FAIL,True,PASS,configured_end_station,0,0.024999999999999998,0.0375,0.0043879291878961574,0.0,0.004126101044030909,0.0,0.0,,-0.01518865154537696,,0.07499999999999996,FAIL,heave_row_m3_zero_confirmed;end_lever_mismatch;end_contour_not_simple_endpoint_forward_replacement;endpoint_forward_is_only_part_of_integrated_gradient;eq31_eq32_forward_identity_not_closed,eq31_eq32_stokes_end_identity_not_closed,diagnostic-only; does not alter matched_bie_station_sweep coefficients,Trace the fixed-body/fixed-control derivative identity connecting Eq.31 pressure-gradient to Eq.32 Stokes body and C_A end-contour terms; the current lever convention alone does not close it.,diagnostic_stokes_end_lever_consistency_not_hard_gate
ma2005_wigley_iii_coefficients,2,B33,heave_row_N3_m3,heave_radiation,2.05,1.7861811857284653,0.8579473634846653,PASS,matched_bie_station_sweep,-0.1952537076843343,-0.0,-0.0,-0.0,-0.1952537076843343,0.6349714071035263,FAIL,True,PASS,configured_end_station,0,0.024999999999999998,0.0375,-0.001459097477398979,-0.0,0.0027268770910094248,0.0,0.0,,0.007472828530139333,,0.07499999999999996,FAIL,heave_row_m3_zero_confirmed;end_lever_mismatch;end_contour_not_simple_endpoint_forward_replacement;endpoint_forward_is_only_part_of_integrated_gradient;eq31_eq32_forward_identity_not_closed,eq31_eq32_stokes_end_identity_not_closed,diagnostic-only; does not alter matched_bie_station_sweep coefficients,Trace the fixed-body/fixed-control derivative identity connecting Eq.31 pressure-gradient to Eq.32 Stokes body and C_A end-contour terms; the current lever convention alone does not close it.,diagnostic_stokes_end_lever_consistency_not_hard_gate
ma2005_wigley_iii_coefficients,3,A53,pitch_row_N5_m5,heave_radiation,0.19,0.15544523028440557,0.606224030098148,PASS,matched_bie_station_sweep,0.03067572603923421,0.16490962811357357,0.0,0.16490962811357357,-0.13423390207433936,2.354980738146305,FAIL,False,NOT_APPLICABLE,configured_end_station,0,0.024999999999999998,0.0375,0.0020842663642506747,0.0004313066763279784,0.001959897995914682,0.0,0.0,382.3488880755729,0.0679451355636995,0.0026154123398479602,0.07499999999999996,FAIL,end_lever_mismatch;end_contour_not_simple_endpoint_forward_replacement;endpoint_forward_is_only_part_of_integrated_gradient;eq31_eq32_forward_identity_not_closed,eq31_eq32_stokes_end_identity_not_closed,diagnostic-only; does not alter matched_bie_station_sweep coefficients,Trace the fixed-body/fixed-control derivative identity connecting Eq.31 pressure-gradient to Eq.32 Stokes body and C_A end-contour terms; the current lever convention alone does not close it.,diagnostic_stokes_end_lever_consistency_not_hard_gate
ma2005_wigley_iii_coefficients,4,A53,pitch_row_N5_m5,heave_radiation,0.145,0.11550117901521131,0.6781338157422685,PASS,matched_bie_station_sweep,0.03460960130056612,0.1436732036219079,0.0,0.1436732036219079,-0.1090636023213418,2.507209248766478,FAIL,False,NOT_APPLICABLE,configured_end_station,0,0.024999999999999998,0.0375,0.0020842663642506747,0.0004313066763279784,0.001959897995914682,0.0,0.0,333.11147614291633,0.06022220094793701,0.003001998044555407,0.07499999999999996,FAIL,end_lever_mismatch;end_contour_not_simple_endpoint_forward_replacement;endpoint_forward_is_only_part_of_integrated_gradient;eq31_eq32_forward_identity_not_closed,eq31_eq32_stokes_end_identity_not_closed,diagnostic-only; does not alter matched_bie_station_sweep coefficients,Trace the fixed-body/fixed-control derivative identity connecting Eq.31 pressure-gradient to Eq.32 Stokes body and C_A end-contour terms; the current lever convention alone does not close it.,diagnostic_stokes_end_lever_consistency_not_hard_gate
ma2005_wigley_iii_coefficients,5,B53,pitch_row_N5_m5,heave_radiation,-0.106,-0.12493195767079752,0.5953445808426896,PASS,matched_bie_station_sweep,-0.2542196643290507,-0.3581967238066661,-0.0,-0.3581967238066661,0.10397705947761543,3.269718851497341,FAIL,False,NOT_APPLICABLE,configured_end_station,0,0.024999999999999998,0.0375,-0.000693071301764515,0.00023402720606444672,0.0012952666182294772,0.0,0.0,-1530.5772770197727,0.0027262694394381477,-0.00065334825951887,0.07499999999999996,FAIL,end_lever_mismatch;end_contour_not_simple_endpoint_forward_replacement;endpoint_forward_is_only_part_of_integrated_gradient;eq31_eq32_forward_identity_not_closed,eq31_eq32_stokes_end_identity_not_closed,diagnostic-only; does not alter matched_bie_station_sweep coefficients,Trace the fixed-body/fixed-control derivative identity connecting Eq.31 pressure-gradient to Eq.32 Stokes body and C_A end-contour terms; the current lever convention alone does not close it.,diagnostic_stokes_end_lever_consistency_not_hard_gate
ma2005_wigley_iii_coefficients,6,A35,heave_row_N3_m3,pitch_radiation,-0.125,-0.11322998555308025,0.3138670519178599,PASS,matched_bie_station_sweep,-0.015326903125125009,0.0,0.0,0.0,-0.015326903125125009,0.4087174166700002,FAIL,True,PASS,configured_end_station,0,0.024999999999999998,0.0375,0.0005423143740866756,0.0,0.0004509846309857027,0.0,0.0,,-0.03538316707943911,,0.07499999999999996,FAIL,heave_row_m3_zero_confirmed;end_lever_mismatch;end_contour_not_simple_endpoint_forward_replacement;endpoint_forward_is_only_part_of_integrated_gradient;eq31_eq32_forward_identity_not_closed,eq31_eq32_stokes_end_identity_not_closed,diagnostic-only; does not alter matched_bie_station_sweep coefficients,Trace the fixed-body/fixed-control derivative identity connecting Eq.31 pressure-gradient to Eq.32 Stokes body and C_A end-contour terms; the current lever convention alone does not close it.,diagnostic_stokes_end_lever_consistency_not_hard_gate
ma2005_wigley_iii_coefficients,7,B35,heave_row_N3_m3,pitch_radiation,0.163,0.1403372783872581,0.4634503397288734,PASS,matched_bie_station_sweep,0.12631188674571228,-0.0,-0.0,-0.0,0.12631188674571228,2.583065168623973,FAIL,True,PASS,configured_end_station,0,0.024999999999999998,0.0375,-0.0013616808258133954,-0.0,-0.0006754848093465173,0.0,0.0,,-0.010780306279128701,,0.07499999999999996,FAIL,heave_row_m3_zero_confirmed;end_lever_mismatch;end_contour_not_simple_endpoint_forward_replacement;endpoint_forward_is_only_part_of_integrated_gradient;eq31_eq32_forward_identity_not_closed,eq31_eq32_stokes_end_identity_not_closed,diagnostic-only; does not alter matched_bie_station_sweep coefficients,Trace the fixed-body/fixed-control derivative identity connecting Eq.31 pressure-gradient to Eq.32 Stokes body and C_A end-contour terms; the current lever convention alone does not close it.,diagnostic_stokes_end_lever_consistency_not_hard_gate
ma2005_wigley_iii_coefficients,8,A55,pitch_row_N5_m5,pitch_radiation,0.0458,0.04055945100808402,0.7628164471493417,PASS,matched_bie_station_sweep,-0.0072563875001225775,0.01128816412051383,0.0,0.01128816412051383,-0.018544551620636406,2.699352492086813,FAIL,False,NOT_APPLICABLE,configured_end_station,0,0.024999999999999998,0.0375,0.000257599327691171,5.519483733570979e-05,0.00021421769971820886,0.0,0.0,204.51485438495254,-0.03549966532063227,0.004889620379934497,0.07499999999999996,FAIL,end_lever_mismatch;end_contour_not_simple_endpoint_forward_replacement;endpoint_forward_is_only_part_of_integrated_gradient;eq31_eq32_forward_identity_not_closed,eq31_eq32_stokes_end_identity_not_closed,diagnostic-only; does not alter matched_bie_station_sweep coefficients,Trace the fixed-body/fixed-control derivative identity connecting Eq.31 pressure-gradient to Eq.32 Stokes body and C_A end-contour terms; the current lever convention alone does not close it.,diagnostic_stokes_end_lever_consistency_not_hard_gate
ma2005_wigley_iii_coefficients,9,B55,pitch_row_N5_m5,pitch_radiation,0.0703,0.04833191129800478,2.0832706213366734,FAIL,matched_bie_station_sweep,0.023509718897410787,0.045291994221232104,-0.0,0.045291994221232104,-0.021782275323821317,2.065649627673904,FAIL,False,NOT_APPLICABLE,configured_end_station,0,0.024999999999999998,0.0375,-0.0006467983922613628,3.653189724038916e-05,-0.0003208552844395957,0.0,0.0,1239.793102537196,-0.027511957717733373,0.0008065861940621646,0.07499999999999996,FAIL,end_lever_mismatch;end_contour_not_simple_endpoint_forward_replacement;endpoint_forward_is_only_part_of_integrated_gradient;eq31_eq32_forward_identity_not_closed,eq31_eq32_stokes_end_identity_not_closed,diagnostic-only; does not alter matched_bie_station_sweep coefficients,Trace the fixed-body/fixed-control derivative identity connecting Eq.31 pressure-gradient to Eq.32 Stokes body and C_A end-contour terms; the current lever convention alone does not close it.,diagnostic_stokes_end_lever_consistency_not_hard_gate
