benchmark,source_row,fit_name,fit_order,fit_description,fit_component_set,fit_rank,fit_condition_number,fit_residual_sum_squares,hull,speed_case,omega_e_sqrt_l_over_g,coefficient,reference_value,computed_value,raw_computed_value,raw_to_reference_raw_ratio,abs_error,rel_error,tolerance,near_zero_abs_tolerance,effective_abs_tolerance,gate_error_ratio,current_default_gate_error_ratio,gate_ratio_delta_vs_current,candidate_gate_status,provider_route,provider_formulation,gate_role,time_derivative_fit_scale,time_derivative_component_value,time_derivative_fit_contribution_value,pressure_gradient_fit_scale,pressure_gradient_component_value,pressure_gradient_fit_contribution_value,stokes_body_forward_fit_scale,stokes_body_forward_component_value,stokes_body_forward_fit_contribution_value,end_term_fit_scale,end_term_component_value,end_term_fit_contribution_value
ma2005_wigley_iii_coefficients,0,least_squares_time_only,0,Best-fit global scale for the Eq.30 time-derivative pressure contribution only.,time_derivative,1,,0.21889730686242698,wigley_iii,Fn0.4,2.0,A33,1.07,1.1144549655003262,89.10067449175109,1.0415466967292768,0.04445496550032613,0.04154669672927675,0.15,0.0,0.1605,0.27697797819517833,0.323050389619709,-0.04607241142453067,PASS,matched_bie_station_sweep,matched_bie,diagnostic_eq30_component_scale_fit_not_hard_gate,1.0945877464224885,1.0181504124660368,1.1144549655003262,0.0,-0.3573324133930934,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
ma2005_wigley_iii_coefficients,1,least_squares_time_only,0,Best-fit global scale for the Eq.30 time-derivative pressure contribution only.,time_derivative,1,,0.21889730686242698,wigley_iii,Fn0.4,2.23,A33,0.941,0.9801943617186429,78.36653921940551,1.0416518190421287,0.03919436171864299,0.04165181904212858,0.15,0.0,0.14115,0.2776787936141905,0.3224101344905041,-0.044731340876313586,PASS,matched_bie_station_sweep,matched_bie,diagnostic_eq30_component_scale_fit_not_hard_gate,1.0945877464224885,0.8954918095166653,0.9801943617186429,0.0,-0.28889524358281377,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
ma2005_wigley_iii_coefficients,2,least_squares_time_only,0,Best-fit global scale for the Eq.30 time-derivative pressure contribution only.,time_derivative,1,,0.21889730686242698,wigley_iii,Fn0.4,2.23,B33,2.05,1.9551320387887692,282.6143898961154,0.9537229457506192,0.09486796121123064,0.046277054249380806,0.15,0.0,0.30749999999999994,0.30851369499587206,0.8579473634846653,-0.5494336684887933,PASS,matched_bie_station_sweep,matched_bie,diagnostic_eq30_component_scale_fit_not_hard_gate,1.0945877464224885,1.7861811857284653,1.9551320387887692,0.0,-0.1952537076843343,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0
ma2005_wigley_iii_coefficients,3,least_squares_time_only,0,Best-fit global scale for the Eq.30 time-derivative pressure contribution only.,time_derivative,1,,0.21889730686242698,wigley_iii,Fn0.4,2.0,A53,0.19,-0.010359613891074915,-2.4847533917743188,-0.054524283637236395,0.20035961389107493,1.0545242836372364,0.3,0.0,0.056999999999999995,3.515080945457455,0.606224030098148,2.908856915359307,FAIL,matched_bie_station_sweep,matched_bie,diagnostic_eq30_component_scale_fit_not_hard_gate,1.0945877464224885,-0.00946439782916802,-0.010359613891074915,0.0,0.03067572603923421,0.0,0.0,0.16490962811357357,0.0,0.0,0.0,0.0
ma2005_wigley_iii_coefficients,4,least_squares_time_only,0,Best-fit global scale for the Eq.30 time-derivative pressure contribution only.,time_derivative,1,,0.21889730686242698,wigley_iii,Fn0.4,2.23,A53,0.145,-0.03083675292640294,-7.396195189397745,-0.2126672615613996,0.17583675292640294,1.2126672615613996,0.3,0.0,0.0435,4.042224205204666,0.6781338157422685,3.3640903894623975,FAIL,matched_bie_station_sweep,matched_bie,diagnostic_eq30_component_scale_fit_not_hard_gate,1.0945877464224885,-0.028172024606696613,-0.03083675292640294,0.0,0.03460960130056612,0.0,0.0,0.1436732036219079,0.0,0.0,0.0,0.0
ma2005_wigley_iii_coefficients,5,least_squares_time_only,0,Best-fit global scale for the Eq.30 time-derivative pressure contribution only.,time_derivative,1,,0.21889730686242698,wigley_iii,Fn0.4,2.23,B53,-0.106,0.2553287546844292,110.7233355033843,-2.4087618366455588,0.3613287546844292,3.4087618366455588,0.3,0.0,0.031799999999999995,11.362539455485198,0.5953445808426896,10.767194874642508,FAIL,matched_bie_station_sweep,matched_bie,diagnostic_eq30_component_scale_fit_not_hard_gate,1.0945877464224885,0.2332647661358686,0.2553287546844292,0.0,-0.2542196643290507,-0.0,0.0,-0.3581967238066661,-0.0,0.0,-0.0,-0.0
ma2005_wigley_iii_coefficients,6,least_squares_time_only,0,Best-fit global scale for the Eq.30 time-derivative pressure contribution only.,time_derivative,1,,0.21889730686242698,wigley_iii,Fn0.4,2.23,A35,-0.125,-0.12394015471399704,-29.727046108152194,0.9915212377119764,0.0010598452860029611,0.008478762288023689,0.3,0.0,0.0375,0.028262540960078963,0.3138670519178599,-0.28560451095778094,PASS,matched_bie_station_sweep,matched_bie,diagnostic_eq30_component_scale_fit_not_hard_gate,1.0945877464224885,-0.11322998555308025,-0.12394015471399704,0.0,-0.015326903125125009,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
ma2005_wigley_iii_coefficients,7,least_squares_time_only,0,Best-fit global scale for the Eq.30 time-derivative pressure contribution only.,time_derivative,1,,0.21889730686242698,wigley_iii,Fn0.4,2.23,B35,0.163,0.15361146528897424,66.61362457737626,0.9424016275397191,0.00938853471102577,0.057598372460280794,0.3,0.0,0.0489,0.19199457486760266,0.4634503397288734,-0.27145576486127077,PASS,matched_bie_station_sweep,matched_bie,diagnostic_eq30_component_scale_fit_not_hard_gate,1.0945877464224885,0.1403372783872581,0.15361146528897424,0.0,0.12631188674571228,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0
ma2005_wigley_iii_coefficients,8,least_squares_time_only,0,Best-fit global scale for the Eq.30 time-derivative pressure contribution only.,time_derivative,1,,0.21889730686242698,wigley_iii,Fn0.4,2.23,A55,0.0458,0.032039991949151594,23.05437620701203,0.6995631429945763,0.013760008050848406,0.3004368570054237,0.15,0.0,0.00687,2.002912380036158,0.7628164471493417,1.2400959328868162,FAIL,matched_bie_station_sweep,matched_bie,diagnostic_eq30_component_scale_fit_not_hard_gate,1.0945877464224885,0.02927128688757019,0.032039991949151594,0.0,-0.0072563875001225775,-0.0,0.0,0.01128816412051383,0.0,0.0,0.0,0.0
ma2005_wigley_iii_coefficients,9,least_squares_time_only,0,Best-fit global scale for the Eq.30 time-derivative pressure contribution only.,time_derivative,1,,0.21889730686242698,wigley_iii,Fn0.4,2.23,B55,0.0703,0.003327455982375845,4.328854682638827,0.047332233035218274,0.06697254401762416,0.9526677669647818,0.15,0.0,0.010545,6.351118446431879,2.0832706213366734,4.267847825095205,FAIL,matched_bie_station_sweep,matched_bie,diagnostic_eq30_component_scale_fit_not_hard_gate,1.0945877464224885,0.0030399170767726785,0.003327455982375845,0.0,0.023509718897410787,0.0,0.0,0.045291994221232104,0.0,0.0,-0.0,-0.0
