benchmark,pair_count,real_scale_plausible_count,ab_scale_consistent_count,max_real_scale_residual_norm,median_real_scale_residual_norm,complex_scale_abs_min,complex_scale_abs_max,complex_scale_abs_max_over_min,complex_scale_phase_span_deg,max_ab_required_scale_log10_abs_delta,diagnostic_conclusion,candidate_default_gate_eligible,candidate_exclusion_reason,gate_role,path_diagnostic_status
ma2005_wigley_iii_coefficients,8,1,1,0.989990719591615,0.3998858881741847,5.38490883238529,31.169495578342154,5.788305159576002,150.22662296550567,2.3210636853960116,journee_complex_scale_phase_varies_across_pairs,False,"The audit can diagnose pair-specific phase/scale demands, but no pair-specific fitted scale is allowed into the default Gate 1 provider.",diagnostic_journee_complex_scale_phase_not_hard_gate,INFO
